level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2105,2105,178.6798,0.39999792,0.008381472,0.0,0,9.0629702,0.0,0.00064967287,3.8648806,10.073219,404.65091,-9.2641535
2106,2106,178.68,1.705868,0.028276887,0.0,0,9.0337057,0.0,0.0016102697,17.484892,10.036274,404.66772,-9.2649956
2107,2107,178.6802,3.6657939,0.065122217,0.0,0,9.0044422,0.0,0.0036153095,41.42767,10.006762,404.68454,-9.2648335
2108,2108,178.6804,5.116972,0.092805952,0.0,0,8.9751778,0.0,0.0059497841,61.644257,9.9799862,404.70135,-9.2640495
2109,2109,178.6806,5.7659225,0.11932088,0.0,0,8.9459143,0.0,0.0077365818,71.690048,9.9497671,404.7182,-9.2629423
2110,2110,178.6808,5.9619379,0.1545212,0.0,0,8.9166498,0.0,0.0095507428,74.771812,9.9117594,404.73502,-9.2619228
2111,2111,178.681,6.1532989,0.20483555,0.0,0,8.8873854,0.0,0.01295334,76.777946,9.8671303,404.75183,-9.2607803
2112,2112,178.6812,6.2929516,0.28557554,0.0,0,8.8581219,0.0,0.018249625,78.464783,9.8237629,404.76865,-9.2602673
2113,2113,178.6814,6.2101603,0.36067301,0.0,0,8.8288574,0.0,0.023243081,77.601479,9.7772284,404.78549,-9.2597857
2114,2114,178.6816,6.1943288,0.39345181,0.0,0,8.7995939,0.0,0.026216567,76.654251,9.7252274,404.80231,-9.2596941
2115,2115,178.6818,6.5188756,0.42109522,0.0,0,8.7703295,0.0,0.028265491,79.753372,9.6725283,404.81912,-9.2608261
2116,2116,178.682,6.782949,0.47058862,0.0,0,8.7416534,0.0,0.030923316,83.2864,9.6208868,404.83594,-9.2609444
2117,2117,178.6822,6.8414464,0.52478838,0.0,0,8.7136869,0.0,0.03471091,83.946281,9.573554,404.85278,-9.260457
2118,2118,178.6824,7.0657635,0.57005507,0.0,0,8.6858492,0.0,0.038476974,85.763672,9.530386,404.8696,-9.260252
2119,2119,178.6826,7.3528161,0.58900917,0.0,0,8.6580172,0.0,0.039825104,89.390137,9.4886475,404.88641,-9.2594242
2120,2120,178.6828,7.2754688,0.58662367,0.0,0,8.6301851,0.0,0.039684929,89.504944,9.4490814,404.90323,-9.2587919
2121,2121,178.683,6.8489795,0.61021191,0.0,0,8.6023531,0.0,0.04125623,84.752502,9.4142246,404.92007,-9.2587395
2122,2122,178.6832,6.6194577,0.66401821,0.0,0,8.5745211,0.0,0.044387478,80.852837,9.380372,404.93689,-9.2594738
2123,2123,178.6834,6.8954453,0.70410562,0.0,0,8.546689,0.0,0.047328934,82.811295,9.3495541,404.95251,-9.2598715
2124,2124,178.6836,7.3319235,0.72580832,0.0,0,8.518857,0.0,0.049547177,87.87072,9.3200283,404.96814,-9.2599049
2125,2125,178.6838,7.5308414,0.74481136,0.0,0,8.491025,0.0,0.050651196,90.856834,9.2895155,404.98376,-9.259654
2126,2126,178.684,7.5529695,0.77032608,0.0,0,8.4631929,0.0,0.05203189,91.301361,9.2535305,404.99936,-9.2589006
2127,2127,178.6842,7.5956473,0.82012355,0.0,0,8.4353609,0.0,0.055650756,91.361191,9.2147932,405.01498,-9.2588301
