level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
1993,1993,165.3479,8.297472,0.72593355,0.0,0,8.4631662,0.0,0.048956331,100.33598,9.2828283,364.30518,-9.2833261
1994,1994,165.3481,8.4234905,0.76524359,0.0,0,8.4353342,0.0,0.051814888,101.46114,9.245801,364.3475,-9.2831326
1995,1995,165.3483,8.5400314,0.81935084,0.0,0,8.4075031,0.0,0.055666558,102.62395,9.2057686,364.38986,-9.2830782
1996,1996,165.3485,8.4266939,0.86982626,0.0,0,8.3796701,0.0,0.058823511,101.60294,9.1670876,364.43219,-9.2828646
1997,1997,165.3487,8.1696205,0.91261995,0.0,0,8.3518381,0.0,0.062171876,98.383781,9.1267147,364.47455,-9.2828989
1998,1998,165.3489,8.1389208,0.95276463,0.0,0,8.324007,0.0,0.065346576,96.986,9.0815506,364.51688,-9.282979
1999,1999,165.3491,8.3710546,0.99207664,0.0,0,8.296175,0.0,0.067695007,99.016388,9.0403881,364.55923,-9.2829418
2000,2000,165.3493,8.524291,1.0306028,0.0,0,8.268343,0.0,0.070602126,100.91953,9.0033627,364.60156,-9.2830572
2001,2001,165.3495,8.4914522,1.0621005,0.0,0,8.2405109,0.0,0.07338158,100.59303,8.9634151,364.64392,-9.2830515
2002,2002,165.3497,8.4880257,1.0846555,0.0,0,8.2126789,0.0,0.074712612,100.18403,8.9297323,364.68625,-9.2831011
2003,2003,165.3499,8.6454821,1.1013023,0.0,0,8.1848469,0.0,0.075852521,101.68355,8.8988314,364.72861,-9.2836523
2004,2004,165.3501,8.7481346,1.1216658,0.0,0,8.1570148,0.0,0.077657342,103.03306,8.8665361,364.77094,-9.2838411
2005,2005,165.3503,8.6181717,1.156823,0.0,0,8.1291828,0.0,0.079656318,101.77032,8.8381147,364.81329,-9.2837543
2006,2006,165.3505,8.4462013,1.1906265,0.0,0,8.1013508,0.0,0.081993423,99.394958,8.8139572,364.85562,-9.2836733
2007,2007,165.3507,8.5396128,1.2115593,0.0,0,8.0735188,0.0,0.084220953,99.505775,8.7859545,364.89798,-9.2834129
2008,2008,165.3509,8.8192949,1.2374334,0.0,0,8.0462427,0.0,0.08576563,102.40668,8.755827,364.94031,-9.2828321
2009,2009,165.3511,8.9722433,1.2698643,0.0,0,8.0196371,0.0,0.0876875,104.54832,8.7257824,364.98267,-9.2831554
2010,2010,165.3513,8.9373493,1.3048011,0.0,0,7.9931507,0.0,0.090645507,104.10314,8.6939907,365.02499,-9.2830687
2011,2011,165.3515,8.8894625,1.3513713,0.0,0,7.96667,0.0,0.093844526,103.10497,8.6617651,365.06735,-9.2823486
2012,2012,165.3517,8.9198666,1.3934797,0.0,0,7.9401903,0.0,0.096616209,103.06512,8.6288719,365.10968,-9.2823191
2013,2013,165.3519,8.9151058,1.4201484,0.0,0,7.9137106,0.0,0.099120297,102.82283,8.5900688,365.15204,-9.282567
2014,2014,165.3521,8.813386,1.4569892,0.0,0,7.8872304,0.0,0.10169546,101.54359,8.5531673,365.19437,-9.2831802
2015,2015,165.3523,8.7471809,1.4981666,0.0,0,7.8607502,0.0,0.10422719,100.3888,8.5214405,365.23672,-9.2836781
2016,2016,165.3525,8.8447132,1.5205263,0.0,0,7.8342705,0.0,0.10652275,100.87588,8.4878016,365.27905,-9.283843
2017,2017,165.3527,8.9902868,1.5423516,0.0,0,7.8077903,0.0,0.10845018,102.38237,8.4554443,365.32141,-9.2840071
2018,2018,165.3529,9.0381498,1.5661951,0.0,0,7.7813101,0.0,0.10970087,103.07948,8.4262524,365.36374,-9.2834253
2019,2019,165.3531,9.0498848,1.580395,0.0,0,7.7548299,0.0,0.11099271,103.09624,8.397974,365.4061,-9.282896
2020,2020,165.3533,9.0898952,1.6090285,0.0,0,7.7283502,0.0,0.11328877,103.27637,8.3711777,365.44843,-9.2827206
2021,2021,165.3535,9.0982656,1.6485919,0.0,0,7.70187,0.0,0.11565929,103.19467,8.345067,365.49078,-9.2832222
2022,2022,165.3537,9.0352116,1.6708652,0.0,0,7.6753898,0.0,0.11758974,102.36813,8.3171129,365.53314,-9.2831879
2023,2023,165.3539,9.0094967,1.6938009,0.0,0,7.6489096,0.0,0.11976926,101.66877,8.2913857,365.57547,-9.2824755
2024,2024,165.3541,9.1194754,1.7237386,0.0,0,7.6224298,0.0,0.12146928,102.48319,8.2653189,365.61783,-9.2822351
2025,2025,165.3543,9.2617769,1.7456301,0.0,0,7.5959501,0.0,0.12306694,104.0659,8.2360935,365.66016,-9.2827854
2026,2026,165.3545,9.2821722,1.7773423,0.0,0,7.5694699,0.0,0.12588696,104.32704,8.2070417,365.70251,-9.2830687
2027,2027,165.3547,9.223546,1.8163228,0.0,0,7.5429897,0.0,0.12846763,103.47609,8.17974,365.74484,-9.283061
2028,2028,165.3549,9.236762,1.8407034,0.0,0,7.51651,0.0,0.13025147,103.19847,8.1506901,365.7872,-9.2836027
2029,2029,165.3551,9.3143721,1.8666346,0.0,0,7.4900303,0.0,0.13275081,103.68271,8.1198273,365.82953,-9.2831392
2030,2030,165.3553,9.3156147,1.9031997,0.0,0,7.4635501,0.0,0.13529457,103.65636,8.0918713,365.87189,-9.2831211
2031,2031,165.3555,9.2265835,1.9311939,0.0,0,7.4370699,0.0,0.13711697,102.68737,8.063736,365.91422,-9.2835369
2032,2032,165.3557,9.2057114,1.9535009,0.0,0,7.4105897,0.0,0.13936977,102.04494,8.0358095,365.95657,-9.2835531
2033,2033,165.3559,9.3035555,1.9768072,0.0,0,7.3846421,0.0,0.14126563,102.64812,8.0082111,365.9989,-9.2837257
2034,2034,165.3561,9.4069576,1.9955343,0.0,0,7.3593369,0.0,0.14226459,103.76941,7.9807391,366.04126,-9.2831821
2035,2035,165.3563,9.418582,2.0182705,0.0,0,7.3341479,0.0,0.14426231,103.92831,7.9549265,366.08359,-9.2830572
2036,2036,165.3565,9.3902264,2.0489485,0.0,0,7.3089638,0.0,0.14673793,103.34278,7.9289131,366.12595,-9.2830954
2037,2037,165.3567,9.4018087,2.0766191,0.0,0,7.2837796,0.0,0.14837739,103.14935,7.9032664,366.16827,-9.2832575
2038,2038,165.3569,9.4385624,2.0985575,0.0,0,7.2585959,0.0,0.1503718,103.28582,7.8789687,366.21063,-9.2833738
2039,2039,165.3571,9.45539,2.1217515,0.0,0,7.2334118,0.0,0.15249431,103.32015,7.8539696,366.25296,-9.2829714
2040,2040,165.3573,9.4719496,2.1479578,0.0,0,7.2082276,0.0,0.15391921,103.32417,7.8294449,366.29532,-9.2835398
2041,2041,165.3575,9.5342274,2.1741765,0.0,0,7.1830435,0.0,0.15599103,103.66,7.8044963,366.33765,-9.2841682
2042,2042,165.3577,9.6092548,2.2003059,0.0,0,7.1578593,0.0,0.15854424,104.2701,7.7759266,366.30789,-9.2841663
2043,2043,165.3579,9.6234932,2.2286625,0.0,0,7.1326752,0.0,0.16032347,104.36904,7.7484546,366.11069,-9.2839518
2044,2044,165.3581,9.5873289,2.2534966,0.0,0,7.107491,0.0,0.16219933,103.86214,7.722373,365.91348,-9.2839756
2045,2045,165.3583,9.5678329,2.2769196,0.0,0,7.0823073,0.0,0.1645993,103.40515,7.6957135,365.71628,-9.2837791
2046,2046,165.3585,9.5757141,2.3094473,0.0,0,7.0571237,0.0,0.16669196,103.19535,7.6681747,365.51907,-9.283865
2047,2047,165.3587,9.5894308,2.3369281,0.0,0,7.0319395,0.0,0.16869408,103.0758,7.6426868,365.3219,-9.2833948
2048,2048,165.3589,9.6069336,2.3522658,0.0,0,7.0067549,0.0,0.17067081,103.05952,7.618618,365.12469,-9.2832251
2049,2049,165.3591,9.659236,2.3743179,0.0,0,6.9815712,0.0,0.17203733,103.39038,7.5950727,364.92749,-9.2831125
2050,2050,165.3593,9.7459536,2.398993,0.0,0,6.9563875,0.0,0.17346089,104.08679,7.5714412,364.73029,-9.282444
2051,2051,165.3595,9.7914553,2.4180999,0.0,0,6.9312034,0.0,0.17562371,104.43018,7.547441,364.53308,-9.2823648
2052,2052,165.3597,9.761548,2.4474723,0.0,0,6.9060192,0.0,0.17784378,104.13178,7.5234857,364.33588,-9.2822647
2053,2053,165.3599,9.7190466,2.4762559,0.0,0,6.8808351,0.0,0.17957656,103.5749,7.4981799,364.13867,-9.2829456
2054,2054,165.3601,9.7169628,2.490206,0.0,0,6.8556519,0.0,0.18130945,103.19331,7.4744096,363.94147,-9.2837648
2055,2055,165.3603,9.7447233,2.5151591,0.0,0,6.8304677,0.0,0.18331282,103.1944,7.448132,363.74426,-9.284009
2056,2056,165.3605,9.7862492,2.5480623,0.0,0,6.8052835,0.0,0.18527085,103.42842,7.4214625,363.54706,-9.2840643
2057,2057,165.3607,9.8467779,2.5668082,0.0,0,6.7800994,0.0,0.18731618,103.81224,7.3986397,363.34985,-9.2839928
2058,2058,165.3609,9.9122419,2.5921414,0.0,0,6.7554183,0.0,0.18957418,104.24369,7.3747916,363.15265,-9.2839355
2059,2059,165.3611,9.9499254,2.6226475,0.0,0,6.7313442,0.0,0.19137186,104.52912,7.3503571,362.95547,-9.2835855
2060,2060,165.3613,9.9441032,2.6397099,0.0,0,6.7073793,0.0,0.19307476,104.43128,7.3252101,362.75827,-9.2830238
2061,2061,165.3615,9.916132,2.666115,0.0,0,6.6834188,0.0,0.19564548,103.95812,7.3011961,362.56107,-9.2826042
2062,2062,165.3617,9.8918209,2.7002828,0.0,0,6.6594586,0.0,0.19776779,103.43631,7.2780228,362.36386,-9.2824373
2063,2063,165.3619,9.8959179,2.7172642,0.0,0,6.635499,0.0,0.19924939,103.23087,7.2535586,362.16666,-9.2825136
2064,2064,165.3621,9.9269533,2.7356856,0.0,0,6.6115384,0.0,0.20132951,103.2907,7.2301779,361.96945,-9.2825098
2065,2065,165.3623,9.9715605,2.7625403,0.0,0,6.5875788,0.0,0.20301259,103.58287,7.2053075,361.77225,-9.2831659
2066,2066,165.3625,10.031512,2.7802339,0.0,0,6.5636187,0.0,0.204382,104.00308,7.1796041,361.57504,-9.2839403
2067,2067,165.3627,10.085981,2.802767,0.0,0,6.539659,0.0,0.20680751,104.2863,7.1550274,361.37784,-9.2841396
2068,2068,165.3629,10.108747,2.8335557,0.0,0,6.5156989,0.0,0.20894687,104.42477,7.1328602,361.18063,-9.2846851
2069,2069,165.3631,10.10529,2.8530073,0.0,0,6.4917393,0.0,0.21021897,104.34666,7.1101065,360.98343,-9.2846231
2070,2070,165.3633,10.109157,2.8744314,0.0,0,6.4677792,0.0,0.21251687,104.07551,7.0842848,360.78622,-9.283391
2071,2071,165.3635,10.124538,2.9058416,0.0,0,6.443819,0.0,0.21497397,103.91629,7.059752,360.58905,-9.2825861
2072,2072,165.3637,10.142405,2.9295084,0.0,0,6.4198589,0.0,0.21651204,103.9361,7.0364084,360.39185,-9.2822304
2073,2073,165.3639,10.160804,2.9514945,0.0,0,6.3958983,0.0,0.21887074,103.91261,7.0131774,360.19464,-9.2821655
2074,2074,165.3641,10.200469,2.9780786,0.0,0,6.3719387,0.0,0.22123326,104.04027,6.9886065,359.99744,-9.2827072
2075,2075,165.3643,10.244067,3.0004475,0.0,0,6.3479786,0.0,0.22253911,104.30265,6.9631071,359.80023,-9.2827044
2076,2076,165.3645,10.261048,3.0228174,0.0,0,6.324019,0.0,0.22473121,104.30854,6.9379644,359.60303,-9.282814
2077,2077,165.3647,10.26729,3.0506828,0.0,0,6.3000588,0.0,0.22728479,104.08629,6.9118099,359.40582,-9.2837782
2078,2078,165.3649,10.273978,3.0762265,0.0,0,6.2760992,0.0,0.22878152,103.99995,6.8893237,359.20862,-9.284153
2079,2079,165.3651,10.298074,3.0970309,0.0,0,6.2521391,0.0,0.23077329,104.05501,6.8668733,359.01141,-9.2840319
2080,2080,165.3653,10.332596,3.1185398,0.0,0,6.228179,0.0,0.23306149,104.15895,6.8409204,358.81421,-9.2840567
2081,2081,165.3655,10.356764,3.143652,0.0,0,6.2042193,0.0,0.23454665,104.32027,6.8156052,358.617,-9.2846975
2082,2082,165.3657,10.37124,3.1667886,0.0,0,6.1802592,0.0,0.23656249,104.27156,6.7921948,358.4198,-9.2846756
2083,2083,165.3659,10.391015,3.1869919,0.0,0,6.1567807,0.0,0.23896019,104.18591,6.7691555,358.22263,-9.2843075
2084,2084,165.3661,10.413713,3.2127392,0.0,0,6.133883,0.0,0.24056274,104.18777,6.7455969,358.02542,-9.2837982
2085,2085,165.3663,10.434374,3.2352519,0.0,0,6.1110902,0.0,0.24231201,104.2312,6.7219481,357.82822,-9.2832403
2086,2086,165.3665,10.455701,3.2540381,0.0,0,6.0883021,0.0,0.24458826,104.22144,6.6975012,357.63101,-9.2826328
2087,2087,165.3667,10.476536,3.2842522,0.0,0,6.0655141,0.0,0.24660321,104.2011,6.6737065,357.43381,-9.2825756
2088,2088,165.3669,10.509563,3.3120468,0.0,0,6.0427265,0.0,0.24866982,104.291,6.6488538,357.2366,-9.2832232
2089,2089,165.3671,10.551044,3.328968,0.0,0,6.0199385,0.0,0.25093159,104.38354,6.6237206,357.0394,-9.2829075
2090,2090,165.3673,10.581858,3.3555956,0.0,0,5.9971499,0.0,0.25290731,104.54369,6.5999637,356.84219,-9.2831602
2091,2091,165.3675,10.594851,3.3844435,0.0,0,5.9743619,0.0,0.25479522,104.54484,6.5747871,356.64499,-9.2834921
2092,2092,165.3677,10.591735,3.4025173,0.0,0,5.9515738,0.0,0.25706318,104.26992,6.5517206,356.45117,-9.2835073
2093,2093,165.3679,10.592066,3.4293034,0.0,0,5.9287858,0.0,0.25933394,104.05515,6.5302987,356.27078,-9.2835655
2094,2094,165.3681,10.606057,3.4573381,0.0,0,5.9059982,0.0,0.26107797,103.94909,6.5048108,356.09042,-9.2837715
2095,2095,165.3683,10.636542,3.4718146,0.0,0,5.8832102,0.0,0.26298496,104.01006,6.4798508,355.91003,-9.2840605
2096,2096,165.3685,10.677283,3.4971936,0.0,0,5.8604221,0.0,0.26537064,104.20451,6.4552164,355.72968,-9.28407
2097,2097,165.3687,10.718601,3.5286994,0.0,0,5.8376341,0.0,0.26731712,104.40494,6.431644,355.54929,-9.2846889
2098,2098,165.3689,10.752674,3.544327,0.0,0,5.8148456,0.0,0.26917809,104.56504,6.4089937,355.3689,-9.2846889
2099,2099,165.3691,10.770778,3.5678504,0.0,0,5.7920575,0.0,0.27159962,104.50703,6.3860049,355.18854,-9.2835131
2100,2100,165.3693,10.789203,3.5990839,0.0,0,5.7692699,0.0,0.27349806,104.48292,6.3616028,355.00815,-9.2831736
2101,2101,165.3695,10.806037,3.6154244,0.0,0,5.7464819,0.0,0.27521223,104.44901,6.33635,354.82779,-9.2832689
2102,2102,165.3697,10.807729,3.6394849,0.0,0,5.7236938,0.0,0.27789763,104.14774,6.3128538,354.6474,-9.2828588
2103,2103,165.3699,10.806049,3.6726465,0.0,0,5.7009058,0.0,0.28013635,103.91855,6.2895861,354.46701,-9.2824116
2104,2104,165.3701,10.829756,3.6903262,0.0,0,5.6781182,0.0,0.28174245,103.96189,6.2657046,354.28665,-9.2823706
2105,2105,165.3703,10.86999,3.7108104,0.0,0,5.6553302,0.0,0.28422579,104.04511,6.2415657,354.10626,-9.2829142
2106,2106,165.3705,10.912553,3.7412558,0.0,0,5.6325421,0.0,0.28637415,104.25869,6.2191682,353.92587,-9.28302
2107,2107,165.3707,10.954824,3.759897,0.0,0,5.6097536,0.0,0.28781387,104.53988,6.1963315,353.74551,-9.2827187
2108,2108,165.3709,10.97462,3.7799921,0.0,0,5.5874209,0.0,0.29028088,104.51788,6.1700487,353.56512,-9.283371
2109,2109,165.3711,10.981435,3.8093023,0.0,0,5.5656376,0.0,0.29255632,104.34898,6.1458936,353.38477,-9.2844124
2110,2110,165.3713,11.00006,3.8294463,0.0,0,5.5439529,0.0,0.29393277,104.34825,6.1245646,353.20438,-9.2847471
2111,2111,165.3715,11.021919,3.8496993,0.0,0,5.5222731,0.0,0.29640201,104.33963,6.1018152,353.02399,-9.2848091
2112,2112,165.3717,11.042579,3.8791046,0.0,0,5.5005927,0.0,0.2990298,104.24685,6.0764904,352.84363,-9.2852068
2113,2113,165.3719,11.068634,3.9035404,0.0,0,5.4789128,0.0,0.3006379,104.25734,6.052928,352.66324,-9.2842369
2114,2114,165.3721,11.091552,3.9245772,0.0,0,5.4572325,0.0,0.30304542,104.26427,6.0295196,352.48285,-9.2834759
2115,2115,165.3723,11.113846,3.9508023,0.0,0,5.4355526,0.0,0.30563366,104.23283,6.0060697,352.30249,-9.2832956
2116,2116,165.3725,11.159499,3.9745898,0.0,0,5.4138727,0.0,0.30711851,104.37754,5.9815774,352.1221,-9.2827425
2117,2117,165.3727,11.2044,3.9954443,0.0,0,5.3921928,0.0,0.30929148,104.54968,5.957654,351.94174,-9.2831287
2118,2118,165.3729,11.218306,4.0203505,0.0,0,5.3705125,0.0,0.31198385,104.54234,5.935781,351.76135,-9.2833996
2119,2119,165.3731,11.225999,4.0459566,0.0,0,5.3488326,0.0,0.31365833,104.48962,5.9113812,351.58096,-9.2836876
2120,2120,165.3733,11.242106,4.0667605,0.0,0,5.3271527,0.0,0.31571057,104.41293,5.8877592,351.4006,-9.2842932
2121,2121,165.3735,11.262165,4.0874906,0.0,0,5.3054729,0.0,0.31822166,104.3108,5.8638391,351.22021,-9.28444
2122,2122,165.3737,11.281223,4.1145964,0.0,0,5.2837925,0.0,0.31992337,104.28075,5.8397565,351.03986,-9.284874
2123,2123,165.3739,11.300191,4.1380177,0.0,0,5.2621126,0.0,0.32201371,104.27522,5.8149595,350.85947,-9.2849836
2124,2124,165.3741,11.318838,4.1568313,0.0,0,5.2404327,0.0,0.32458159,104.18301,5.7900524,350.67908,-9.2843723
2125,2125,165.3743,11.348554,4.1832623,0.0,0,5.2187529,0.0,0.32644516,104.15797,5.7675757,350.49872,-9.2842932
2126,2126,165.3745,11.389072,4.206903,0.0,0,5.197073,0.0,0.32836619,104.30487,5.7447996,350.31833,-9.2841873
2127,2127,165.3747,11.425174,4.2248416,0.0,0,5.1753931,0.0,0.33087304,104.39288,5.7201529,350.13794,-9.2833395
2128,2128,165.3749,11.453753,4.2538238,0.0,0,5.1537127,0.0,0.33306038,104.43113,5.6949902,349.95758,-9.2825603
2129,2129,165.3751,11.476258,4.2816348,0.0,0,5.1320329,0.0,0.33515802,104.45721,5.6706018,349.77719,-9.2824841
2130,2130,165.3753,11.49268,4.2981105,0.0,0,5.1103525,0.0,0.33762789,104.33505,5.6474042,349.59683,-9.2825451
2131,2131,165.3755,11.509441,4.3256149,0.0,0,5.0886726,0.0,0.33989364,104.23381,5.624146,349.41644,-9.283226
2132,2132,165.3757,11.530754,4.355063,0.0,0,5.0669928,0.0,0.34185171,104.22041,5.6028318,349.23605,-9.2832642
2133,2133,165.3759,11.548039,4.3712854,0.0,0,5.0457482,0.0,0.34417021,104.16283,5.5803576,349.05569,-9.2833261
2134,2134,165.3761,11.561649,4.3962421,0.0,0,5.0250292,0.0,0.34665629,104.04026,5.5553803,348.87531,-9.2840338
2135,2135,165.3763,11.579906,4.4236226,0.0,0,5.0044045,0.0,0.34847876,104.01891,5.5299678,348.69492,-9.2843761
2136,2136,165.3765,11.611034,4.4372211,0.0,0,4.9837847,0.0,0.35036817,104.09796,5.5072236,348.51456,-9.2850704
2137,2137,165.3767,11.657087,4.4607449,0.0,0,4.9631643,0.0,0.35294867,104.19823,5.4846439,348.33417,-9.2854576
2138,2138,165.3769,11.690038,4.4916329,0.0,0,4.9425445,0.0,0.35499561,104.31458,5.4606299,348.15381,-9.2854519
2139,2139,165.3771,11.6983,4.5071831,0.0,0,4.9219246,0.0,0.35685489,104.29153,5.4384232,347.97342,-9.28477
2140,2140,165.3773,11.70984,4.5287557,0.0,0,4.9013047,0.0,0.35949618,104.07452,5.4155989,347.79303,-9.2834148
2141,2141,165.3775,11.729281,4.5593004,0.0,0,4.8806844,0.0,0.36152285,103.98853,5.3915844,347.61267,-9.2825899
2142,2142,165.3777,11.745206,4.5754275,0.0,0,4.8600645,0.0,0.36317596,103.98185,5.3694739,347.43869,-9.2824507
2143,2143,165.3779,11.76563,4.5970335,0.0,0,4.8394446,0.0,0.36596513,103.81257,5.3472099,347.32162,-9.2824821
2144,2144,165.3781,11.788837,4.6286659,0.0,0,4.8188248,0.0,0.36823803,103.77431,5.3237553,347.20456,-9.2825327
2145,2145,165.3783,11.815925,4.6448593,0.0,0,4.7982044,0.0,0.36970973,103.88923,5.3008356,347.08752,-9.2829714
2146,2146,165.3785,11.859876,4.6644855,0.0,0,4.7775846,0.0,0.37246743,103.96867,5.2788749,346.97046,-9.2836981
2147,2147,165.3787,11.903142,4.6957612,0.0,0,4.7569647,0.0,0.37498304,104.05959,5.2590036,346.85339,-9.2839756
2148,2148,165.3789,11.928674,4.7149534,0.0,0,4.7363443,0.0,0.37645867,104.14115,5.2377677,346.73636,-9.283947
2149,2149,165.3791,11.946686,4.7336674,0.0,0,4.7157245,0.0,0.3790926,104.05939,5.2132215,346.61929,-9.2835464
2150,2150,165.3793,11.956252,4.7616639,0.0,0,4.6951046,0.0,0.3815873,103.92388,5.1894631,346.50223,-9.2836542
2151,2151,165.3795,11.968936,4.7816877,0.0,0,4.6744847,0.0,0.38292953,103.91776,5.1664233,346.38516,-9.2846489
2152,2152,165.3797,11.988939,4.7998567,0.0,0,4.6538649,0.0,0.38547409,103.82385,5.1447363,346.26813,-9.2840633
2153,2153,165.3799,12.010601,4.8262296,0.0,0,4.6332445,0.0,0.38820246,103.67117,5.1245866,346.15106,-9.2830524
2154,2154,165.3801,12.038085,4.8483248,0.0,0,4.6126242,0.0,0.3896738,103.7374,5.1006293,346.034,-9.2830763
2155,2155,165.3803,12.073578,4.867424,0.0,0,4.5920043,0.0,0.39210814,103.81702,5.0756102,345.91696,-9.2830677
2156,2156,165.3805,12.114473,4.8927226,0.0,0,4.5713844,0.0,0.39486563,103.90374,5.0523376,345.7999,-9.2828484
2157,2157,165.3807,12.145872,4.9173474,0.0,0,4.5507646,0.0,0.39641702,104.01484,5.0328054,345.68283,-9.282444
2158,2158,165.3809,12.173349,4.9373932,0.0,0,4.5305572,0.0,0.39872545,103.98167,5.0124102,345.5658,-9.2823896
2159,2159,165.3811,12.191422,4.9592509,0.0,0,4.5108471,0.0,0.40146819,103.86758,4.9887609,345.44873,-9.2827911
2160,2160,165.3813,12.199394,4.9840746,0.0,0,4.4912271,0.0,0.40315181,103.78094,4.9662104,345.33167,-9.2830038
2161,2161,165.3815,12.213638,5.0044923,0.0,0,4.471611,0.0,0.40527126,103.67786,4.9452801,345.21463,-9.2834263
2162,2162,165.3817,12.226334,5.0237241,0.0,0,4.4519949,0.0,0.40806201,103.53458,4.9243994,345.09756,-9.2840261
2163,2163,165.3819,12.244088,5.0498815,0.0,0,4.4323792,0.0,0.40996853,103.5201,4.9021225,344.9805,-9.2843447
2164,2164,165.3821,12.272808,5.0720568,0.0,0,4.4127631,0.0,0.41192201,103.51413,4.8791766,344.86346,-9.2842712
2165,2165,165.3823,12.309382,5.08882,0.0,0,4.393147,0.0,0.41451672,103.49796,4.8568072,344.7464,-9.2833271
2166,2166,165.3825,12.353411,5.1151991,0.0,0,4.3735313,0.0,0.41656852,103.63933,4.8351755,344.62933,-9.2828655
2167,2167,165.3827,12.390491,5.1389737,0.0,0,4.3539152,0.0,0.41851842,103.75475,4.8132944,344.51227,-9.2828045
2168,2168,165.3829,12.423361,5.1543531,0.0,0,4.3342991,0.0,0.42103687,103.73755,4.7904181,344.39523,-9.28193
2169,2169,165.3831,12.448274,5.1805391,0.0,0,4.3146834,0.0,0.42329532,103.69221,4.769165,344.27817,-9.2814255
2170,2170,165.3833,12.460442,5.206326,0.0,0,4.2950673,0.0,0.4252342,103.62589,4.7463264,344.1611,-9.2822599
2171,2171,165.3835,12.466759,5.2205205,0.0,0,4.2754512,0.0,0.42766365,103.49059,4.7225218,344.04407,-9.2827454
2172,2172,165.3837,12.48038,5.2453418,0.0,0,4.2558346,0.0,0.43007609,103.34848,4.7013683,343.927,-9.2826986
2173,2173,165.3839,12.505096,5.2734838,0.0,0,4.2362189,0.0,0.4319621,103.31134,4.6796784,343.80994,-9.2828121
2174,2174,165.3841,12.534426,5.2872624,0.0,0,4.2166028,0.0,0.43425009,103.27383,4.6589146,343.6929,-9.2834435
2175,2175,165.3843,12.570162,5.3104048,0.0,0,4.1969867,0.0,0.43687704,103.28877,4.6395445,343.57584,-9.2841053
2176,2176,165.3845,12.609901,5.3385782,0.0,0,4.177371,0.0,0.43881246,103.44824,4.6168437,343.45877,-9.2837925
2177,2177,165.3847,12.64733,5.3509536,0.0,0,4.1577549,0.0,0.44080499,103.54552,4.5933781,343.34174,-9.2834253
