level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
1773,1773,145.347,0.21278074,0.032323588,0.0,0,9.0337067,0.0,0.0022823047,2.6300621,10.074883,294.54654,-9.3237391
1774,1774,145.3472,0.73173356,0.045758482,0.0,0,9.0044422,0.0,0.0025705949,7.126224,10.037155,294.78976,-9.3232422
1775,1775,145.3474,2.4359467,0.060379427,0.0,0,8.9751787,0.0,0.0037557527,25.779104,10.006702,295.03302,-9.3232327
1776,1776,145.3476,4.4924927,0.093186229,0.0,0,8.9459143,0.0,0.0059624389,51.848728,9.9801044,295.27628,-9.3233767
1777,1777,145.3478,5.7853661,0.12646425,0.0,0,8.9166508,0.0,0.0078554461,70.481728,9.9525833,295.51953,-9.3232574
1778,1778,145.348,6.320971,0.13965003,0.0,0,8.8873863,0.0,0.0091227079,78.721909,9.9183083,295.76279,-9.3221493
1779,1779,145.3482,6.6644325,0.17576744,0.0,0,8.8581219,0.0,0.011389344,82.748703,9.8775597,296.00604,-9.3205166
1780,1780,145.3484,7.2286091,0.24679604,0.0,0,8.8288584,0.0,0.015280527,89.065765,9.8348055,296.24927,-9.3189554
1781,1781,145.3486,7.6427975,0.31811184,0.0,0,8.7995939,0.0,0.020336781,94.51445,9.790163,296.49252,-9.3177938
1782,1782,145.3488,7.7337279,0.3784554,0.0,0,8.7703304,0.0,0.025113115,95.868149,9.7404509,296.73578,-9.3177395
1783,1783,145.349,7.9481492,0.41904137,0.0,0,8.7416534,0.0,0.027719626,97.612854,9.6836815,296.97903,-9.3185635
1784,1784,145.3492,8.4461908,0.44705981,0.0,0,8.7136879,0.0,0.029584916,103.13999,9.6279716,297.22229,-9.3187323
1785,1785,145.3494,8.8252029,0.49924701,0.0,0,8.6858492,0.0,0.033287253,107.91587,9.5773439,297.46552,-9.3184738
1786,1786,145.3496,9.0695133,0.56208873,0.0,0,8.6580172,0.0,0.037317831,110.60981,9.5306149,297.70877,-9.3181705
1787,1787,145.3498,9.4707241,0.58950216,0.0,0,8.6301851,0.0,0.039602194,114.79864,9.4862356,297.95203,-9.3173971
1788,1788,145.35,9.7688293,0.59692121,0.0,0,8.6023531,0.0,0.040763877,118.86118,9.444088,298.19528,-9.3165674
1789,1789,145.3502,9.6432486,0.6164608,0.0,0,8.574522,0.0,0.041664451,118.43185,9.4054289,298.43854,-9.3160563
