level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
1872,1872,155.3437,0.20522638,0.017086202,0.0,0,9.0629654,0.0,0.0013593487,2.1931036,10.074247,330.84628,-9.3046198
1873,1873,155.3439,1.0749055,0.030446131,0.0,0,9.0337019,0.0,0.0017018782,10.602538,10.032807,330.9194,-9.3047009
1874,1874,155.3441,2.8604155,0.062240697,0.0,0,9.0044374,0.0,0.0036085686,31.347713,9.9985628,330.99252,-9.3046293
1875,1875,155.3443,4.6432962,0.09966214,0.0,0,8.975174,0.0,0.0064485879,54.576565,9.9730473,331.06564,-9.30406
1876,1876,155.3445,5.7684398,0.12895332,0.0,0,8.9459095,0.0,0.0082608964,70.389336,9.947607,331.13876,-9.3026409
1877,1877,155.3447,6.2695336,0.14926498,0.0,0,8.916646,0.0,0.0095323352,78.100502,9.9126463,331.21188,-9.3012447
1878,1878,155.3449,6.5943432,0.18412398,0.0,0,8.8873816,0.0,0.011909558,82.120506,9.870162,331.285,-9.2998056
1879,1879,155.3451,6.9128542,0.25927514,0.0,0,8.8581171,0.0,0.016289582,85.833542,9.8258677,331.35812,-9.2986813
1880,1880,155.3453,7.0864091,0.34196398,0.0,0,8.8288536,0.0,0.021803239,88.072166,9.7807989,331.43124,-9.2985163
1881,1881,155.3455,7.1899571,0.38703904,0.0,0,8.7995892,0.0,0.025849741,88.859322,9.7328234,331.50436,-9.2992392
1882,1882,155.3457,7.5552607,0.40819198,0.0,0,8.7703257,0.0,0.027408548,92.447105,9.681695,331.57748,-9.2999554
1883,1883,155.3459,7.9808478,0.43545985,0.0,0,8.7416487,0.0,0.028760489,97.811989,9.6311827,331.6506,-9.2996368
1884,1884,155.3461,8.1473179,0.48449156,0.0,0,8.7136831,0.0,0.032193612,100.20723,9.5841265,331.72372,-9.2994576
1885,1885,155.3463,8.3462687,0.54763448,0.0,0,8.6858444,0.0,0.036512543,101.75612,9.5417233,331.79684,-9.2996473
1886,1886,155.3465,8.763978,0.5800845,0.0,0,8.6580124,0.0,0.038937692,106.24773,9.5012512,331.86996,-9.298934
1887,1887,155.3467,8.9572544,0.56998062,0.0,0,8.6301804,0.0,0.038997069,109.43349,9.4595957,331.94308,-9.2983141
1888,1888,155.3469,8.6785297,0.57524639,0.0,0,8.6023483,0.0,0.038997173,107.13586,9.4223499,332.0162,-9.2978048
1889,1889,155.3471,8.3486872,0.62082654,0.0,0,8.5745173,0.0,0.04115352,102.63425,9.39188,332.08932,-9.2972374
1890,1890,155.3473,8.4535379,0.67376447,0.0,0,8.5466843,0.0,0.045182262,102.2281,9.361908,332.16245,-9.2984352
1891,1891,155.3475,8.8796463,0.71748489,0.0,0,8.5188522,0.0,0.048713878,106.6337,9.3304987,332.23557,-9.2993174
1892,1892,155.3477,9.1361418,0.73943013,0.0,0,8.4910212,0.0,0.050093938,110.26447,9.298028,332.30865,-9.2981901
1893,1893,155.3479,9.1467056,0.74690092,0.0,0,8.4631882,0.0,0.050836183,110.7024,9.2640343,332.36108,-9.2972784
1894,1894,155.3481,9.2260771,0.78540272,0.0,0,8.4353561,0.0,0.053368054,111.03958,9.2287216,332.41351,-9.2971048
1895,1895,155.3483,9.3892326,0.84918791,0.0,0,8.4075251,0.0,0.057181187,112.58932,9.1916285,332.46591,-9.2968531
1896,1896,155.3485,9.3226376,0.89648885,0.0,0,8.3796921,0.0,0.060828574,112.08541,9.1513319,332.51834,-9.2965765
1897,1897,155.3487,9.0610332,0.93434906,0.0,0,8.35186,0.0,0.064023599,108.8282,9.1114025,332.57077,-9.2973604
1898,1898,155.3489,9.0100079,0.97089326,0.0,0,8.324029,0.0,0.066282593,107.27386,9.0744448,332.62317,-9.2978182
1899,1899,155.3491,9.2824078,0.9996618,0.0,0,8.2961969,0.0,0.068328343,109.6604,9.0333776,332.6756,-9.297328
1900,1900,155.3493,9.5023232,1.0357691,0.0,0,8.2683649,0.0,0.071258731,112.2886,8.9950361,332.728,-9.2977962
1901,1901,155.3495,9.4676828,1.0715742,0.0,0,8.2405329,0.0,0.07360594,112.22658,8.9609585,332.78043,-9.2983656
1902,1902,155.3497,9.4003916,1.0881308,0.0,0,8.2127008,0.0,0.074880444,111.21824,8.926259,332.83286,-9.2986622
1903,1903,155.3499,9.5318165,1.1061682,0.0,0,8.1848688,0.0,0.076583222,112.06548,8.8953218,332.88525,-9.2992392
1904,1904,155.3501,9.731329,1.1365325,0.0,0,8.1570368,0.0,0.078390338,114.20984,8.8641624,332.93768,-9.2990904
1905,1905,155.3503,9.6876993,1.1668932,0.0,0,8.1292048,0.0,0.080300532,114.12186,8.8342619,332.99011,-9.2982054
1906,1906,155.3505,9.4647799,1.2013227,0.0,0,8.1013727,0.0,0.083172821,111.4108,8.8079338,333.04251,-9.2975721
1907,1907,155.3507,9.4552689,1.2360543,0.0,0,8.0735407,0.0,0.085657887,110.3307,8.7792139,333.09494,-9.2970991
1908,1908,155.3509,9.7509375,1.2590724,0.0,0,8.0462637,0.0,0.087093696,112.98449,8.7481556,333.14737,-9.2970467
1909,1909,155.3511,10.008012,1.2854296,0.0,0,8.0196581,0.0,0.089263052,116.06561,8.7182598,333.19977,-9.2976208
1910,1910,155.3513,9.9868231,1.3272533,0.0,0,7.9931717,0.0,0.092189714,116.14769,8.6854668,333.2522,-9.2969856
1911,1911,155.3515,9.8220215,1.3715775,0.0,0,7.966691,0.0,0.095036946,114.11087,8.651063,333.30463,-9.2958431
1912,1912,155.3517,9.7631998,1.4101264,0.0,0,7.9402113,0.0,0.098267347,112.76983,8.6181011,333.35703,-9.2958431
1913,1913,155.3519,9.8194151,1.440752,0.0,0,7.9137316,0.0,0.10081551,112.90462,8.5866909,333.40945,-9.2963743
1914,1914,155.3521,9.8253422,1.4661344,0.0,0,7.8872514,0.0,0.10227906,113.0633,8.5533848,333.46185,-9.2975588
