level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress
1873,1873,155.3448,1.1591333,0.038278293,0.0,0,9.0337067,0.0,0.0023505834,14.092158177686304,10.0417,331.97104,-9.3067589,14.092158177686304
1874,1874,155.345,2.2785997,0.047320578,0.0,0,9.0044422,0.0,0.0032060887,27.684251440409675,10.007486,332.02588,-9.3068361,27.684251440409675
1875,1875,155.3452,3.8391709,0.07576222,0.0,0,8.9751787,0.0,0.004608199,46.55027390040344,9.9791651,332.08072,-9.3068399,46.55027390040344
1876,1876,155.3454,5.035481,0.10520047,0.0,0,8.9459143,0.0,0.0064311218,60.92745650203855,9.9510784,332.13556,-9.3061476,60.92745650203855
1877,1877,155.3456,5.6797256,0.119481,0.0,0,8.9166508,0.0,0.0080047138,68.65244019362315,9.9199362,332.1904,-9.3051519,68.65244019362315
1878,1878,155.3458,6.0683708,0.14265572,0.0,0,8.8873863,0.0,0.0091874748,73.22849162791084,9.8854837,332.24524,-9.3037519,73.22849162791084
1879,1879,155.346,6.5432987,0.18562315,0.0,0,8.8581219,0.0,0.011464315,78.71642507575301,9.8470488,332.30008,-9.3023567,78.71642507575301
1880,1880,155.3462,6.9320674,0.23852262,0.0,0,8.8288584,0.0,0.015402166,83.07619906966055,9.8058681,332.35492,-9.3016386,83.07619906966055
1881,1881,155.3464,7.1073799,0.29927117,0.0,0,8.7995939,0.0,0.019553082,84.80375617328724,9.766923,332.40976,-9.3018894,84.80375617328724
1882,1882,155.3466,7.3206873,0.34721956,0.0,0,8.7703304,0.0,0.022551104,87.04526488026514,9.7235603,332.4646,-9.302289,87.04526488026514
1883,1883,155.3468,7.7221799,0.37501228,0.0,0,8.7416534,0.0,0.02492414,91.63347884902076,9.6745338,332.51944,-9.3020668,91.63347884902076
1884,1884,155.347,8.0249929,0.41866538,0.0,0,8.7136879,0.0,0.02782622,94.92368000675356,9.6277876,332.57428,-9.3022547,94.92368000675356
1885,1885,155.3472,8.1628437,0.4735606,0.0,0,8.6858492,0.0,0.031053908,96.16656462116896,9.5806141,332.62912,-9.3017092,96.16656462116896
1886,1886,155.3474,8.4199057,0.50311577,0.0,0,8.6580172,0.0,0.033725183,98.97970141469696,9.5361023,332.68396,-9.3013573,98.97970141469696
1887,1887,155.3476,8.7290859,0.52054697,0.0,0,8.6301851,0.0,0.035388146,102.48259401826043,9.4964256,332.7388,-9.3011446,102.48259401826043
1888,1888,155.3478,8.7680159,0.54077864,0.0,0,8.6023531,0.0,0.036245137,102.78615139819199,9.4595575,332.79364,-9.3000517,102.78615139819199
1889,1889,155.348,8.5535288,0.5628804,0.0,0,8.574522,0.0,0.037774369,100.10816445482457,9.4273472,332.84848,-9.2993011,100.10816445482457
1890,1890,155.3482,8.5052052,0.60291827,0.0,0,8.546689,0.0,0.040712863,99.2479170111152,9.3964443,332.90332,-9.2991495,99.2479170111152
1891,1891,155.3484,8.7617273,0.64329618,0.0,0,8.518857,0.0,0.043202978,101.935126871665,9.3645163,332.95816,-9.2998018,101.935126871665
1892,1892,155.3486,9.0286417,0.65956062,0.0,0,8.4910259,0.0,0.044568297,104.91335683772012,9.3315182,333.013,-9.3003435,104.91335683772012
1893,1893,155.3488,9.1322584,0.68240106,0.0,0,8.4631929,0.0,0.046429303,105.936862585912,9.2989101,333.0654,-9.2998209,105.936862585912
1894,1894,155.349,9.2199793,0.72554564,0.0,0,8.4353609,0.0,0.048816726,106.6101500333204,9.2660284,333.11536,-9.2992067,106.6101500333204
1895,1895,155.3492,9.3572559,0.76828927,0.0,0,8.4075298,0.0,0.051657207,107.85126849632418,9.2317066,333.16534,-9.2991152,107.85126849632418
1896,1896,155.3494,9.3649349,0.81585538,0.0,0,8.3796968,0.0,0.055510424,107.55416781407224,9.1951694,333.21533,-9.2993889,107.55416781407224
1897,1897,155.3496,9.1771364,0.86437494,0.0,0,8.3518648,0.0,0.058741193,105.01186367277536,9.1544733,333.26529,-9.299921,105.01186367277536
1898,1898,155.3498,9.0905848,0.89786416,0.0,0,8.3240337,0.0,0.060992934,103.75789814695585,9.1133232,333.31528,-9.3004045,103.75789814695585
1899,1899,155.35,9.2920256,0.93382192,0.0,0,8.2962017,0.0,0.063983761,105.7678064121953,9.0750008,333.36523,-9.3003502,105.7678064121953
1900,1900,155.3502,9.5109367,0.97748214,0.0,0,8.2683697,0.0,0.066916391,107.90003319974434,9.0386744,333.41522,-9.2996569,107.90003319974434
1901,1901,155.3504,9.5192327,1.0089239,0.0,0,8.2405376,0.0,0.068938039,107.7349718014785,9.0017767,333.46521,-9.2990894,107.7349718014785
1902,1902,155.3506,9.4645672,1.0304016,0.0,0,8.2127056,0.0,0.071046978,106.9402545299219,8.963727,333.51517,-9.2991676,106.9402545299219
1903,1903,155.3508,9.5786724,1.0511856,0.0,0,8.1848736,0.0,0.072599664,108.0571218576843,8.9315138,333.56516,-9.2991743,108.0571218576843
1904,1904,155.351,9.7569017,1.071123,0.0,0,8.1570415,0.0,0.073534735,109.89925976652046,8.9027357,333.61511,-9.299078,109.89925976652046
1905,1905,155.3512,9.7302265,1.1003945,0.0,0,8.1292095,0.0,0.0758316,109.35212174181048,8.8717623,333.6651,-9.2991133,109.35212174181048
1906,1906,155.3514,9.5498028,1.1380879,0.0,0,8.1013775,0.0,0.07867045,107.01267325017925,8.8438473,333.71509,-9.299654,107.01267325017925
1907,1907,155.3516,9.5296907,1.1664138,0.0,0,8.0735455,0.0,0.080364987,106.55348850350309,8.8164616,333.76505,-9.3004246,106.55348850350309
1908,1908,155.3518,9.770648,1.1852342,0.0,0,8.0462685,0.0,0.081996478,109.08839722142781,8.7881956,333.81503,-9.3006144,109.08839722142781
1909,1909,155.352,10.003962,1.2111076,0.0,0,8.0196619,0.0,0.084020741,111.46911047809039,8.7600842,333.86499,-9.3004379,111.46911047809039
1910,1910,155.3522,10.015285,1.2508227,0.0,0,7.993176,0.0,0.08623302,111.25070063600828,8.7305346,333.91498,-9.3002148,111.25070063600828
1911,1911,155.3524,9.9430161,1.2933317,0.0,0,7.9666953,0.0,0.089409277,110.08174940608076,8.6981974,333.96497,-9.2995996,110.08174940608076
1912,1912,155.3526,9.9610615,1.3298308,0.0,0,7.9402156,0.0,0.092641607,109.96653124824,8.6634588,334.01492,-9.299036,109.96653124824
1913,1913,155.3528,9.9906025,1.3647949,0.0,0,7.9137359,0.0,0.094754301,109.9899835110214,8.6297226,334.06491,-9.298934,109.9899835110214
1914,1914,155.353,9.9314241,1.3972894,0.0,0,7.8872557,0.0,0.097035401,109.05882621840884,8.594492,334.11487,-9.2989664,109.05882621840884
1915,1915,155.3532,9.8699818,1.4291692,0.0,0,7.8607755,0.0,0.099952213,108.11144665491292,8.5600929,334.16486,-9.299037,108.11144665491292
1916,1916,155.3534,9.9399328,1.4679781,0.0,0,7.8342957,0.0,0.10244722,108.54335036119996,8.5273714,334.21484,-9.2992001,108.54335036119996
1917,1917,155.3536,10.090405,1.4959933,0.0,0,7.8078156,0.0,0.1044347,109.94149860132646,8.4948406,334.2648,-9.2999401,109.94149860132646
1918,1918,155.3538,10.16041,1.507689,0.0,0,7.7813354,0.0,0.10600219,110.60125440311677,8.4619703,334.31479,-9.3005457,110.60125440311677
1919,1919,155.354,10.161061,1.5295426,0.0,0,7.7548552,0.0,0.10725559,110.41587677287858,8.4315081,334.36475,-9.300704,110.41587677287858
1920,1920,155.3542,10.201104,1.5602291,0.0,0,7.7283754,0.0,0.10904397,110.5796736898828,8.4047041,334.41473,-9.3010073,110.5796736898828
1921,1921,155.3544,10.249875,1.5867324,0.0,0,7.7018952,0.0,0.11155573,110.87287247423782,8.3797235,334.46472,-9.3010616,110.87287247423782
1922,1922,155.3546,10.227021,1.6194975,0.0,0,7.675415,0.0,0.11394017,110.33518172538707,8.3524714,334.51468,-9.3007402,110.33518172538707
1923,1923,155.3548,10.185847,1.6485093,0.0,0,7.6489348,0.0,0.11567579,109.63478899336938,8.3251543,334.56467,-9.300909,109.63478899336938
1924,1924,155.355,10.262007,1.6632041,0.0,0,7.6224551,0.0,0.11729763,110.32379778103949,8.2977314,334.61462,-9.3005953,110.32379778103949
1925,1925,155.3552,10.417478,1.6920284,0.0,0,7.5959754,0.0,0.11943962,111.73488407677767,8.2702274,334.66461,-9.2995443,111.73488407677767
1926,1926,155.3554,10.473701,1.7326695,0.0,0,7.5694952,0.0,0.12181012,111.96884739030644,8.2422943,334.7146,-9.299077,111.96884739030644
1927,1927,155.3556,10.417029,1.7593325,0.0,0,7.543015,0.0,0.12426782,111.12216081127774,8.2115355,334.76456,-9.2988167,111.12216081127774
1928,1928,155.3558,10.40061,1.7899203,0.0,0,7.5165353,0.0,0.12690325,110.67114723221079,8.1816101,334.81454,-9.2988052,110.67114723221079
1929,1929,155.356,10.482315,1.8242031,0.0,0,7.4900556,0.0,0.12890838,111.22891778153706,8.15273,334.8645,-9.299078,111.22891778153706
1930,1930,155.3562,10.541996,1.8464801,0.0,0,7.4635754,0.0,0.13084002,111.65853210501659,8.1220493,334.91449,-9.299777,111.65853210501659
1931,1931,155.3564,10.495643,1.879208,0.0,0,7.4370952,0.0,0.13367057,110.86965746521591,8.0931435,334.96448,-9.3004665,110.86965746521591
1932,1932,155.3566,10.463719,1.9157203,0.0,0,7.410615,0.0,0.13597628,110.20105863426649,8.0642214,335.01443,-9.3005571,110.20105863426649
1933,1933,155.3568,10.536559,1.9307352,0.0,0,7.3846664,0.0,0.13738585,110.83096451321532,8.0327435,335.06442,-9.3000803,110.83096451321532
1934,1934,155.357,10.632274,1.9478954,0.0,0,7.3593612,0.0,0.13917637,111.67950113796374,8.005187,335.11438,-9.2995253,111.67950113796374
1935,1935,155.3572,10.652377,1.977481,0.0,0,7.3341722,0.0,0.14081424,111.61727582540699,7.9777188,335.16437,-9.2992678,111.61727582540699
1936,1936,155.3574,10.620845,2.000381,0.0,0,7.3089881,0.0,0.14244166,111.07588855825686,7.9507747,335.21436,-9.299202,111.07588855825686
1937,1937,155.3576,10.634737,2.0272987,0.0,0,7.2838039,0.0,0.1450787,110.97283161503948,7.9245181,335.26431,-9.2991781,110.97283161503948
1938,1938,155.3578,10.69634,2.0588853,0.0,0,7.2586198,0.0,0.14721912,111.32253163513018,7.8991237,335.3143,-9.2997055,111.32253163513018
1939,1939,155.358,10.73982,2.0777459,0.0,0,7.2334356,0.0,0.14845818,111.59930492162255,7.8749065,335.36426,-9.2997808,111.59930492162255
1940,1940,155.3582,10.752345,2.1001954,0.0,0,7.2082515,0.0,0.15067276,111.52001367373919,7.848659,335.41425,-9.2996788,111.52001367373919
1941,1941,155.3584,10.797514,2.1352813,0.0,0,7.1830673,0.0,0.15321213,111.65976832793801,7.8204594,335.46423,-9.2998295,111.65976832793801
