level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress
1773,1773,145.347,0.21278074,0.032323588,0.0,0,9.0337067,0.0,0.0022823047,2.587976465950603,10.074883,294.54654,-9.3237391,2.587976465950603
1774,1774,145.3472,0.73173356,0.045758482,0.0,0,9.0044422,0.0,0.0025705949,8.891315066309216,10.037155,294.78976,-9.3232422,8.891315066309216
1775,1775,145.3474,2.4359467,0.060379427,0.0,0,8.9751787,0.0,0.0037557527,29.568461637408372,10.006702,295.03302,-9.3232327,29.568461637408372
1776,1776,145.3476,4.4924927,0.093186229,0.0,0,8.9459143,0.0,0.0059624389,54.40417076257257,9.9801044,295.27628,-9.3233767,54.40417076257257
1777,1777,145.3478,5.7853661,0.12646425,0.0,0,8.9166508,0.0,0.0078554461,69.89441053206373,9.9525833,295.51953,-9.3232574,69.89441053206373
1778,1778,145.348,6.320971,0.13965003,0.0,0,8.8873863,0.0,0.0091227079,76.2931086172394,9.9183083,295.76279,-9.3221493,76.2931086172394
1779,1779,145.3482,6.6644325,0.17576744,0.0,0,8.8581219,0.0,0.011389344,80.23047819911314,9.8775597,296.00604,-9.3205166,80.23047819911314
1780,1780,145.3484,7.2286091,0.24679604,0.0,0,8.8288584,0.0,0.015280527,86.57832782122703,9.8348055,296.24927,-9.3189554,86.57832782122703
1781,1781,145.3486,7.6427975,0.31811184,0.0,0,8.7995939,0.0,0.020336781,91.06769185353983,9.790163,296.49252,-9.3177938,91.06769185353983
1782,1782,145.3488,7.7337279,0.3784554,0.0,0,8.7703304,0.0,0.025113115,91.74747512323484,9.7404509,296.73578,-9.3177395,91.74747512323484
1783,1783,145.349,7.9481492,0.41904137,0.0,0,8.7416534,0.0,0.027719626,94.01214841825583,9.6836815,296.97903,-9.3185635,94.01214841825583
1784,1784,145.3492,8.4461908,0.44705981,0.0,0,8.7136879,0.0,0.029584916,99.69833675555168,9.6279716,297.22229,-9.3187323,99.69833675555168
1785,1785,145.3494,8.8252029,0.49924701,0.0,0,8.6858492,0.0,0.033287253,103.77369035828166,9.5773439,297.46552,-9.3184738,103.77369035828166
1786,1786,145.3496,9.0695133,0.56208873,0.0,0,8.6580172,0.0,0.037317831,106.15331922177731,9.5306149,297.70877,-9.3181705,106.15331922177731
1787,1787,145.3498,9.4707241,0.58950216,0.0,0,8.6301851,0.0,0.039602194,110.62458916864148,9.4862356,297.95203,-9.3173971,110.62458916864148
1788,1788,145.35,9.7688293,0.59692121,0.0,0,8.6023531,0.0,0.040763877,114.04394513753067,9.444088,298.19528,-9.3165674,114.04394513753067
1789,1789,145.3502,9.6432486,0.6164608,0.0,0,8.574522,0.0,0.041664451,112.41482046451941,9.4054289,298.43854,-9.3160563,112.41482046451941
1790,1790,145.3504,9.3056545,0.64935791,0.0,0,8.546689,0.0,0.043469869,108.21443137276084,9.3712196,298.68179,-9.3162394,108.21443137276084
1791,1791,145.3506,9.2993841,0.69526267,0.0,0,8.518857,0.0,0.047026142,107.77205039787707,9.339735,298.92502,-9.3166962,107.77205039787707
1792,1792,145.3508,9.677392,0.73638141,0.0,0,8.4910259,0.0,0.049987301,111.80842465910789,9.3038836,299.16827,-9.3174095,111.80842465910789
1793,1793,145.351,9.978693,0.75428903,0.0,0,8.4631929,0.0,0.051113885,115.13485100697636,9.2673731,299.41153,-9.3175125,115.13485100697636
1794,1794,145.3512,10.072695,0.77454698,0.0,0,8.4353609,0.0,0.052816883,116.04282213132086,9.2327728,299.65479,-9.3168745,116.04282213132086
1795,1795,145.3514,10.203602,0.81727892,0.0,0,8.4075298,0.0,0.055527404,117.1734962125277,9.1962833,299.89804,-9.3166494,117.1734962125277
1796,1796,145.3516,10.39191,0.86756808,0.0,0,8.3796968,0.0,0.058548894,118.88351058424524,9.1570415,300.1413,-9.3167486,118.88351058424524
1797,1797,145.3518,10.367243,0.9189201,0.0,0,8.3518648,0.0,0.06253469,118.1403870904139,9.1146126,300.38452,-9.3172121,118.1403870904139
1798,1798,145.352,10.133295,0.96919554,0.0,0,8.3240337,0.0,0.066340894,115.03329844314264,9.0709057,300.62778,-9.3168125,115.03329844314264
1799,1799,145.3522,10.045422,1.0118383,0.0,0,8.2962017,0.0,0.069048904,113.66482513201295,9.0290165,300.87103,-9.3164263,113.66482513201295
1800,1800,145.3524,10.247864,1.0519266,0.0,0,8.2683697,0.0,0.07214383,115.59970423942126,8.9862823,301.11429,-9.3160944,115.59970423942126
1801,1801,145.3526,10.454737,1.0916568,0.0,0,8.2405376,0.0,0.075297154,117.57357446394852,8.9429398,301.35754,-9.315279,117.57357446394852
1802,1802,145.3528,10.48218,1.1254261,0.0,0,8.2127056,0.0,0.07739912,117.57561415182394,8.9029655,301.60077,-9.3150902,117.57561415182394
1803,1803,145.353,10.490437,1.1489681,0.0,0,8.1848736,0.0,0.079291798,117.45431960671785,8.8639212,301.84402,-9.315114,117.45431960671785
1804,1804,145.3532,10.637715,1.1673982,0.0,0,8.1570415,0.0,0.081060797,118.93347204854321,8.831377,302.08728,-9.3150978,118.93347204854321
1805,1805,145.3534,10.809104,1.1923382,0.0,0,8.1292095,0.0,0.082336068,120.61614792667763,8.8022757,302.26047,-9.3153696,120.61614792667763
1806,1806,145.3536,10.772242,1.2218002,0.0,0,8.1013775,0.0,0.084315948,119.92988727507228,8.7700262,302.4259,-9.3161201,119.92988727507228
1807,1807,145.3538,10.589496,1.2497556,0.0,0,8.0735455,0.0,0.086902127,117.63887839770516,8.7424231,302.59131,-9.3167086,117.63887839770516
1808,1808,145.354,10.601295,1.2793726,0.0,0,8.0462685,0.0,0.088744327,117.49793928999871,8.716567,302.75674,-9.3167496,117.49793928999871
1809,1809,145.3542,10.878234,1.3032954,0.0,0,8.0196619,0.0,0.090317078,120.34188633766907,8.6887569,302.92215,-9.3175945,120.34188633766907
1810,1810,145.3544,11.095664,1.3263575,0.0,0,7.993176,0.0,0.09244474,122.52552568789953,8.6602669,303.08759,-9.3178396,122.52552568789953
1811,1811,145.3546,11.078134,1.369097,0.0,0,7.9666953,0.0,0.095082141,121.92169545095906,8.6290712,303.25299,-9.3172054,121.92169545095906
1812,1812,145.3548,10.982172,1.4175968,0.0,0,7.9402156,0.0,0.098276988,120.40402469941928,8.5962,303.41843,-9.3167992,120.40402469941928
1813,1813,145.355,10.981328,1.4540911,0.0,0,7.9137359,0.0,0.10165628,120.04747277988108,8.5609331,303.58383,-9.3158855,120.04747277988108
1814,1814,145.3552,11.00106,1.4938748,0.0,0,7.8872557,0.0,0.10444189,119.88387381560229,8.5252113,303.74927,-9.3149996,119.88387381560229
1815,1815,145.3554,10.943342,1.5332434,0.0,0,7.8607755,0.0,0.10689767,118.88148479902388,8.4912539,303.91467,-9.3145685,118.88148479902388
1816,1816,145.3556,10.909035,1.5597585,0.0,0,7.8342957,0.0,0.10950483,118.25807533373076,8.4564266,304.08011,-9.3144636,118.25807533373076
1817,1817,145.3558,11.022887,1.5918709,0.0,0,7.8078156,0.0,0.11192904,119.1854420953775,8.421155,304.24554,-9.314723,119.1854420953775
1818,1818,145.356,11.212583,1.62054,0.0,0,7.7813354,0.0,0.11359464,120.95787715826218,8.3885994,304.41095,-9.3150864,120.95787715826218
1819,1819,145.3562,11.291644,1.6305107,0.0,0,7.7548552,0.0,0.11486384,121.7131616475987,8.3581915,304.57639,-9.3156071,121.7131616475987
1820,1820,145.3564,11.240356,1.650493,0.0,0,7.7283754,0.0,0.11645324,120.96560638775334,8.3294334,304.74179,-9.3163328,120.96560638775334
1821,1821,145.3566,11.217353,1.6818477,0.0,0,7.7018952,0.0,0.11813539,120.41312639645453,8.3034964,304.90723,-9.3172979,120.41312639645453
1822,1822,145.3568,11.254134,1.7028184,0.0,0,7.675415,0.0,0.12006538,120.60333248321733,8.280406,305.07263,-9.3175602,120.60333248321733
1823,1823,145.357,11.258385,1.7297304,0.0,0,7.6489348,0.0,0.12239156,120.38618380865155,8.2579842,305.23807,-9.3171577,120.38618380865155
1824,1824,145.3572,11.252187,1.7589794,0.0,0,7.6224551,0.0,0.12408672,120.03453402860335,8.2329378,305.40347,-9.3169851,120.03453402860335
1825,1825,145.3574,11.349437,1.7729124,0.0,0,7.5959754,0.0,0.1253614,120.93484337596011,8.206665,305.56891,-9.3162031,120.93484337596011
1826,1826,145.3576,11.534081,1.7971494,0.0,0,7.5694952,0.0,0.12747212,122.65991614816724,8.1796598,305.73431,-9.3159294,122.65991614816724
1827,1827,145.3578,11.622049,1.8346921,0.0,0,7.543015,0.0,0.12972176,123.21703300784382,8.1518202,305.89975,-9.3157406,123.21703300784382
1828,1828,145.358,11.563526,1.8612003,0.0,0,7.5165353,0.0,0.13182855,122.33073099323063,8.123415,306.06516,-9.3148546,122.33073099323063
1829,1829,145.3582,11.492576,1.8909816,0.0,0,7.4900556,0.0,0.13459899,121.28330103508695,8.0957403,306.23059,-9.3145285,121.28330103508695
1830,1830,145.3584,11.506961,1.9279181,0.0,0,7.4635754,0.0,0.13694613,121.06645545241037,8.0673428,306.396,-9.3148632,121.06645545241037
1831,1831,145.3586,11.536364,1.9523007,0.0,0,7.4370952,0.0,0.13874221,121.13181665686741,8.0369358,306.56143,-9.3151531,121.13181665686741
1832,1832,145.3588,11.50459,1.978469,0.0,0,7.410615,0.0,0.14133987,120.53703699813549,8.0064011,306.72684,-9.3153753,120.53703699813549
1833,1833,145.359,11.497,2.0098932,0.0,0,7.3846664,0.0,0.14352876,120.14409876436396,7.9785824,306.89227,-9.3161058,120.14409876436396
