level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress
1972,1972,165.3446,0.17373385,0.041767292,0.0,0,9.0629702,0.0,0.0025008966,2.111644441082889,10.081654,359.45267,-9.2893105,2.111644441082889
1973,1973,165.3448,1.0482039,0.047917876,0.0,0,9.0337057,0.0,0.0029514043,12.734797964722317,10.040606,359.54501,-9.289484,12.734797964722317
1974,1974,165.345,3.0217962,0.07847099,0.0,0,9.0044422,0.0,0.0050025117,36.632458383905785,10.005486,359.63733,-9.2893534,36.632458383905785
1975,1975,165.3452,4.9133878,0.12272511,0.0,0,8.9751778,0.0,0.007494811,59.37571619398058,9.978694,359.72968,-9.28866,59.37571619398058
1976,1976,165.3454,5.9221358,0.14450262,0.0,0,8.9459143,0.0,0.0092860721,71.4543801967296,9.9529362,359.82202,-9.2878704,71.4543801967296
1977,1977,165.3456,6.269731,0.16487204,0.0,0,8.9166498,0.0,0.010986358,75.537898015515,9.9167175,359.91437,-9.2870207,75.537898015515
1978,1978,165.3458,6.506928,0.20908505,0.0,0,8.8873854,0.0,0.013261824,78.1468521030064,9.8744173,360.00671,-9.2854204,78.1468521030064
1979,1979,165.346,6.8180099,0.27516913,0.0,0,8.8581219,0.0,0.017353527,81.493191136068,9.830699,360.09906,-9.2835894,81.493191136068
1980,1980,165.3462,6.9048162,0.35445711,0.0,0,8.8288574,0.0,0.023088818,82.05719763880003,9.7863255,360.19141,-9.2833652,82.05719763880003
1981,1981,165.3464,6.8373189,0.41066194,0.0,0,8.7995939,0.0,0.027113896,80.92261213260925,9.7403698,360.28372,-9.283741,80.92261213260925
1982,1982,165.3466,7.1178908,0.42836994,0.0,0,8.7703295,0.0,0.028584333,84.13425651213406,9.6884098,360.37607,-9.2845488,84.13425651213406
1983,1983,165.3468,7.5703192,0.45583922,0.0,0,8.7416534,0.0,0.030580889,89.3020978387685,9.6372681,360.46841,-9.2856894,89.3020978387685
1984,1984,165.347,7.7319679,0.51553786,0.0,0,8.7136869,0.0,0.034118455,90.80958382573274,9.5913668,360.56076,-9.2853117,90.80958382573274
1985,1985,165.3472,7.8546081,0.57061219,0.0,0,8.6858492,0.0,0.037845865,91.87563541316091,9.5471916,360.65311,-9.2848177,91.87563541316091
1986,1986,165.3474,8.2003727,0.59724092,0.0,0,8.6580172,0.0,0.04054711,95.73109141921975,9.5086136,360.74545,-9.2842531,95.73109141921975
1987,1987,165.3476,8.3580551,0.60137886,0.0,0,8.6301851,0.0,0.041061115,97.54194524459574,9.4673843,360.8378,-9.283061,97.54194524459574
1988,1988,165.3478,8.0497246,0.60779721,0.0,0,8.6023531,0.0,0.04097141,93.89889013462205,9.4290409,360.93011,-9.2822275,93.89889013462205
1989,1989,165.348,7.6571488,0.64698917,0.0,0,8.5745211,0.0,0.043513045,89.05983749898566,9.3987017,361.02246,-9.2823429,89.05983749898566
1990,1990,165.3482,7.7280664,0.70670503,0.0,0,8.546689,0.0,0.047617067,89.48526210751717,9.36831,361.11481,-9.2833853,89.48526210751717
