level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress
2438,2438,212.0228,0.45978087,0.088185161,0.0,0,9.0922346,0.0,0.0058085644,5.569943233060155,10.141538,502.88791,-9.2086935,5.569943233060155
2439,2439,212.023,1.4044549,0.10342281,0.0,0,9.0629702,0.0,0.0064606895,16.995543398384548,10.10292,502.98697,-9.2084723,16.995543398384548
2440,2440,212.0232,2.8678088,0.12922996,0.0,0,9.0337067,0.0,0.0084299166,34.63983465713587,10.0713,503.08603,-9.2085485,34.63983465713587
2441,2441,212.0234,3.9029236,0.16914169,0.0,0,9.0044422,0.0,0.01086496,47.00812381544108,10.044653,503.18509,-9.2083578,47.00812381544108
2442,2442,212.0236,4.355937,0.20228878,0.0,0,8.9751787,0.0,0.013023217,52.339500616466324,10.016842,503.28415,-9.2067146,52.339500616466324
2443,2443,212.0238,4.5132227,0.22852725,0.0,0,8.9459143,0.0,0.015099088,54.12697662812381,9.9784212,503.38321,-9.204567,54.12697662812381
2444,2444,212.024,4.5850811,0.28534612,0.0,0,8.9166508,0.0,0.018342223,54.76344529696387,9.9293575,503.48227,-9.2037163,54.76344529696387
2445,2445,212.0242,4.474535,0.3728416,0.0,0,8.8873863,0.0,0.023682496,53.10444686338044,9.8790751,503.58133,-9.2036695,53.10444686338044
2446,2446,212.0244,4.2007275,0.45501149,0.0,0,8.8581219,0.0,0.029861057,49.55623958793343,9.829237,503.68039,-9.2036572,49.55623958793343
2447,2447,212.0246,4.1323729,0.5195902,0.0,0,8.8288584,0.0,0.034569256,48.51895854725022,9.7726555,503.77945,-9.2038555,48.51895854725022
2448,2448,212.0248,4.4508109,0.56700265,0.0,0,8.7995939,0.0,0.037605017,52.07519831088584,9.7101793,503.87851,-9.204071,52.07519831088584
2449,2449,212.025,4.6085997,0.61243987,0.0,0,8.7703304,0.0,0.04098279,53.740142452177686,9.6465654,503.97757,-9.20432,53.740142452177686
2450,2450,212.0252,4.4671545,0.68613338,0.0,0,8.7416534,0.0,0.045865253,51.805865516666564,9.5870266,504.0766,-9.2051239,51.805865516666564
2451,2451,212.0254,4.5484476,0.75924349,0.0,0,8.7136879,0.0,0.050707299,52.46079699449231,9.533906,504.17566,-9.2053146,52.46079699449231
2452,2452,212.0256,4.8809323,0.78728914,0.0,0,8.6858492,0.0,0.053599607,56.177107872696745,9.481637,504.27472,-9.2047558,56.177107872696745
2453,2453,212.0258,4.9011159,0.79695606,0.0,0,8.6580172,0.0,0.054693516,56.36839754770127,9.4314203,504.37378,-9.2046757,56.36839754770127
2454,2454,212.026,4.4941068,0.81721109,0.0,0,8.6301851,0.0,0.055435494,51.60852988625382,9.3855495,504.47284,-9.2044449,51.60852988625382
2455,2455,212.0262,4.1888175,0.84853506,0.0,0,8.6023531,0.0,0.057593234,47.98911894646605,9.342865,504.5719,-9.2041092,47.98911894646605
2456,2456,212.0264,4.3477216,0.89556164,0.0,0,8.574522,0.0,0.061149538,49.63258754189132,9.2999363,504.67096,-9.2044697,49.63258754189132
2457,2457,212.0266,4.7244782,0.93141627,0.0,0,8.546689,0.0,0.0635539,53.78688764001961,9.2591267,504.77002,-9.2044039,53.78688764001961
2458,2458,212.0268,4.9412246,0.93846053,0.0,0,8.518857,0.0,0.064379238,56.22434773293343,9.2209654,504.76465,-9.2040319,56.22434773293343
2459,2459,212.027,4.9885736,0.96042103,0.0,0,8.4910259,0.0,0.065996945,56.668255802415224,9.1810608,504.75928,-9.2038717,56.668255802415224
2460,2460,212.0272,5.0555577,1.0148721,0.0,0,8.4631929,0.0,0.069096476,57.190793931505695,9.1416817,504.75391,-9.2036943,57.190793931505695
2461,2461,212.0274,5.0957489,1.0736358,0.0,0,8.4353609,0.0,0.073254272,57.386130315480855,9.1039534,504.74854,-9.2043238,57.386130315480855
2462,2462,212.0276,4.9149542,1.1302093,0.0,0,8.4075298,0.0,0.07781478,55.109272800612004,9.0616617,504.74316,-9.2044754,55.109272800612004
2463,2463,212.0278,4.6893969,1.1783458,0.0,0,8.3796968,0.0,0.081028201,52.384671440793284,9.0168333,504.73779,-9.204607,52.384671440793284
2464,2464,212.028,4.67312,1.2132306,0.0,0,8.3518648,0.0,0.083533861,52.06162845914373,8.9723167,504.73242,-9.2051172,52.06162845914373
2465,2465,212.0282,4.8078485,1.2586331,0.0,0,8.3240337,0.0,0.087193288,53.37348848668531,8.9267206,504.72705,-9.2050962,53.37348848668531
2466,2466,212.0284,4.9025965,1.3119072,0.0,0,8.2962017,0.0,0.09081313,54.19903488505835,8.8809004,504.72168,-9.205143,54.19903488505835
2467,2467,212.0286,4.8612518,1.3455467,0.0,0,8.2683697,0.0,0.093275733,53.60027248673452,8.8403568,504.71631,-9.204443,53.60027248673452
2468,2468,212.0288,4.8102117,1.3704516,0.0,0,8.2405376,0.0,0.09560819,52.93369965094525,8.8006716,504.71094,-9.203867,52.93369965094525
2469,2469,212.029,4.8647766,1.4019378,0.0,0,8.2127056,0.0,0.097728878,53.40142631220121,8.7582531,504.70557,-9.2038412,53.40142631220121
2470,2470,212.0292,4.9056778,1.4321011,0.0,0,8.1848736,0.0,0.099617071,53.72217621791276,8.7225599,504.70016,-9.2039347,53.72217621791276
2471,2471,212.0294,4.8169422,1.4646423,0.0,0,8.1570415,0.0,0.10242762,52.61458767659271,8.692091,504.69479,-9.2038498,52.61458767659271
2472,2472,212.0296,4.6784902,1.495679,0.0,0,8.1292095,0.0,0.10479677,50.97645569353596,8.6611557,504.68942,-9.203311,50.97645569353596
2473,2473,212.0298,4.6852074,1.5150465,0.0,0,8.1013775,0.0,0.10595848,50.97099921535348,8.6303148,504.68405,-9.2039099,50.97099921535348
2474,2474,212.03,4.8620505,1.5364014,0.0,0,8.0735455,0.0,0.10783181,52.80490568413791,8.6035891,504.67868,-9.2047853,52.80490568413791
2475,2475,212.0302,5.0488582,1.5691364,0.0,0,8.0462685,0.0,0.11020971,54.69049563057802,8.5779619,504.67331,-9.2044678,54.69049563057802
2476,2476,212.0304,5.1354508,1.6034431,0.0,0,8.0196619,0.0,0.11231621,55.475767459151236,8.549448,504.66794,-9.2039661,55.475767459151236
2477,2477,212.0306,5.1007948,1.6369396,0.0,0,7.993176,0.0,0.11507009,54.95327856596846,8.5184402,504.66257,-9.2039175,54.95327856596846
2478,2478,212.0308,4.9905348,1.6712703,0.0,0,7.9666953,0.0,0.11786128,53.61686183550813,8.4881763,504.6572,-9.2037802,53.61686183550813
2479,2479,212.031,4.9160528,1.7037681,0.0,0,7.9402156,0.0,0.11998911,52.67813533886618,8.4583359,504.65182,-9.2036219,52.67813533886618
2480,2480,212.0312,4.9102387,1.7361075,0.0,0,7.9137359,0.0,0.12258619,52.47815062101968,8.4258118,504.64645,-9.2036552,52.47815062101968
2481,2481,212.0314,4.9178252,1.7695771,0.0,0,7.8872557,0.0,0.12533753,52.41650712926912,8.3945808,504.64108,-9.2039576,52.41650712926912
2482,2482,212.0316,4.9230499,1.8000402,0.0,0,7.8607755,0.0,0.12727477,52.34214512726561,8.3622999,504.63571,-9.2040195,52.34214512726561
2483,2483,212.0318,4.9262462,1.8224576,0.0,0,7.8342957,0.0,0.12913474,52.28035989128537,8.3297348,504.63034,-9.203722,52.28035989128537
2484,2484,212.032,4.9283366,1.840879,0.0,0,7.8078156,0.0,0.13098441,52.22381076910967,8.3016462,504.62497,-9.2042236,52.22381076910967
2485,2485,212.0322,4.9335303,1.8649497,0.0,0,7.7813354,0.0,0.13232844,52.17585495927606,8.273284,504.6196,-9.2044601,52.17585495927606
2486,2486,212.0324,4.9155478,1.8910586,0.0,0,7.7548552,0.0,0.13418028,51.87436574328205,8.2475891,504.61423,-9.2039661,51.87436574328205
2487,2487,212.0326,4.8603706,1.9147822,0.0,0,7.7283754,0.0,0.13646129,51.19206349344189,8.2220469,504.60886,-9.2038927,51.19206349344189
2488,2488,212.0328,4.8172488,1.9401647,0.0,0,7.7018952,0.0,0.13808195,50.631821685266935,8.1971741,504.60349,-9.2038336,50.631821685266935
2489,2489,212.033,4.8568182,1.95811,0.0,0,7.675415,0.0,0.1393992,50.972114282714415,8.1781578,504.59811,-9.2036676,50.972114282714415
2490,2490,212.0332,4.954957,1.9676452,0.0,0,7.6489348,0.0,0.14074768,51.96109299134423,8.1559658,504.59274,-9.203392,51.96109299134423
2491,2491,212.0334,5.0306516,1.9876634,0.0,0,7.6224551,0.0,0.14188024,52.66751979692462,8.1312838,504.58737,-9.2039223,52.66751979692462
2492,2492,212.0336,5.0323858,2.0131707,0.0,0,7.5959754,0.0,0.14341775,52.574319252461684,8.108429,504.582,-9.2047892,52.574319252461684
2493,2493,212.0338,5.000843,2.0335863,0.0,0,7.5694952,0.0,0.14556839,52.15621242514916,8.0877991,504.57663,-9.2043438,52.15621242514916
2494,2494,212.034,5.0178366,2.0606861,0.0,0,7.543015,0.0,0.14746341,52.21546957006996,8.0665693,504.57126,-9.2039375,52.21546957006996
2495,2495,212.0342,5.0560575,2.086225,0.0,0,7.5165353,0.0,0.14907534,52.501160576718924,8.0431356,504.56586,-9.2039042,52.501160576718924
2496,2496,212.0344,5.0323477,2.1027398,0.0,0,7.4900556,0.0,0.15087384,52.1828517183055,8.0207949,504.56049,-9.203516,52.1828517183055
2497,2497,212.0346,4.9775105,2.1290598,0.0,0,7.4635754,0.0,0.15280531,51.50054139295127,7.9933429,504.55511,-9.2027102,51.50054139295127
2498,2498,212.0348,4.9801931,2.1562617,0.0,0,7.4370952,0.0,0.15449004,51.41074207430196,7.9687371,504.54974,-9.20257,51.41074207430196
2499,2499,212.035,5.0303364,2.1699009,0.0,0,7.410615,0.0,0.1561289,51.868834697212414,7.9493814,504.54437,-9.2025766,51.868834697212414
2500,2500,212.0352,5.0499802,2.1915295,0.0,0,7.3846664,0.0,0.15781102,51.97659935419462,7.9272981,504.539,-9.2022581,51.97659935419462
2501,2501,212.0354,4.9927559,2.2194736,0.0,0,7.3593612,0.0,0.15933783,51.26653962729138,7.9049845,504.53363,-9.2022734,51.26653962729138
2502,2502,212.0356,4.9219356,2.2363677,0.0,0,7.3341722,0.0,0.16112058,50.46717643899708,7.8839097,504.52826,-9.2028952,50.46717643899708
2503,2503,212.0358,4.9128566,2.2592866,0.0,0,7.3089881,0.0,0.16314191,50.27635778335687,7.8610549,504.52289,-9.2040892,50.27635778335687
2504,2504,212.036,4.9425669,2.2832296,0.0,0,7.2838039,0.0,0.16454744,50.47768610434149,7.8381081,504.51752,-9.2048855,50.47768610434149
2505,2505,212.0362,4.9740038,2.2911105,0.0,0,7.2586198,0.0,0.16559277,50.76472107468987,7.8183517,504.51215,-9.2052031,50.76472107468987
2506,2506,212.0364,5.0136566,2.3084445,0.0,0,7.2334356,0.0,0.16713774,51.09398082527245,7.7990971,504.50677,-9.2044744,51.09398082527245
2507,2507,212.0366,5.0695443,2.3360844,0.0,0,7.2082515,0.0,0.16860935,51.54189590584103,7.7801504,504.5014,-9.2038937,51.54189590584103
2508,2508,212.0368,5.1207757,2.3517909,0.0,0,7.1830673,0.0,0.17009902,51.99294313735468,7.7619662,504.42084,-9.2031775,51.99294313735468
2509,2509,212.037,5.1256742,2.3726165,0.0,0,7.1578832,0.0,0.17215906,51.950010342208124,7.7415533,504.3403,-9.2028942,51.950010342208124
2510,2510,212.0372,5.0862346,2.3998432,0.0,0,7.1326995,0.0,0.1737282,51.43005411860123,7.7227588,504.25974,-9.2035513,51.43005411860123
2511,2511,212.0374,5.0504785,2.4155076,0.0,0,7.1075153,0.0,0.1750672,50.99981561478322,7.7026758,504.1792,-9.2034817,50.99981561478322
2512,2512,212.0376,5.059515,2.4367783,0.0,0,7.0823312,0.0,0.17721653,50.99762647916782,7.6791434,504.09863,-9.2034187,50.99762647916782
