level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress
2271,2271,195.349,0.16597185,0.024383038,0.0,0,9.0922346,0.0,0.0016659051,2.019796070442895,10.122318,451.5834,-9.2368612,2.019796070442895
2272,2272,195.3492,0.73171073,0.032858923,0.0,0,9.0629702,0.0,0.0023078257,8.899198697032041,10.080564,451.65045,-9.2375641,8.899198697032041
2273,2273,195.3494,2.3637195,0.059480421,0.0,0,9.0337067,0.0,0.0034653232,28.693577392102124,10.046723,451.71753,-9.2375975,28.693577392102124
2274,2274,195.3496,4.0468678,0.096349709,0.0,0,9.0044422,0.0,0.0058531365,48.99657477777806,10.019415,451.78461,-9.237092,48.99657477777806
2275,2275,195.3498,4.9518552,0.12452741,0.0,0,8.9751787,0.0,0.0082457056,59.83285697800594,9.9910955,451.85168,-9.2355833,59.83285697800594
2276,2276,195.35,5.2715421,0.14723973,0.0,0,8.9459143,0.0,0.0094887465,63.59207086036338,9.9580145,451.91876,-9.2344265,63.59207086036338
2277,2277,195.3502,5.389008,0.18361937,0.0,0,8.9166508,0.0,0.011569147,64.83955106820983,9.9173794,451.98581,-9.2329273,64.83955106820983
2278,2278,195.3504,5.4938354,0.25118333,0.0,0,8.8873863,0.0,0.016044693,65.77978995426784,9.8711596,452.05289,-9.2320824,65.77978995426784
2279,2279,195.3506,5.3455672,0.34173158,0.0,0,8.8581219,0.0,0.021779224,63.58584523353645,9.8246384,452.11996,-9.2319908,63.58584523353645
2280,2280,195.3508,5.069922,0.40917623,0.0,0,8.8288584,0.0,0.026674246,60.011225568794465,9.7745342,452.18704,-9.2316484,60.011225568794465
2281,2281,195.351,5.151897,0.43700182,0.0,0,8.7995939,0.0,0.029484421,60.85751849228569,9.7210979,452.25409,-9.2322378,60.85751849228569
2282,2282,195.3512,5.4813905,0.47049859,0.0,0,8.7703304,0.0,0.03141119,64.59085233998759,9.6676035,452.32117,-9.2335501,64.59085233998759
2283,2283,195.3514,5.5246887,0.52939463,0.0,0,8.7416534,0.0,0.034810513,64.81952815129867,9.6148663,452.38824,-9.2342653,64.81952815129867
2284,2284,195.3516,5.5133743,0.59115583,0.0,0,8.7136879,0.0,0.03958017,64.39212439642762,9.5672321,452.45532,-9.2335567,64.39212439642762
2285,2285,195.3518,5.8732724,0.63445354,0.0,0,8.6858492,0.0,0.042896282,68.375396484627,9.5224094,452.5224,-9.2326937,68.375396484627
2286,2286,195.352,6.169239,0.64160699,0.0,0,8.6580172,0.0,0.043476749,71.78278424224085,9.4782066,452.58945,-9.2314939,71.78278424224085
2287,2287,195.3522,5.913835,0.63418633,0.0,0,8.6301851,0.0,0.043281242,68.84898529005811,9.4380417,452.65652,-9.230279,68.84898529005811
2288,2288,195.3524,5.3823829,0.6670084,0.0,0,8.6023531,0.0,0.044957921,62.50891738858496,9.4014874,452.74155,-9.2306442,62.50891738858496
2289,2289,195.3526,5.2686806,0.730739,0.0,0,8.574522,0.0,0.048774678,60.897801181934426,9.3685808,452.84454,-9.2318087,60.897801181934426
2290,2290,195.3528,5.6613545,0.77463269,0.0,0,8.546689,0.0,0.052520845,65.22140523470105,9.3377171,452.94754,-9.2326832,65.22140523470105
2291,2291,195.353,6.0136509,0.79722118,0.0,0,8.518857,0.0,0.054516323,69.16243305648973,9.3018723,453.05054,-9.2328558,69.16243305648973
2292,2292,195.3532,6.0727715,0.81336522,0.0,0,8.4910259,0.0,0.055235863,69.7575037954359,9.2651358,453.1535,-9.231988,69.7575037954359
2293,2293,195.3534,6.0904889,0.83787644,0.0,0,8.4631929,0.0,0.056933012,69.8317858216561,9.2302113,453.2565,-9.2310877,69.8317858216561
2294,2294,195.3536,6.195416,0.89617276,0.0,0,8.4353609,0.0,0.060919132,70.72216282766831,9.1935234,453.3595,-9.2310543,70.72216282766831
2295,2295,195.3538,6.1510687,0.96223813,0.0,0,8.4075298,0.0,0.065199934,69.86406976342677,9.1520691,453.46246,-9.2312069,69.86406976342677
2296,2296,195.354,5.9094892,0.99687541,0.0,0,8.3796968,0.0,0.068219535,66.94295596721818,9.1080942,453.56546,-9.2312489,66.94295596721818
2297,2297,195.3542,5.7540426,1.0272511,0.0,0,8.3518648,0.0,0.070771918,65.03069292081743,9.0679893,453.66846,-9.2309885,65.03069292081743
2298,2298,195.3544,5.8353124,1.070708,0.0,0,8.3240337,0.0,0.073242098,65.72957236467478,9.0297203,453.77145,-9.2317333,65.72957236467478
2299,2299,195.3546,5.9792228,1.1094691,0.0,0,8.2962017,0.0,0.076091856,67.14986905077964,8.9883957,453.87442,-9.2327385,67.14986905077964
2300,2300,195.3548,6.0114422,1.1464891,0.0,0,8.2683697,0.0,0.07926441,67.31895573811431,8.9470549,453.97742,-9.2325802,67.31895573811431
2301,2301,195.355,5.9779768,1.1738133,0.0,0,8.2405376,0.0,0.081049062,66.8027079849341,8.9115667,454.08041,-9.2317953,66.8027079849341
2302,2302,195.3552,6.0277085,1.1847587,0.0,0,8.2127056,0.0,0.081887774,67.30130052276176,8.8794651,454.18341,-9.2317705,67.30130052276176
2303,2303,195.3554,6.1156526,1.2111586,0.0,0,8.1848736,0.0,0.084013216,68.14336683548916,8.8471346,454.28638,-9.2320585,68.14336683548916
2304,2304,195.3556,6.0735517,1.2556498,0.0,0,8.1570415,0.0,0.086750299,67.44016832899358,8.8154049,454.38937,-9.2315197,67.44016832899358
2305,2305,195.3558,5.9302039,1.2871561,0.0,0,8.1292095,0.0,0.089008875,65.68657817580147,8.7845955,454.49237,-9.2312469,65.68657817580147
2306,2306,195.356,5.9051652,1.3102508,0.0,0,8.1013775,0.0,0.091322772,65.29107641847298,8.7559233,454.59534,-9.2312803,65.29107641847298
2307,2307,195.3562,6.0953321,1.3355892,0.0,0,8.0735455,0.0,0.092957616,67.25985914598802,8.7273283,454.69833,-9.2319832,67.25985914598802
2308,2308,195.3564,6.3298435,1.3587993,0.0,0,8.0462685,0.0,0.094264522,69.72031151294118,8.6992798,454.80133,-9.2325096,69.72031151294118
2309,2309,195.3566,6.4014416,1.3938653,0.0,0,8.0196619,0.0,0.097146869,70.31442191739482,8.6701937,454.90433,-9.2321568,70.31442191739482
2310,2310,195.3568,6.3064389,1.4410747,0.0,0,7.993176,0.0,0.10049058,69.01289645369097,8.6379547,455.00729,-9.2315044,69.01289645369097
2311,2311,195.357,6.1884971,1.4807926,0.0,0,7.9666953,0.0,0.10314348,67.50921367881831,8.6042185,455.11029,-9.231493,67.50921367881831
2312,2312,195.3572,6.1350555,1.514335,0.0,0,7.9402156,0.0,0.10606395,66.74787436660174,8.5697842,455.21329,-9.2321911,66.74787436660174
2313,2313,195.3574,6.1196918,1.5484067,0.0,0,7.9137359,0.0,0.10866673,66.39999497470488,8.5371313,455.31625,-9.2319593,66.39999497470488
2314,2314,195.3576,6.1029263,1.5800549,0.0,0,7.8872557,0.0,0.11066375,66.05066435273064,8.5062428,455.41925,-9.2318888,66.05066435273064
2315,2315,195.3578,6.1219468,1.6095254,0.0,0,7.8607755,0.0,0.11319141,66.1001234923758,8.4720278,455.52225,-9.23246,66.1001234923758
2316,2316,195.358,6.1907525,1.6346972,0.0,0,7.8342957,0.0,0.11531935,66.70794390755806,8.4405842,455.62524,-9.2323656,66.70794390755806
2317,2317,195.3582,6.2660651,1.6508906,0.0,0,7.8078156,0.0,0.11616388,67.43150185473066,8.4141483,455.72821,-9.2317896,67.43150185473066
2318,2318,195.3584,6.3013172,1.6667418,0.0,0,7.7813354,0.0,0.11746495,67.72426823479259,8.386734,455.83121,-9.2317677,67.72426823479259
2319,2319,195.3586,6.2657237,1.6918641,0.0,0,7.7548552,0.0,0.11952503,67.20524962206977,8.358036,455.9342,-9.2318525,67.20524962206977
2320,2320,195.3588,6.1677985,1.724627,0.0,0,7.7283754,0.0,0.12146685,65.9797114042683,8.329896,456.03717,-9.2317371,65.9797114042683
2321,2321,195.359,6.095284,1.7554625,0.0,0,7.7018952,0.0,0.12389287,65.04102089331612,8.305459,456.14017,-9.2316427,65.04102089331612
2322,2322,195.3592,6.1331615,1.7767589,0.0,0,7.675415,0.0,0.12609872,65.33194113786547,8.2830572,456.24316,-9.2313328,65.33194113786547
2323,2323,195.3594,6.2767906,1.7966264,0.0,0,7.6489348,0.0,0.12719543,66.75377459961805,8.2581482,456.34616,-9.2313623,66.75377459961805
2324,2324,195.3596,6.4170146,1.8175064,0.0,0,7.6224551,0.0,0.12863182,68.12886584852006,8.2316322,456.44913,-9.2316799,68.12886584852006
2325,2325,195.3598,6.4678369,1.8414757,0.0,0,7.5959754,0.0,0.13088736,68.53399482059584,8.2052946,456.55212,-9.2322464,68.53399482059584
2326,2326,195.36,6.434341,1.8777385,0.0,0,7.5694952,0.0,0.13315405,67.97670748521685,8.1772327,456.65512,-9.2322998,67.97670748521685
2327,2327,195.3602,6.3949533,1.9110947,0.0,0,7.543015,0.0,0.13551089,67.37557592592711,8.1494656,456.75812,-9.2322512,67.37557592592711
2328,2328,195.3604,6.3910956,1.9330987,0.0,0,7.5165353,0.0,0.13784105,67.21295210085086,8.1229267,456.86108,-9.2322254,67.21295210085086
2329,2329,195.3606,6.3580136,1.963541,0.0,0,7.4900556,0.0,0.13988698,66.69714709341204,8.0952482,456.96408,-9.231636,66.69714709341204
2330,2330,195.3608,6.2861166,1.9957896,0.0,0,7.4635754,0.0,0.14203089,65.7670753535232,8.0662584,457.06708,-9.2313499,65.7670753535232
2331,2331,195.361,6.2555161,2.0175912,0.0,0,7.4370952,0.0,0.14432472,65.32861120130306,8.0367126,457.17004,-9.2312794,65.32861120130306
2332,2332,195.3612,6.3146048,2.0423195,0.0,0,7.410615,0.0,0.14610747,65.81022615261023,8.0087214,457.27304,-9.2309456,65.81022615261023
2333,2333,195.3614,6.4214025,2.0642259,0.0,0,7.3846664,0.0,0.14741339,66.80121631291445,7.9801989,457.37604,-9.2315388,66.80121631291445
2334,2334,195.3616,6.4826083,2.078512,0.0,0,7.3593612,0.0,0.14899182,67.35758163488549,7.9560871,457.47903,-9.231843,67.35758163488549
2335,2335,195.3618,6.454627,2.1079748,0.0,0,7.3341722,0.0,0.15111069,66.90183569736261,7.9331307,457.582,-9.2312689,66.90183569736261
2336,2336,195.362,6.3989763,2.1419363,0.0,0,7.3089881,0.0,0.15326463,66.13644667253641,7.9088745,457.685,-9.2319565,66.13644667253641
2337,2337,195.3622,6.368865,2.158417,0.0,0,7.2838039,0.0,0.15511839,65.73414845453469,7.8859382,457.78799,-9.232749,65.73414845453469
2338,2338,195.3624,6.38024,2.1778426,0.0,0,7.2586198,0.0,0.15678297,65.7439970190209,7.860673,457.78079,-9.2327824,65.7439970190209
2339,2339,195.3626,6.4256587,2.2027035,0.0,0,7.2334356,0.0,0.15813974,66.07337099132944,7.8373051,457.66342,-9.2324791,66.07337099132944
2340,2340,195.3628,6.4780993,2.2203438,0.0,0,7.2082515,0.0,0.15976591,66.51342748655624,7.8123374,457.54605,-9.2317524,66.51342748655624
2341,2341,195.363,6.5379829,2.2488422,0.0,0,7.1830673,0.0,0.16217037,66.96656723311462,7.7863398,457.42865,-9.2313061,66.96656723311462
2342,2342,195.3632,6.5756388,2.2818961,0.0,0,7.1578832,0.0,0.16422051,67.16361282659491,7.7622123,457.31128,-9.231802,67.16361282659491
2343,2343,195.3634,6.5666099,2.3002632,0.0,0,7.1326995,0.0,0.16600016,66.96670151862067,7.7392635,457.19391,-9.2318163,66.96670151862067
2344,2344,195.3636,6.5397048,2.325628,0.0,0,7.1075153,0.0,0.16836633,66.54833165281366,7.7143044,457.07654,-9.2312899,66.54833165281366
2345,2345,195.3638,6.5224228,2.3589208,0.0,0,7.0823312,0.0,0.17039791,66.18396228267582,7.6886964,456.95917,-9.2312641,66.18396228267582
2346,2346,195.364,6.5103049,2.3793037,0.0,0,7.0571475,0.0,0.17217399,65.94579852712198,7.6648784,456.8418,-9.2304735,65.94579852712198
2347,2347,195.3642,6.5071244,2.4025223,0.0,0,7.0319633,0.0,0.17450239,65.7824114511328,7.6397071,456.72443,-9.2309809,65.7824114511328
