Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.99854505,0.33611289,0.0,0,11.076097,0.0010873112,0.022655336,12.42939,11.077082,22.701584,-9.1480589
0.1,0.99721617,0.019418146,0.0,0,11.076097,0.21931478,0.0013240471,12.675757,11.076594,22.713978,-9.4713907
0.2,0.99297482,0.0012671133,0.0,0,11.076097,0.51577348,0.00010655261,12.653884,11.076006,22.738667,-9.4914885
0.3,0.99228263,0.00067914795,0.0,0,11.076097,0.81562144,3.0171472e-05,12.629195,11.075584,22.764029,-9.4937458
0.4,0.99082971,0.0007378367,0.0,0,11.076097,1.1156144,2.8350787e-05,12.621377,11.076237,22.693335,-9.493968
0.5,0.98610097,0.00094246009,0.0,0,11.076097,1.4156131,5.6258279e-05,12.548135,11.075377,22.755573,-9.4941235
0.6,0.98263907,0.00091924396,0.0,0,11.076097,1.7156154,6.4696869e-05,12.496199,11.075275,22.734133,-9.4939432
0.7,0.98065388,0.0010359683,0.0,0,11.076097,2.0156133,6.9871021e-05,12.4907,11.075358,22.708134,-9.4943352
0.8,0.97468126,0.00094799284,0.0,0,11.076097,2.3156145,7.370588e-05,12.400265,11.075444,22.718292,-9.4940653
0.9,0.9659521,0.0008244419,0.0,0,11.076097,2.6156139,7.1240502e-05,12.302722,11.075526,22.712061,-9.4941368
1.0,0.96374565,0.00099899399,0.0,0,11.076097,2.9156125,6.7397617e-05,12.283927,11.076438,22.789125,-9.4938278
1.1,0.95904094,0.00072918046,0.0,0,11.076097,3.215615,2.5432315e-05,12.20973,11.076016,22.754873,-9.4933872
1.2,0.95274675,0.0010024941,0.0,0,11.076097,3.5156128,4.8494356e-05,12.139754,11.075588,22.703959,-9.4924946
1.3,0.94891012,0.0008469582,0.0,0,11.076097,3.8156142,6.1418483e-05,12.066424,11.076814,22.743099,-9.4922972
1.4,0.94799089,0.00095504988,0.0,0,11.076097,4.1156135,6.8625748e-05,12.048738,11.077106,22.757851,-9.4918327
1.5,0.9465344,0.00079115067,0.0,0,11.076097,4.4156127,5.6894063e-05,12.035772,11.075217,22.794554,-9.4916763
1.6,0.94080371,0.00088460173,0.0,0,11.076097,4.7156148,7.2889641e-05,11.977587,11.0762,22.703665,-9.4912119
1.7,0.9398461,0.00081565086,0.0,0,11.076097,5.0156131,5.8178892e-05,11.964039,11.076055,22.735195,-9.4914274
1.8,0.93264496,0.00097188982,0.0,0,11.076097,5.3156142,4.7490601e-05,11.878112,11.077362,22.751667,-9.4910641
1.9,0.93413389,0.00072803773,0.0,0,11.076097,5.6156139,3.5419969e-05,11.903913,11.075944,22.748354,-9.4909592
2.0,0.9317978,0.00071784976,0.0,0,11.076097,5.9156127,5.3135711e-05,11.862979,11.075891,22.684338,-9.4908695
2.1,0.93050206,0.00067102013,0.0,0,11.076097,6.2156153,5.391899e-05,11.849436,11.075752,22.697201,-9.4903193
2.2,0.93695635,0.00076572364,0.0,0,11.076097,6.5156126,5.7896155e-05,11.924312,11.076682,22.723415,-9.4904385
2.3,0.9358477,0.00081623043,0.0,0,11.076097,6.8156142,7.8768579e-05,11.921262,11.075287,22.714897,-9.4904079
2.4,0.92887622,0.00087929814,0.0,0,11.076097,7.1156144,6.6708031e-05,11.829254,11.076066,22.659225,-9.4900713
2.5,0.93130589,0.00080898439,0.0,0,11.076097,7.4156122,3.6323167e-05,11.843847,11.076294,22.678028,-9.4905872
2.6,0.9234615,0.00068009296,0.0,0,11.076097,7.7156148,2.8538147e-05,11.766543,11.076716,22.703663,-9.4901857
2.7,0.92507279,0.00069794315,0.0,0,11.076097,8.0156126,4.4142729e-05,11.775275,11.07655,22.743433,-9.4901018
2.8,0.92774069,0.00070921483,0.0,0,11.076097,8.3156157,4.8790436e-05,11.820903,11.07616,22.688885,-9.4902096
2.9,0.93010783,0.0010193681,0.0,0,11.076097,8.6156139,6.8017827e-05,11.829122,11.075764,22.718363,-9.490077
3.0,0.93059874,0.0007552543,0.0,0,11.076097,8.9156113,7.5365992e-05,11.848415,11.07554,22.685913,-9.4901571
3.1,0.93129063,0.00061489985,0.0,0,11.076097,9.2156143,4.6747475e-05,11.853032,11.076015,22.718668,-9.4900713
3.2,0.92887491,0.00080539624,0.0,0,11.076097,9.5156136,4.7639958e-05,11.828721,11.076617,22.647385,-9.4900026
3.3,0.92304087,0.00091710553,0.0,0,11.076097,9.8156137,4.8009839e-05,11.754657,11.076686,22.701921,-9.4900475
3.4,0.91765606,0.00087695132,0.0,0,11.076097,10.115613,5.5851935e-05,11.683219,11.076369,22.712921,-9.4898672
3.5,0.9172588,0.00055080181,0.0,0,11.076097,10.415612,5.3439828e-05,11.682024,11.075845,22.781372,-9.4898558
3.6,0.91016006,0.00053252914,0.0,0,11.076097,10.715615,3.6838344e-05,11.580657,11.076012,22.718719,-9.489069
3.7,0.91182721,0.00075102318,0.0,0,11.076097,11.015612,6.4129177e-05,11.605587,11.077022,22.671202,-9.4887552
3.8,0.90934271,0.0008931465,0.0,0,11.076097,11.315613,7.3926953e-05,11.576928,11.076149,22.765726,-9.4883661
3.9,0.90842885,0.0012354397,0.0,0,11.076097,11.615614,7.3325573e-05,11.567959,11.076173,22.711359,-9.4880009
4.0,0.90341079,0.00092928769,0.0,0,11.076097,11.915612,4.0250092e-05,11.505285,11.075727,22.723442,-9.4876308
4.1,0.90356565,0.00050653296,0.0,0,11.076097,12.215616,2.0738829e-05,11.494938,11.075879,22.687597,-9.4877319
4.2,0.90200627,0.00040999809,0.0,0,11.076097,12.515612,4.0738083e-05,11.489163,11.076509,22.783184,-9.4876118
4.3,0.89818209,0.00060175918,0.0,0,11.076097,12.815614,3.8147638e-05,11.451183,11.07627,22.740946,-9.4873219
4.4,0.89846855,0.00066253217,0.0,0,11.076097,13.115615,5.1823496e-05,11.433558,11.077723,22.708624,-9.4868956
4.5,0.89573479,0.00067226688,0.0,0,11.076097,13.415611,6.0817689e-05,11.390339,11.075645,22.777084,-9.4868107
4.6,0.89445239,0.0008792812,0.0,0,11.076097,13.715613,5.5569792e-05,11.386943,11.075541,22.671602,-9.4864159
4.7,0.89677238,0.00084019784,0.0,0,11.076097,14.015615,3.252858e-05,11.408294,11.076241,22.729204,-9.486455
4.8,0.89536053,0.00086180668,0.0,0,11.076097,14.315614,4.6089932e-05,11.389958,11.075152,22.726749,-9.4863586
4.9,0.89499724,0.00052735914,0.0,0,11.076097,14.615614,4.2833974e-05,11.38332,11.076261,22.732885,-9.4864807
5.0,0.89091718,0.00064348109,0.0,0,11.076097,14.91561,4.8024791e-05,11.32725,11.07616,22.728111,-9.4864883
5.1,0.88784951,0.00032160929,0.0,0,11.076097,15.215613,2.9490859e-05,11.297147,11.075813,22.710489,-9.486372
