Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.0190612,0.38541302,0.0,0,11.076097,0.0013276598,0.026010988,12.644778,11.076402,23.743334,-9.1279764
0.1,1.0127411,0.02590777,0.0,0,11.076097,0.21958105,0.0017626097,12.883232,11.076247,23.816381,-9.475585
0.2,1.0068564,-0.0024429455,0.0,0,11.076097,0.51604259,-0.00015852701,12.831319,11.076712,23.808966,-9.496314
0.3,1.0025388,-0.0035414069,0.0,0,11.076097,0.81588846,-0.00023039011,12.774483,11.075841,23.696209,-9.4984503
0.4,0.99865335,-0.0033663579,0.0,0,11.076097,1.1158838,-0.00024273207,12.712054,11.077261,23.722994,-9.4986992
0.5,0.99544585,-0.0034588519,0.0,0,11.076097,1.4158815,-0.00021879982,12.662037,11.076715,23.722759,-9.4985781
0.6,0.98980957,-0.0035351031,0.0,0,11.076097,1.715883,-0.00022690307,12.599155,11.076508,23.705627,-9.4985552
0.7,0.98940724,-0.0035110824,0.0,0,11.076097,2.0158827,-0.00022628707,12.608749,11.077146,23.70623,-9.4986677
0.8,0.98096484,-0.0034102679,0.0,0,11.076097,2.3158813,-0.00024637266,12.496689,11.07663,23.69388,-9.4982214
0.9,0.97850591,-0.003390732,0.0,0,11.076097,2.6158836,-0.00021948466,12.456796,11.076734,23.730589,-9.4981508
1.0,0.97947508,-0.003334668,0.0,0,11.076097,2.9158816,-0.00020795537,12.46987,11.076114,23.747162,-9.4979048
1.1,0.97358364,-0.0034492959,0.0,0,11.076097,3.2158828,-0.00023405851,12.39826,11.076489,23.798677,-9.4978523
1.2,0.97090352,-0.0034605719,0.0,0,11.076097,3.5158825,-0.00025457048,12.351794,11.076506,23.708719,-9.4976482
1.3,0.96531963,-0.0036213645,0.0,0,11.076097,3.8158817,-0.00022667735,12.288915,11.07693,23.740049,-9.4972029
1.4,0.9632861,-0.0034672215,0.0,0,11.076097,4.1158829,-0.00022872085,12.28298,11.076071,23.755138,-9.4971075
1.5,0.95732623,-0.0035283787,0.0,0,11.076097,4.4158807,-0.00024264288,12.187455,11.076277,23.681183,-9.4968863
1.6,0.95938402,-0.0033233226,0.0,0,11.076097,4.7158833,-0.00023855153,12.213928,11.07581,23.722115,-9.4966841
1.7,0.95873284,-0.0034219914,0.0,0,11.076097,5.015883,-0.00022188883,12.209627,11.076557,23.687838,-9.4963999
1.8,0.95019287,-0.003171013,0.0,0,11.076097,5.3158817,-0.00018979076,12.096107,11.075705,23.714449,-9.4961281
1.9,0.95209467,-0.0031861824,0.0,0,11.076097,5.6158834,-0.00022176401,12.1186,11.076283,23.717846,-9.4958115
2.0,0.948906,-0.0031490405,0.0,0,11.076097,5.9158812,-0.00022897762,12.07536,11.076303,23.730043,-9.4954634
2.1,0.95062011,-0.0033394529,0.0,0,11.076097,6.2158828,-0.00021505854,12.090371,11.076227,23.73377,-9.4953003
2.2,0.94296348,-0.0036824981,0.0,0,11.076097,6.515883,-0.00022864435,12.004962,11.076226,23.72053,-9.4950714
2.3,0.94170028,-0.0035642302,0.0,0,11.076097,6.8158827,-0.00024981078,12.003394,11.077019,23.725323,-9.4953318
2.4,0.93954837,-0.0033679383,0.0,0,11.076097,7.1158838,-0.00024134018,11.96278,11.076301,23.682013,-9.4951582
2.5,0.94051754,-0.0034334217,0.0,0,11.076097,7.4158821,-0.00022134314,11.979778,11.075944,23.732409,-9.4947729
2.6,0.9363482,-0.003371469,0.0,0,11.076097,7.7158828,-0.00021409352,11.920071,11.076531,23.756245,-9.4946222
2.7,0.9369418,-0.0034011856,0.0,0,11.076097,8.0158825,-0.0002339496,11.946767,11.07567,23.702463,-9.4943972
2.8,0.93730545,-0.003307133,0.0,0,11.076097,8.3158817,-0.00022931267,11.945431,11.076674,23.644985,-9.4943419
2.9,0.93733221,-0.0035226564,0.0,0,11.076097,8.6158829,-0.00023073579,11.929182,11.076603,23.730654,-9.4943714
3.0,0.93695068,-0.003683904,0.0,0,11.076097,8.915885,-0.00022982978,11.917082,11.076534,23.703302,-9.4943657
3.1,0.92900389,-0.0034266564,0.0,0,11.076097,9.2158842,-0.0002438846,11.835987,11.076768,23.691761,-9.4940691
3.2,0.9303323,-0.0034667742,0.0,0,11.076097,9.5158825,-0.00023304902,11.853999,11.077434,23.687986,-9.4939823
3.3,0.92508852,-0.0034101726,0.0,0,11.076097,9.8158798,-0.00022555313,11.783453,11.076297,23.691555,-9.4935007
3.4,0.92766941,-0.0035499232,0.0,0,11.076097,10.115884,-0.00021378258,11.821089,11.075508,23.664112,-9.493103
3.5,0.92970049,-0.0030908997,0.0,0,11.076097,10.415883,-0.00021693775,11.851816,11.076593,23.695463,-9.4934587
3.6,0.92324799,-0.0032492096,0.0,0,11.076097,10.715883,-0.00023168071,11.76733,11.076237,23.69232,-9.4933424
3.7,0.92227149,-0.0034129447,0.0,0,11.076097,11.015882,-0.00023105952,11.745859,11.075881,23.72476,-9.4929199
3.8,0.91985786,-0.0036715707,0.0,0,11.076097,11.315883,-0.00022506593,11.707959,11.076649,23.689922,-9.4927702
3.9,0.91786337,-0.0033525988,0.0,0,11.076097,11.615883,-0.00023558144,11.696422,11.075572,23.716608,-9.4925804
4.0,0.91724908,-0.0035498575,0.0,0,11.076097,11.915881,-0.00023828509,11.683334,11.076396,23.675047,-9.4922485
4.1,0.91479987,-0.0035097657,0.0,0,11.076097,12.215883,-0.00023210861,11.647992,11.076596,23.619141,-9.4920006
4.2,0.91139758,-0.0034459785,0.0,0,11.076097,12.515885,-0.00020631384,11.606447,11.076664,23.641623,-9.4915791
4.3,0.91681254,-0.0034381896,0.0,0,11.076097,12.815884,-0.000238836,11.671147,11.07677,23.649155,-9.4920483
4.4,0.91042119,-0.003273238,0.0,0,11.076097,13.115883,-0.0002210961,11.600947,11.076634,23.68009,-9.4916496
4.5,0.90956444,-0.0036520176,0.0,0,11.076097,13.415881,-0.00024597024,11.583141,11.076971,23.69455,-9.4914255
4.6,0.90735549,-0.0037720685,0.0,0,11.076097,13.715884,-0.00023087481,11.559648,11.07692,23.690361,-9.491231
4.7,0.90792572,-0.0036014889,0.0,0,11.076097,14.015883,-0.00025839955,11.548794,11.075544,23.601702,-9.4909801
4.8,0.90535182,-0.0036657995,0.0,0,11.076097,14.315882,-0.00024263421,11.5284,11.076287,23.662422,-9.4907007
4.9,0.9102003,-0.0035253598,0.0,0,11.076097,14.615884,-0.00023087821,11.588435,11.075407,23.644695,-9.4908371
5.0,0.90314806,-0.0034577127,0.0,0,11.076097,14.915882,-0.00020570146,11.506221,11.075965,23.688395,-9.4905529
5.1,0.90512627,-0.003655025,0.0,0,11.076097,15.215884,-0.00026218427,11.523059,11.076554,23.6686,-9.490633
5.2,0.90363264,-0.0034854861,0.0,0,11.076097,15.515882,-0.00022853001,11.507111,11.076867,23.622112,-9.4907131
5.3,0.90092218,-0.0034083861,0.0,0,11.076097,15.815882,-0.00022660571,11.48285,11.078139,23.682835,-9.4903145
5.4,0.89702076,-0.0034155289,0.0,0,11.076097,16.115885,-0.00021209626,11.420283,11.077085,23.634945,-9.4899139
5.5,0.90042877,-0.0034111724,0.0,0,11.076097,16.415884,-0.00024488577,11.467277,11.076785,23.6257,-9.4895706
5.6,0.89552623,-0.0035310402,0.0,0,11.076097,16.715883,-0.0002282317,11.393777,11.07595,23.697079,-9.4895029
5.7,0.8934316,-0.0035537255,0.0,0,11.076097,17.015884,-0.00023478236,11.380059,11.07651,23.671196,-9.4891853
5.8,0.89099228,-0.0039157327,0.0,0,11.076097,17.315886,-0.00025373368,11.351205,11.075976,23.641598,-9.4892673
5.9,0.88661706,-0.0036173826,0.0,0,11.076097,17.615885,-0.00025478078,11.294127,11.07645,23.633244,-9.4891825
