Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.81408125,0.51498306,0.0,0,11.076097,0.0016262159,0.034906007,10.026862,11.076912,26.010845,-9.1466761
0.1,0.81203002,0.098341256,0.0,0,11.076097,0.21960963,0.0066986601,10.266167,11.077123,25.966413,-9.4690151
0.2,0.80625236,0.0074409172,0.0,0,11.076097,0.51606107,0.00051020499,10.265405,11.076616,25.999607,-9.4878368
0.3,0.8053636,0.0039917207,0.0,0,11.076097,0.81590569,0.00023102704,10.250408,11.076278,26.000179,-9.4895945
0.4,0.80397576,0.0033859895,0.0,0,11.076097,1.1159015,0.00026364173,10.228547,11.076143,25.997606,-9.4896317
0.5,0.79606408,0.0036771165,0.0,0,11.076097,1.4158996,0.00025080275,10.127964,11.075727,25.976419,-9.4895124
0.6,0.79198056,0.0036467705,0.0,0,11.076097,1.7158996,0.00020771798,10.082682,11.075999,25.946939,-9.4896708
0.7,0.78681093,0.0035277256,0.0,0,11.076097,2.0159006,0.0002707885,10.01479,11.076165,25.98912,-9.4894962
0.8,0.78450727,0.0036276041,0.0,0,11.076097,2.3158994,0.00026305104,9.9846802,11.07731,25.923843,-9.48983
0.9,0.77636737,0.0037988003,0.0,0,11.076097,2.6159015,0.00022530498,9.8737326,11.075752,25.959793,-9.489377
1.0,0.77122337,0.0035119744,0.0,0,11.076097,2.9158995,0.00025975812,9.8079758,11.075263,25.953775,-9.4890375
1.1,0.76705074,0.0034962399,0.0,0,11.076097,3.2159004,0.00024793198,9.7602682,11.075104,25.967031,-9.4888315
1.2,0.76137835,0.0036518914,0.0,0,11.076097,3.5159009,0.00021603795,9.6928787,11.077259,25.94544,-9.4880676
1.3,0.76239955,0.0034484942,0.0,0,11.076097,3.8158998,0.00027045989,9.7079086,11.077707,25.969324,-9.4880295
1.4,0.75719148,0.0033319616,0.0,0,11.076097,4.1159019,0.00024084732,9.6345482,11.076218,25.992701,-9.4875813
1.5,0.75604451,0.0034576233,0.0,0,11.076097,4.4158998,0.00020868017,9.6238461,11.075719,25.980658,-9.487318
1.6,0.75466639,0.0035934721,0.0,0,11.076097,4.7159014,0.00027552035,9.6023464,11.076375,25.927994,-9.486989
1.7,0.74975252,0.0035223535,0.0,0,11.076097,5.0159006,0.00024762531,9.5418062,11.076007,25.98443,-9.4865103
1.8,0.7504316,0.0037828053,0.0,0,11.076097,5.3158998,0.00023247646,9.5580244,11.075766,25.928905,-9.4864168
1.9,0.74590254,0.0033801775,0.0,0,11.076097,5.6159019,0.0002427477,9.5075016,11.076346,25.887739,-9.4862661
2.0,0.73841834,0.003397811,0.0,0,11.076097,5.9159002,0.0002413395,9.3964815,11.076208,25.920296,-9.4860315
2.1,0.73622614,0.0034006108,0.0,0,11.076097,6.2159014,0.00021125648,9.3647633,11.075666,25.882067,-9.4856815
2.2,0.74376231,0.003385256,0.0,0,11.076097,6.5159011,0.00024396778,9.466013,11.075902,25.92144,-9.4859056
2.3,0.73821968,0.0033188108,0.0,0,11.076097,6.8159003,0.00023235125,9.3889875,11.076355,25.860668,-9.4855967
2.4,0.74233502,0.0035979974,0.0,0,11.076097,7.1159019,0.00022673681,9.4528027,11.075991,25.837187,-9.4855375
2.5,0.73745024,0.0035357331,0.0,0,11.076097,7.4159012,0.00024817363,9.3971186,11.076024,25.877483,-9.4856129
2.6,0.73484194,0.0034449983,0.0,0,11.076097,7.7159023,0.00024823126,9.3635902,11.075578,25.874947,-9.4856377
2.7,0.73438126,0.0034514864,0.0,0,11.076097,8.0159006,0.00022121871,9.3560209,11.076399,25.854361,-9.4854383
2.8,0.74032509,0.0035373287,0.0,0,11.076097,8.3159018,0.00025275402,9.4228582,11.076924,25.84127,-9.4851332
2.9,0.74005061,0.0035901484,0.0,0,11.076097,8.6159029,0.00024865917,9.4211512,11.076828,25.911661,-9.4852467
3.0,0.73622155,0.0036379634,0.0,0,11.076097,8.9159012,0.000237309,9.3642311,11.075474,25.876863,-9.485322
3.1,0.73171902,0.0034464858,0.0,0,11.076097,9.2159004,0.00023921859,9.3090954,11.076547,25.855658,-9.4850264
3.2,0.73288792,0.0036622183,0.0,0,11.076097,9.5159016,0.00024952684,9.3300276,11.076097,25.82552,-9.4850416
3.3,0.72819203,0.0034517769,0.0,0,11.076097,9.8159027,0.00022450056,9.266983,11.074614,25.820059,-9.4851322
3.4,0.7238915,0.0034525609,0.0,0,11.076097,10.115904,0.0002266606,9.2208233,11.075871,25.859718,-9.4850016
3.5,0.71922368,0.0036065741,0.0,0,11.076097,10.415898,0.00023535016,9.1622038,11.076362,25.836525,-9.4846067
3.6,0.72068805,0.0036177214,0.0,0,11.076097,10.715903,0.00024258577,9.1704311,11.076276,25.854973,-9.4845123
3.7,0.72143739,0.0037330231,0.0,0,11.076097,11.015903,0.00024410499,9.1897049,11.077337,25.892981,-9.4840775
3.8,0.72000605,0.0037915285,0.0,0,11.076097,11.315903,0.00024371728,9.1733532,11.075813,25.816637,-9.4837265
3.9,0.71671236,0.0036165584,0.0,0,11.076097,11.615902,0.00023728644,9.1404753,11.075508,25.823828,-9.4834108
4.0,0.72030008,0.0035704209,0.0,0,11.076097,11.915901,0.00023630862,9.1641817,11.075781,25.853807,-9.4835348
4.1,0.71435946,0.0036009322,0.0,0,11.076097,12.215902,0.00022062336,9.093112,11.075717,25.8587,-9.483407
4.2,0.71429515,0.0034162656,0.0,0,11.076097,12.515903,0.00023344374,9.0884619,11.076238,25.765354,-9.4831076
4.3,0.7098493,0.0035072991,0.0,0,11.076097,12.815902,0.00022341541,9.035985,11.076227,25.816019,-9.482749
4.4,0.70966828,0.0034737973,0.0,0,11.076097,13.115903,0.00020625113,9.0250082,11.075967,25.777573,-9.4826508
4.5,0.70381212,0.0034602215,0.0,0,11.076097,13.415903,0.00024215046,8.9578409,11.076545,25.826422,-9.4822512
4.6,0.7031455,0.003586208,0.0,0,11.076097,13.715903,0.00022788052,8.9388828,11.075245,25.819429,-9.4823475
4.7,0.69953817,0.0037635916,0.0,0,11.076097,14.015902,0.00022546761,8.9200878,11.076593,25.871731,-9.4819021
4.8,0.70161521,0.0034323663,0.0,0,11.076097,14.315903,0.00024214633,8.9492683,11.076109,25.789597,-9.4820766
4.9,0.70135754,0.0036445935,0.0,0,11.076097,14.615904,0.0002374168,8.9314117,11.076173,25.77516,-9.481986
5.0,0.70281124,0.0037417319,0.0,0,11.076097,14.915903,0.00021949074,8.9527826,11.075971,25.805227,-9.4816608
5.1,0.69974095,0.0035109769,0.0,0,11.076097,15.215904,0.00025405013,8.909152,11.076127,25.776648,-9.4813442
5.2,0.70066184,0.0035552713,0.0,0,11.076097,15.515903,0.00023040542,8.9372778,11.075469,25.782806,-9.4811983
5.3,0.70060092,0.0036856413,0.0,0,11.076097,15.815904,0.00021462484,8.9052343,11.07628,25.833624,-9.4811506
5.4,0.69283885,0.0032636756,0.0,0,11.076097,16.115906,0.00024331947,8.8136425,11.076691,25.79883,-9.480814
5.5,0.69059986,0.0034061561,0.0,0,11.076097,16.415901,0.00021866351,8.789628,11.07551,25.74683,-9.4807549
5.6,0.69311821,0.0037190313,0.0,0,11.076097,16.715906,0.00021350675,8.8293428,11.076367,25.79698,-9.4804897
5.7,0.69453663,0.0035481786,0.0,0,11.076097,17.015903,0.00026127903,8.8410406,11.075425,25.807049,-9.4804821
5.8,0.68708104,0.0036518574,0.0,0,11.076097,17.315905,0.0002385151,8.7390337,11.075721,25.808676,-9.4802208
5.9,0.69133168,0.0037198148,0.0,0,11.076097,17.615906,0.00022419734,8.7974281,11.075562,25.814152,-9.4800558
6.0,0.68953794,0.0034963249,0.0,0,11.076097,17.915903,0.00027401396,8.7843981,11.075435,25.755297,-9.4800463
6.1,0.68521035,0.0035216708,0.0,0,11.076097,18.215906,0.00023704655,8.730938,11.075878,25.809748,-9.4797001
6.2,0.68752325,0.0037622475,0.0,0,11.076097,18.515903,0.00021791532,8.756629,11.075907,25.77845,-9.4795971
6.3,0.68635315,0.0035052679,0.0,0,11.076097,18.815905,0.00027004012,8.7369699,11.07708,25.785522,-9.4792013
6.4,0.68952936,0.0037063793,0.0,0,11.076097,19.115904,0.00025220905,8.7680702,11.07581,25.83152,-9.4793072
6.5,0.68660957,0.0038018946,0.0,0,11.076097,19.415903,0.00022092852,8.7491598,11.076321,25.784206,-9.4788685
6.6,0.68618184,0.0033437607,0.0,0,11.076097,19.715908,0.00026412209,8.7480106,11.075028,25.768351,-9.4787216
6.7,0.68230742,0.0034628191,0.0,0,11.076097,20.015905,0.00023706147,8.6815357,11.075426,25.788214,-9.478384
6.8,0.67524284,0.0036889215,0.0,0,11.076097,20.315907,0.00020831394,8.5906773,11.076065,25.756847,-9.4783449
6.9,0.67591804,0.0033544321,0.0,0,11.076097,20.615904,0.00025412304,8.6073961,11.076482,25.690035,-9.4781199
7.0,0.67480004,0.0034706313,0.0,0,11.076097,20.915903,0.00023846186,8.5936155,11.0766,25.826469,-9.4781981
7.1,0.67616177,0.0037639162,0.0,0,11.076097,21.215906,0.00021961483,8.6084547,11.075423,25.765932,-9.4778481
7.2,0.67422777,0.0034083496,0.0,0,11.076097,21.515905,0.00026625095,8.5848742,11.075858,25.71809,-9.4774809
7.3,0.67538708,0.0036496993,0.0,0,11.076097,21.815907,0.00025581132,8.6046724,11.07602,25.751177,-9.4772205
7.4,0.67687279,0.0038197844,0.0,0,11.076097,22.115906,0.00022507639,8.6164198,11.075646,25.750263,-9.477005
7.5,0.67392349,0.0035475497,0.0,0,11.076097,22.415905,0.00026951244,8.586091,11.075875,25.727673,-9.4769077
7.6,0.67411143,0.0035168638,0.0,0,11.076097,22.715902,0.00025026835,8.5812426,11.07712,25.750515,-9.4767714
7.7,0.67128986,0.0037610042,0.0,0,11.076097,23.015905,0.0002229737,8.5539274,11.077157,25.772757,-9.476656
7.8,0.66943473,0.0034167601,0.0,0,11.076097,23.315907,0.00025683065,8.5200844,11.075702,25.782179,-9.4762583
7.9,0.66993827,0.0035985927,0.0,0,11.076097,23.615908,0.00025582185,8.5296583,11.075411,25.775503,-9.4759808
8.0,0.66707814,0.0036994608,0.0,0,11.076097,23.915905,0.00022749284,8.4899111,11.075407,25.766443,-9.4758329
8.1,0.66929328,0.0035909738,0.0,0,11.076097,24.215904,0.00026482719,8.529191,11.075295,25.789896,-9.4756317
8.2,0.66630572,0.0036020358,0.0,0,11.076097,24.515907,0.0002550428,8.5003796,11.076298,25.700237,-9.4756784
8.3,0.66687775,0.0035309966,0.0,0,11.076097,24.815907,0.00021647087,8.4974518,11.076574,25.725527,-9.4754667
8.4,0.66522771,0.0033863054,0.0,0,11.076097,25.115908,0.00025318953,8.4767542,11.07514,25.771168,-9.4754658
8.5,0.6639027,0.0035976227,0.0,0,11.076097,25.415905,0.0002556993,8.4558668,11.07587,25.731276,-9.4750719
8.6,0.66814917,0.0037561555,0.0,0,11.076097,25.715908,0.00024035228,8.5151653,11.075343,25.724649,-9.4747515
8.7,0.66382813,0.0035931265,0.0,0,11.076097,26.015907,0.00026642371,8.4560242,11.076212,25.706408,-9.4744282
8.8,0.66467828,0.0035540194,0.0,0,11.076097,26.315905,0.00025193233,8.4592924,11.076818,25.736361,-9.4742918
8.9,0.6644358,0.0036143195,2.027065,0,11.076097,26.61591,0.00023327515,8.4567823,11.076451,25.676777,-9.4742146
9.0,0.66202188,0.0033903634,4.313189,0,11.076097,26.915907,0.00024509174,8.4234085,11.076328,25.684267,-9.4740458
9.1,0.66298705,0.0036979392,7.8675466,0,11.076097,27.215908,0.0002498526,8.4413404,11.075891,25.785961,-9.4740057
9.2,0.66138589,0.0035932725,9.8495474,0,11.076097,27.515907,0.00023110246,8.4197407,11.07575,25.707415,-9.4736185
9.3,0.66116714,0.0035537228,12.270012,0,11.076097,27.815905,0.000245526,8.4159737,11.075914,25.723721,-9.4734278
9.4,0.66480422,0.0040600235,13.669537,0,11.076097,28.11591,0.00027539284,8.4702559,11.075336,25.695288,-9.4732885
9.5,0.65702116,0.0037920494,15.709125,0,11.076097,28.415907,0.00024339919,8.3717251,11.074899,25.697903,-9.4730406
9.6,0.6609059,0.0038939358,17.822039,0,11.076097,28.71591,0.00026275899,8.4098234,11.076468,25.717129,-9.4732523
9.7,0.66070813,0.0039520082,18.641394,0,11.076097,29.015905,0.00026557254,8.4112825,11.076817,25.736515,-9.4730062
9.8,0.66170299,0.0039641187,20.031536,0,11.076097,29.315908,0.0002568278,8.4280405,11.076578,25.814968,-9.4726839
9.9,0.66194689,0.0040854798,21.688881,0,11.076097,29.615906,0.00027059621,8.430315,11.076865,25.824585,-9.4727383
10.0,0.66369933,0.0038024366,23.881401,0,11.076097,29.915905,0.00025374405,8.4545441,11.075325,25.758339,-9.4722166
10.1,0.66466469,0.0038565188,24.626659,0,11.076097,30.21591,0.00025600614,8.4598131,11.075637,25.912428,-9.4723444
10.2,0.66315991,0.0038712507,25.481373,0,11.076097,30.515907,0.00025573056,8.4321241,11.076348,25.982719,-9.4722853
10.3,0.66503036,0.003915194,26.223183,0,11.076097,30.815912,0.00025646162,8.464736,11.076377,26.090206,-9.4723463
10.4,0.66175991,0.0034953179,27.412003,0,11.076097,31.115908,0.00023647663,8.4272165,11.075135,26.120075,-9.4719744
10.5,0.66228276,0.0035794722,28.569227,0,11.076097,31.415907,0.00023530796,8.430727,11.076392,26.1726,-9.4716196
10.6,0.66754055,0.0036736596,29.704618,0,11.076097,31.71591,0.00022596319,8.5082493,11.075976,26.332399,-9.4717159
10.7,0.66647124,0.003679571,30.715023,0,11.076097,32.015903,0.00024816376,8.4928493,11.075082,26.492043,-9.4711866
10.8,0.66494215,0.0037941292,30.941643,0,11.076097,32.315907,0.00024260719,8.4781513,11.076664,26.628891,-9.4714184
10.9,0.66876966,0.0036429786,31.841595,0,11.076097,32.615913,0.00023026363,8.5193872,11.076003,26.798227,-9.4712839
11.0,0.67320675,0.0035259989,32.775391,0,11.076097,32.915913,0.00024373698,8.5790339,11.075705,26.853565,-9.4711952
11.1,0.67096239,0.0033180832,33.52729,0,11.076097,33.215916,0.00021707756,8.5468016,11.07577,27.053101,-9.471365
11.2,0.66931915,0.003041652,33.761375,0,11.076097,33.515907,0.00018515957,8.5272913,11.076013,27.266907,-9.4707422
11.3,0.67577088,0.0025726659,34.585533,0,11.076097,33.815907,0.00018205338,8.601717,11.075916,27.478445,-9.4706974
11.4,0.67145914,0.0025913618,35.377819,0,11.076097,34.115902,0.00015712636,8.5481339,11.075375,27.658947,-9.4703474
11.5,0.6657595,0.0025391635,36.096954,0,11.076097,34.415897,0.00015009027,8.47087,11.076283,27.862724,-9.4700699
11.6,0.66804415,0.0020616185,36.300598,0,11.076097,34.7159,0.00015686844,8.5053062,11.075737,28.11796,-9.4702063
11.7,0.67083627,0.0020746575,37.03323,0,11.076097,35.015907,0.00012799124,8.5412331,11.076627,28.321951,-9.4702339
11.8,0.67316616,0.001808316,37.393082,0,11.076097,35.31591,9.6410673e-05,8.5670919,11.076159,28.543922,-9.4698668
11.9,0.67567676,0.0015490558,37.796864,0,11.076097,35.615913,0.00012549254,8.6170244,11.076102,28.821541,-9.4698515
12.0,0.67522442,0.0016181079,38.372337,0,11.076097,35.915916,9.9692807e-05,8.6160069,11.075683,29.113474,-9.4696178
12.1,0.67717659,0.0012467447,38.543262,0,11.076097,36.215919,5.2737774e-05,8.6330156,11.075777,29.361794,-9.4693289
12.2,0.67971265,0.00063306629,38.966076,0,11.076097,36.515915,6.9071233e-05,8.6583977,11.075797,29.775936,-9.4691057
12.3,0.67493063,0.00065268966,39.231174,0,11.076097,36.815918,4.398805e-05,8.5949306,11.076592,30.011141,-9.4690361
12.4,0.67824018,0.00037426932,39.835236,0,11.076097,37.115902,-1.1207412e-05,8.6344776,11.076163,30.292027,-9.4689951
12.5,0.67932016,-0.00014964867,39.920464,0,11.076097,37.415913,2.0985188e-05,8.6423101,11.07588,30.631662,-9.4687595
12.6,0.67783684,-0.00012441525,40.416615,0,11.076097,37.715904,-6.8700697e-06,8.6250763,11.075601,31.003471,-9.4685783
12.7,0.67452329,-0.00040967652,40.565762,0,11.076097,38.0159,-5.2728508e-05,8.582222,11.075378,31.371948,-9.4680367
12.8,0.67724919,-0.0010078852,40.678234,0,11.076097,38.315903,-3.3801796e-05,8.623373,11.075294,31.660782,-9.4680738
12.9,0.67737639,-0.0012183284,41.176205,0,11.076097,38.61591,-8.5450891e-05,8.6361437,11.075829,32.024323,-9.4679775
13.0,0.68250418,-0.0013519876,41.428467,0,11.076097,38.915913,-0.00012028353,8.6913252,11.076452,32.354759,-9.4681196
13.1,0.6768049,-0.0020170563,41.443203,0,11.076097,39.215916,-8.9549721e-05,8.6241751,11.075642,32.777863,-9.4678984
13.2,0.67959511,-0.0022628433,41.787296,0,11.076097,39.515915,-0.00014281053,8.6566839,11.076213,33.127216,-9.4675903
