Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.84061706,0.14502822,0.0,0,11.076097,0.0016473189,0.0097334338,10.588595,11.076447,39.324081,-9.1231451
0.1,0.8377704,0.01261012,0.0,0,11.076097,0.21959366,0.00083348516,10.652898,11.076796,39.25198,-9.4707022
0.2,0.83222049,-0.0013236286,0.0,0,11.076097,0.51604384,-7.843224e-05,10.599155,11.075887,39.236874,-9.4913816
0.3,0.82783371,-0.0018469455,0.0,0,11.076097,0.81588894,-0.00014460848,10.537428,11.076641,39.283569,-9.4931755
0.4,0.8217181,-0.0017555357,0.0,0,11.076097,1.1158822,-0.00011413696,10.456839,11.075471,39.22163,-9.4933186
0.5,0.81970507,-0.0018606582,0.0,0,11.076097,1.4158831,-0.00011178609,10.427992,11.075965,39.23959,-9.4933577
0.6,0.81184465,-0.0016197872,0.0,0,11.076097,1.7158813,-0.00012212395,10.34119,11.076607,39.203899,-9.4935274
0.7,0.81161356,-0.0017441905,0.0,0,11.076097,2.0158832,-0.000106155,10.346048,11.076921,39.199528,-9.493268
0.8,0.80925387,-0.0015367388,0.0,0,11.076097,2.315882,-0.00011820016,10.30207,11.076312,39.217098,-9.4933033
0.9,0.80276239,-0.0016315312,0.0,0,11.076097,2.6158819,-0.0001055386,10.225338,11.076933,39.188362,-9.4931574
1.0,0.80020165,-0.0016394935,0.0,0,11.076097,2.9158831,-8.8753084e-05,10.18211,11.076037,39.214954,-9.4927607
1.1,0.79350352,-0.0015416552,0.0,0,11.076097,3.2158811,-0.00011718368,10.088099,11.076463,39.211082,-9.4924831
1.2,0.79198885,-0.0015272858,0.0,0,11.076097,3.5158832,-9.6102143e-05,10.075591,11.075799,39.198784,-9.4923105
1.3,0.78837216,-0.0013059721,0.0,0,11.076097,3.8158822,-0.00010629141,10.045779,11.076849,39.200397,-9.4919434
1.4,0.7840023,-0.0015891754,0.0,0,11.076097,4.1158814,-9.3481074e-05,9.9820662,11.075895,39.227467,-9.4917212
