Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.81025445,0.33585241,0.0,0,11.076097,0.0015935858,0.022644183,10.085557,11.076256,28.700827,-9.1164989
0.1,0.80843359,0.0084810043,0.0,0,11.076097,0.21960883,0.0006141332,10.284528,11.076496,28.749966,-9.4632673
0.2,0.80300879,-0.0053355624,0.0,0,11.076097,0.51606011,-0.00036007591,10.224537,11.076128,28.729361,-9.4834681
0.3,0.79993016,-0.0055713276,0.0,0,11.076097,0.81590742,-0.00039554099,10.190067,11.077421,28.781883,-9.4852438
0.4,0.79658419,-0.0059135705,0.0,0,11.076097,1.1159,-0.00039607822,10.156827,11.076069,28.727564,-9.4854517
0.5,0.79475868,-0.0056073042,0.0,0,11.076097,1.4159007,-0.00036271973,10.128198,11.077007,28.810024,-9.4856396
0.6,0.79124999,-0.0055183545,0.0,0,11.076097,1.7158997,-0.00035621214,10.073879,11.077347,28.7631,-9.4855347
0.7,0.7866767,-0.0052098995,0.0,0,11.076097,2.0159001,-0.00037071444,10.010987,11.076612,28.723808,-9.4857025
0.8,0.78029114,-0.0056383414,0.0,0,11.076097,2.3159008,-0.00034196759,9.9325275,11.076861,28.664682,-9.4853735
0.9,0.77463132,-0.0054231966,0.0,0,11.076097,2.6158996,-0.00035566307,9.8584709,11.076301,28.843065,-9.4851322
1.0,0.77279186,-0.0054720719,0.0,0,11.076097,2.9159009,-0.0004021441,9.8422041,11.076073,28.765596,-9.4850292
1.1,0.76436728,-0.0056861802,0.0,0,11.076097,3.2159002,-0.00036171399,9.7356148,11.076565,28.673254,-9.4847517
1.2,0.76039869,-0.0058469782,0.0,0,11.076097,3.5159006,-0.00040322013,9.6853065,11.077461,28.733355,-9.4844236
1.3,0.75455856,-0.0055706422,0.0,0,11.076097,3.8159013,-0.00037942032,9.6120195,11.075707,28.801035,-9.4837217
1.4,0.75408775,-0.0055656792,0.0,0,11.076097,4.1159,-0.00038086774,9.5985527,11.076128,28.779833,-9.4837103
1.5,0.75031179,-0.005850459,0.0,0,11.076097,4.4159012,-0.00035516519,9.5558119,11.075981,28.742392,-9.4831381
1.6,0.75169361,-0.0056070522,0.0,0,11.076097,4.7159004,-0.00035696066,9.5682859,11.075946,28.729794,-9.4829807
1.7,0.74905682,-0.0054682675,0.0,0,11.076097,5.0159001,-0.00040677961,9.5464249,11.076215,28.744951,-9.4829302
1.8,0.74656922,-0.0058534495,0.0,0,11.076097,5.3159013,-0.0003470247,9.4963131,11.075966,28.767771,-9.4824953
1.9,0.74475199,-0.0056732115,0.0,0,11.076097,5.6159005,-0.00039141302,9.4976673,11.076685,28.709232,-9.4823456
2.0,0.74055976,-0.0055297716,0.0,0,11.076097,5.9159012,-0.0003917219,9.4210482,11.076281,28.755892,-9.4821329
2.1,0.73625463,-0.0059457468,0.0,0,11.076097,6.2159014,-0.00039367386,9.3606224,11.076143,28.71492,-9.4820623
2.2,0.73927742,-0.0057708626,0.0,0,11.076097,6.5159006,-0.00037039851,9.4198866,11.076362,28.796064,-9.4820213
2.3,0.74064499,-0.0055563995,0.0,0,11.076097,6.8159018,-0.00035589235,9.4232168,11.076719,28.697416,-9.4819088
2.4,0.73799181,-0.0054260856,0.0,0,11.076097,7.1159005,-0.00038297346,9.4064617,11.076152,28.765102,-9.4817772
2.5,0.73547995,-0.0056120208,0.0,0,11.076097,7.4159026,-0.00032944448,9.3728123,11.076876,28.694679,-9.4818926
2.6,0.73510313,-0.0053295507,0.0,0,11.076097,7.7159014,-0.00034299263,9.3704796,11.07706,28.754408,-9.4818039
2.7,0.73491007,-0.0055507408,0.0,0,11.076097,8.0159016,-0.00040307996,9.3631754,11.076202,28.749243,-9.4818516
2.8,0.7349171,-0.0057765814,0.0,0,11.076097,8.3159018,-0.0003666268,9.3675613,11.076561,28.764448,-9.4819698
2.9,0.73070091,-0.0056102634,0.0,0,11.076097,8.6159019,-0.00038398168,9.3113089,11.075927,28.712606,-9.4814844
3.0,0.7384094,-0.0053908709,0.0,0,11.076097,8.915904,-0.00036830219,9.4086227,11.075572,28.720238,-9.4816561
3.1,0.73448187,-0.0051396727,0.0,0,11.076097,9.2159014,-0.00034503025,9.3539753,11.076633,28.736643,-9.4816303
3.2,0.72755873,-0.0055361404,0.0,0,11.076097,9.5159006,-0.0003394415,9.2647209,11.075965,28.674944,-9.4812765
3.3,0.73183757,-0.0054702386,0.0,0,11.076097,9.8159027,-0.00035897584,9.3128691,11.076936,28.716438,-9.4815788
3.4,0.72469586,-0.0052848128,0.0,0,11.076097,10.115901,-0.00037494028,9.2364683,11.076327,28.693707,-9.4810276
3.5,0.72260064,-0.005637391,0.0,0,11.076097,10.415902,-0.00033811951,9.2040548,11.076186,28.678717,-9.4809427
3.6,0.72260928,-0.0052758451,0.0,0,11.076097,10.715903,-0.00036212153,9.2070074,11.077077,28.698055,-9.4809055
3.7,0.72411698,-0.005266415,0.0,0,11.076097,11.015903,-0.00036555069,9.2407475,11.077564,28.70159,-9.4810524
3.8,0.71436822,-0.0053869626,0.0,0,11.076097,11.315904,-0.00035842127,9.1041784,11.07676,28.709383,-9.480505
3.9,0.71649182,-0.00557491,0.0,0,11.076097,11.6159,-0.00036167898,9.1179066,11.076131,28.700001,-9.4802008
4.0,0.71778649,-0.0054672863,0.0,0,11.076097,11.915902,-0.00035007356,9.1526117,11.077005,28.686859,-9.4801559
4.1,0.71429771,-0.0054430971,0.0,0,11.076097,12.215903,-0.00038335173,9.1059046,11.075911,28.718204,-9.4797726
4.2,0.71186006,-0.0057965801,0.0,0,11.076097,12.515903,-0.00034891602,9.0716286,11.076481,28.724258,-9.4798269
4.3,0.71340519,-0.0054274891,0.0,0,11.076097,12.815904,-0.0003532416,9.0896406,11.076202,28.64275,-9.4793587
4.4,0.71235681,-0.0053121261,0.0,0,11.076097,13.115902,-0.00039202647,9.0740528,11.07717,28.63743,-9.4795446
4.5,0.70491093,-0.0054544513,0.0,0,11.076097,13.415904,-0.00035045721,8.9783688,11.075136,28.631405,-9.4792032
4.6,0.704656,-0.0056727971,0.0,0,11.076097,13.715902,-0.00038885753,8.9689569,11.074929,28.655449,-9.478858
4.7,0.70268404,-0.0054822257,0.0,0,11.076097,14.015903,-0.00037127672,8.9452734,11.075746,28.65287,-9.4783726
4.8,0.7017433,-0.0055010109,0.0,0,11.076097,14.315904,-0.00037492302,8.9369946,11.076202,28.70174,-9.4783049
4.9,0.70312667,-0.0055062724,0.0,0,11.076097,14.615904,-0.00033795668,8.9541569,11.07603,28.703583,-9.4782925
5.0,0.70251215,-0.0056827897,0.0,0,11.076097,14.915905,-0.00036146591,8.9483957,11.077147,28.617794,-9.4781055
5.1,0.69946223,-0.0052750157,0.0,0,11.076097,15.215901,-0.00037696536,8.9169445,11.077209,28.637472,-9.4778967
5.2,0.69887239,-0.0055426476,0.0,0,11.076097,15.515903,-0.00033355813,8.9126205,11.076013,28.67144,-9.4777727
5.3,0.7003082,-0.0053995205,0.0,0,11.076097,15.815906,-0.00036683073,8.9368391,11.07588,28.693085,-9.4777584
5.4,0.69961303,-0.0054990477,0.0,0,11.076097,16.115904,-0.00038871099,8.9142113,11.076264,28.633652,-9.4775295
5.5,0.69600362,-0.0055226428,0.0,0,11.076097,16.415905,-0.00037234643,8.8605881,11.076106,28.62254,-9.4774666
5.6,0.69592053,-0.0053726407,0.0,0,11.076097,16.715902,-0.00034940182,8.8659048,11.076374,28.57292,-9.4771996
5.7,0.69021177,-0.0054750703,0.0,0,11.076097,17.015903,-0.0003470146,8.7960453,11.076646,28.564541,-9.4771843
5.8,0.69019061,-0.0054895971,0.0,0,11.076097,17.315907,-0.00039153089,8.7904644,11.075442,28.611551,-9.4769917
5.9,0.69084841,-0.0057365717,0.0,0,11.076097,17.615904,-0.00034418621,8.8061609,11.075419,28.596352,-9.4768238
6.0,0.68663079,-0.0056024669,0.0,0,11.076097,17.915907,-0.00037041339,8.7616348,11.075665,28.634367,-9.4763126
6.1,0.69582754,-0.0054970104,0.0,0,11.076097,18.215904,-0.00039674088,8.874177,11.076694,28.603432,-9.4764099
6.2,0.68681049,-0.0057820226,0.0,0,11.076097,18.515903,-0.00037075949,8.7448177,11.076254,28.615919,-9.4761438
6.3,0.68504208,-0.0055790101,0.0,0,11.076097,18.815907,-0.00038308819,8.7373657,11.076811,28.57863,-9.475975
