Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.94066703,8.4200306,0.0,0,11.076097,0.0016423148,0.82404876,5.253881,11.076062,22.136414,-9.136405
0.1,0.9428668,0.8016656,0.0,0,11.076097,0.21962777,0.078627907,11.363131,11.076056,22.119297,-9.4766035
0.2,0.93178105,0.029523442,0.0,0,11.076097,0.51607871,0.0030636878,11.825349,11.076521,22.102333,-9.4970951
0.3,0.92698276,-0.0036374133,0.0,0,11.076097,0.81592536,-0.00021760812,11.801264,11.076628,22.17063,-9.4984808
0.4,0.92766708,-0.0052718497,0.0,0,11.076097,1.1159177,-0.00037889785,11.82685,11.075893,22.146212,-9.4992876
0.5,0.91470301,-0.0053597544,0.0,0,11.076097,1.4159189,-0.00034734514,11.65787,11.075882,22.114706,-9.4988565
0.6,0.91077191,-0.0055303867,0.0,0,11.076097,1.7159171,-0.00032890396,11.607141,11.076917,22.1579,-9.4988689
0.7,0.89717853,-0.0056695854,0.0,0,11.076097,2.0159178,-0.00032046001,11.42317,11.076563,22.173708,-9.4982738
0.8,0.89212143,-0.0054978942,0.0,0,11.076097,2.315918,-0.00033303793,11.372621,11.076144,22.126266,-9.4977655
0.9,0.88902128,-0.0056691319,0.0,0,11.076097,2.615917,-0.00035757455,11.344101,11.076871,22.136742,-9.4977026
1.0,0.88165927,-0.0056471163,0.0,0,11.076097,2.9159188,-0.00037150551,11.233586,11.07635,22.147739,-9.4972591
1.1,0.88386685,-0.0052746474,0.0,0,11.076097,3.2159171,-0.00035925358,11.256375,11.075673,22.126575,-9.4969854
1.2,0.88003403,-0.0052339993,0.0,0,11.076097,3.5159171,-0.00037325182,11.208546,11.076087,22.124807,-9.4967928
1.3,0.87755466,-0.0052459938,0.0,0,11.076097,3.8159177,-0.00039194801,11.183527,11.076014,22.139687,-9.4967909
1.4,0.88228631,-0.0053663487,0.0,0,11.076097,4.1159163,-0.00039723574,11.245605,11.076838,22.089403,-9.4968004
1.5,0.87394851,-0.005168804,0.0,0,11.076097,4.4159184,-0.00039545292,11.129616,11.076674,22.139179,-9.4968395
1.6,0.87154013,-0.0052729696,0.0,0,11.076097,4.7159166,-0.0003426976,11.107675,11.07695,22.067162,-9.4967356
1.7,0.86605942,-0.0052282675,0.0,0,11.076097,5.0159168,-0.00032529861,11.028863,11.077108,22.16296,-9.4967089
1.8,0.86283302,-0.0054731816,0.0,0,11.076097,5.3159175,-0.00033616985,10.997885,11.076627,22.063517,-9.4963884
1.9,0.86333376,-0.0054339832,0.0,0,11.076097,5.6159158,-0.00037342557,10.991393,11.076029,22.185427,-9.49578
2.0,0.85894775,-0.0053299037,0.0,0,11.076097,5.9159179,-0.00038376483,10.942973,11.075582,22.137529,-9.4955435
2.1,0.85761768,-0.0054293899,0.0,0,11.076097,6.2159162,-0.00039138718,10.925169,11.076525,22.130869,-9.4957705
2.2,0.85155135,-0.0056033889,0.0,0,11.076097,6.5159168,-0.00036939769,10.842201,11.07667,22.08881,-9.4953184
2.3,0.85141665,-0.0058302092,0.0,0,11.076097,6.815917,-0.00034799232,10.850834,11.076191,22.151028,-9.4948511
2.4,0.84536666,-0.0057052653,0.0,0,11.076097,7.1159158,-0.00032001644,10.768711,11.076574,22.204458,-9.4946547
2.5,0.84692377,-0.0058930945,0.0,0,11.076097,7.4159174,-0.00035319093,10.780634,11.07573,22.072048,-9.4940538
2.6,0.85335416,-0.005669869,0.0,0,11.076097,7.7159162,-0.00036461934,10.867791,11.077118,22.160164,-9.4942312
2.7,0.86075336,-0.0055441782,0.0,0,11.076097,8.0159168,-0.0003597934,10.964206,11.076098,22.145649,-9.4946356
2.8,0.85847849,-0.0055854465,0.0,0,11.076097,8.315917,-0.00038455013,10.934171,11.076624,22.075541,-9.4946566
2.9,0.85980421,-0.0054469076,0.0,0,11.076097,8.6159143,-0.00039177656,10.948716,11.076442,22.117218,-9.4946671
3.0,0.85655212,-0.0053167678,0.0,0,11.076097,8.9159164,-0.00040550326,10.926369,11.076416,22.178982,-9.4945993
3.1,0.84783256,-0.0053823404,0.0,0,11.076097,9.2159157,-0.00040528094,10.80781,11.076193,22.090786,-9.4945688
3.2,0.84196085,-0.0053490545,0.0,0,11.076097,9.5159168,-0.00039074532,10.720563,11.075974,22.152924,-9.494462
3.3,0.83592558,-0.0056256652,0.0,0,11.076097,9.815917,-0.00035774303,10.651601,11.076656,22.117773,-9.4940462
3.4,0.83948892,-0.0056009558,0.0,0,11.076097,10.115913,-0.00035613257,10.686116,11.076557,22.158781,-9.4937649
