Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.79622734,0.36634052,0.0,0,11.076097,0.0015928604,0.024736173,9.8791466,11.076263,23.755379,-9.1290522
0.1,0.79050457,0.045125581,0.0,0,11.076097,0.2196236,0.003028282,10.035228,11.076521,23.769264,-9.4749069
0.2,0.78577864,-0.00073666422,0.0,0,11.076097,0.51607424,-2.57722e-05,9.9943275,11.07655,23.810411,-9.4955616
0.3,0.78287745,-0.0024790738,0.0,0,11.076097,0.81592077,-0.0001595135,9.9618006,11.076339,23.730099,-9.4972525
0.4,0.77502185,-0.002501122,0.0,0,11.076097,1.1159149,-0.00017713515,9.8751926,11.077121,23.720896,-9.4975967
0.5,0.7703014,-0.0023805276,0.0,0,11.076097,1.4159136,-0.00016690383,9.8049402,11.075761,23.755718,-9.4974232
0.6,0.76842988,-0.0023977824,0.0,0,11.076097,1.715915,-0.00019615535,9.7841692,11.075973,23.77384,-9.4976997
0.7,0.75719744,-0.0026366338,0.0,0,11.076097,2.0159137,-0.00015307755,9.6359634,11.076151,23.689157,-9.4974298
0.8,0.75598097,-0.0024974265,0.0,0,11.076097,2.3159142,-0.00017213414,9.63416,11.075601,23.698996,-9.4972115
0.9,0.75552154,-0.0027477255,0.0,0,11.076097,2.6159146,-0.00016791803,9.6192751,11.075682,23.681177,-9.4972029
1.0,0.74888623,-0.0024272217,0.0,0,11.076097,2.9159131,-0.00015506508,9.5477247,11.076984,23.696562,-9.4970388
1.1,0.74354005,-0.002365428,0.0,0,11.076097,3.2159152,-0.00017361598,9.4717236,11.076447,23.686209,-9.4965897
1.2,0.74742913,-0.0026392504,0.0,0,11.076097,3.5159137,-0.00017397004,9.5065613,11.077005,23.751308,-9.4965134
1.3,0.73939508,-0.0024051014,0.0,0,11.076097,3.8159137,-0.00019334786,9.4201212,11.075907,23.698654,-9.496213
1.4,0.73683,-0.0027347186,0.0,0,11.076097,4.1159148,-0.00014353385,9.3826714,11.077153,23.729042,-9.4958849
