Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.0511171,0.3390114,0.0,0,11.076097,0.00076457317,0.022843653,13.060088,11.076841,22.931246,-9.1101074
0.1,1.038489,0.049825776,0.0,0,11.076097,0.21958682,0.0033732236,13.162177,11.075796,22.865364,-9.4563675
0.2,1.029181,-0.00044631964,0.0,0,11.076097,0.51607418,-1.6416578e-05,13.089533,11.076078,22.877317,-9.4772844
0.3,1.027367,-0.0023222654,0.0,0,11.076097,0.81592071,-0.00015153918,13.08357,11.075823,22.878685,-9.4797783
0.4,1.0249201,-0.0028937585,0.0,0,11.076097,1.1159154,-0.00018831441,13.049261,11.076477,22.873566,-9.4803333
0.5,1.0208554,-0.0028842436,0.0,0,11.076097,1.4159147,-0.00017776559,12.99389,11.076156,22.928963,-9.4807615
0.6,1.0204102,-0.0029400864,0.0,0,11.076097,1.7159144,-0.0001908813,12.997622,11.076539,22.958748,-9.4810658
0.7,1.0149555,-0.0028542648,0.0,0,11.076097,2.0159152,-0.00019929171,12.918878,11.077491,22.991594,-9.4810286
0.8,1.0122148,-0.0024439832,0.0,0,11.076097,2.3159137,-0.00017720413,12.884753,11.076305,22.954462,-9.4809542
0.9,1.0019728,-0.0025605068,0.0,0,11.076097,2.6159155,-0.00017178821,12.755934,11.076665,22.909237,-9.480731
1.0,0.99458647,-0.0025233789,0.0,0,11.076097,2.9159141,-0.00015609873,12.656746,11.076495,22.91972,-9.4802666
1.1,0.9918462,-0.0027224198,0.0,0,11.076097,3.2159142,-0.00018051082,12.6256,11.075889,22.935629,-9.4801226
1.2,0.98269302,-0.0027062141,0.0,0,11.076097,3.5159154,-0.00018088991,12.506738,11.076376,22.924009,-9.4796371
1.3,0.97814077,-0.0026645118,0.0,0,11.076097,3.8159134,-0.00015605145,12.459475,11.077168,22.928385,-9.4796324
1.4,0.97480595,-0.0028388153,0.0,0,11.076097,4.1159148,-0.00018283393,12.422931,11.075731,22.880848,-9.4789982
1.5,0.97479063,-0.0026717868,0.0,0,11.076097,4.4159145,-0.00018675758,12.41898,11.076692,22.911682,-9.4787683
1.6,0.97167885,-0.0028711034,0.0,0,11.076097,4.7159147,-0.00021465668,12.369099,11.076082,22.897852,-9.4785347
1.7,0.96917385,-0.0026409859,0.0,0,11.076097,5.0159149,-0.00018395003,12.337453,11.076177,22.913898,-9.4782534
1.8,0.9641338,-0.0029103612,0.0,0,11.076097,5.3159132,-0.00018154469,12.272735,11.075993,22.944809,-9.4776373
1.9,0.96015108,-0.0030080716,0.0,0,11.076097,5.6159148,-0.00019262228,12.226388,11.07566,22.937323,-9.477252
2.0,0.95856804,-0.0030834591,0.0,0,11.076097,5.9159141,-0.0002031983,12.208177,11.074782,22.951252,-9.4773359
2.1,0.95233542,-0.0031307226,0.0,0,11.076097,6.2159138,-0.0001916169,12.121892,11.076216,22.94618,-9.4769297
2.2,0.94877201,-0.0029318256,0.0,0,11.076097,6.5159149,-0.00019262914,12.086252,11.075715,22.929344,-9.4767828
2.3,0.95269269,-0.0028404784,0.0,0,11.076097,6.8159132,-0.00019286762,12.14076,11.076237,22.90407,-9.4770269
2.4,0.94959247,-0.0027206044,0.0,0,11.076097,7.1159153,-0.00019965578,12.095202,11.076557,22.977961,-9.4769287
2.5,0.95131296,-0.0027664674,0.0,0,11.076097,7.4159141,-0.00018777368,12.125998,11.076201,22.924637,-9.4765358
2.6,0.94907439,-0.0031161741,0.0,0,11.076097,7.7159138,-0.00019413441,12.094812,11.076903,22.965939,-9.4763184
2.7,0.94850916,-0.0030037654,0.0,0,11.076097,8.0159159,-0.00019061474,12.062455,11.07655,22.966038,-9.4762669
2.8,0.94537735,-0.0029511903,0.0,0,11.076097,8.3159142,-0.00019582664,12.032377,11.076803,22.917362,-9.4761181
2.9,0.94497681,-0.0028486347,0.0,0,11.076097,8.6159143,-0.00017456012,12.03057,11.076721,22.942734,-9.4761276
3.0,0.94132727,-0.0029682596,0.0,0,11.076097,8.9159136,-0.00019885975,11.971202,11.076342,22.977592,-9.4759808
3.1,0.94255298,-0.0029389863,0.0,0,11.076097,9.2159128,-0.00021214457,12.012025,11.076724,22.928442,-9.4761114
3.2,0.94429892,-0.0026689023,0.0,0,11.076097,9.5159159,-0.00019965439,12.002938,11.076097,22.939228,-9.4762039
3.3,0.94969708,-0.0031226219,0.0,0,11.076097,9.8159132,-0.00021458995,12.107628,11.075632,22.911383,-9.476366
3.4,0.94544822,-0.0032592956,0.0,0,11.076097,10.115915,-0.00020214684,12.041852,11.07583,22.904562,-9.4760618
3.5,0.9401648,-0.002998624,0.0,0,11.076097,10.415914,-0.00019305963,11.965355,11.076258,22.909603,-9.4758043
3.6,0.93768561,-0.0029571438,0.0,0,11.076097,10.715914,-0.00019245032,11.926119,11.077022,22.89924,-9.4757586
3.7,0.93250245,-0.0027569095,0.0,0,11.076097,11.015915,-0.00016356715,11.869488,11.076138,22.865908,-9.4755039
3.8,0.92754537,-0.0034044005,0.0,0,11.076097,11.315912,-0.0002199685,11.807955,11.076079,22.96427,-9.475275
3.9,0.92475855,-0.0030914878,0.0,0,11.076097,11.615914,-0.00022224811,11.781726,11.076481,22.97072,-9.4748955
4.0,0.9234814,-0.002884381,0.0,0,11.076097,11.915915,-0.00021396148,11.766322,11.076088,22.969645,-9.4749651
4.1,0.92419147,-0.0029685185,0.0,0,11.076097,12.215915,-0.0001989361,11.780879,11.076019,22.907455,-9.4744205
4.2,0.92054546,-0.0032125008,0.0,0,11.076097,12.515914,-0.00020289476,11.724202,11.076339,22.879276,-9.4743633
4.3,0.92480099,-0.0030840985,0.0,0,11.076097,12.815911,-0.00019284569,11.773876,11.07664,22.940311,-9.4742899
4.4,0.92738944,-0.003323253,0.0,0,11.076097,13.115915,-0.00021907514,11.801054,11.076568,22.947596,-9.4740496
4.5,0.92453492,-0.0034962583,0.0,0,11.076097,13.415915,-0.00021184405,11.772571,11.076343,22.930672,-9.4740877
4.6,0.91974002,-0.0034532351,0.0,0,11.076097,13.715913,-0.00022892449,11.710612,11.076956,22.949047,-9.4739475
4.7,0.91615289,-0.0033369155,0.0,0,11.076097,14.015915,-0.00023235467,11.670515,11.076254,22.921078,-9.4738541
4.8,0.91118896,-0.0030878363,0.0,0,11.076097,14.315914,-0.00022294199,11.597435,11.075925,22.923037,-9.4736538
