Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.7796973,0.64416194,0.0,0,11.076097,0.0016076213,0.043846339,9.5102749,11.076338,27.651932,-9.1710911
0.1,0.78269684,0.030252401,0.0,0,11.076097,0.2193391,0.0020215509,9.9484482,11.0759,27.624969,-9.4904308
0.2,0.77097905,-0.0027081771,0.0,0,11.076097,0.51577955,-0.00019891877,9.8146963,11.076157,27.622902,-9.508667
0.3,0.77044845,-0.0041347397,0.0,0,11.076097,0.81562418,-0.00029612996,9.8010941,11.075801,27.646244,-9.5102215
0.4,0.76902258,-0.0041323542,0.0,0,11.076097,1.1156189,-0.00028670143,9.7828054,11.075735,27.630411,-9.5105963
0.5,0.76741439,-0.0042608096,0.0,0,11.076097,1.4156178,-0.00029184739,9.7748079,11.076494,27.662138,-9.5110693
0.6,0.76350701,-0.0044974396,0.0,0,11.076097,1.7156171,-0.00031240564,9.720356,11.07603,27.668247,-9.5113153
0.7,0.76033831,-0.0044473736,0.0,0,11.076097,2.0156183,-0.00029544675,9.6895657,11.075959,27.658106,-9.5112705
0.8,0.74801207,-0.0044627278,0.0,0,11.076097,2.3156168,-0.00026978421,9.5165567,11.075811,27.711962,-9.5108738
0.9,0.74249697,-0.0044264258,0.0,0,11.076097,2.6156182,-0.00025558265,9.4513416,11.076059,27.695465,-9.5105867
1.0,0.73635042,-0.0044863638,0.0,0,11.076097,2.915617,-0.00023841385,9.3668346,11.076168,27.671637,-9.5101099
1.1,0.73546827,-0.0044542067,0.0,0,11.076097,3.2156172,-0.00023673447,9.3733654,11.076685,27.670361,-9.5100107
1.2,0.73138946,-0.0045156213,0.0,0,11.076097,3.5156176,-0.00026231224,9.3168087,11.076718,27.721422,-9.5097332
1.3,0.72883421,-0.0043641645,0.0,0,11.076097,3.8156164,-0.00027370529,9.2844954,11.076629,27.645451,-9.5097713
1.4,0.72642273,-0.0041818609,0.0,0,11.076097,4.1156178,-0.0002787142,9.2489233,11.076401,27.704327,-9.5092268
1.5,0.72112089,-0.0042271363,0.0,0,11.076097,4.415616,-0.00031393988,9.1789551,11.075992,27.695036,-9.5086374
1.6,0.71420491,-0.0041273735,0.0,0,11.076097,4.7156157,-0.0003256831,9.0897903,11.07624,27.673283,-9.508132
1.7,0.71170783,-0.0043060821,0.0,0,11.076097,5.0156174,-0.00031538677,9.0564642,11.076148,27.66733,-9.5078297
1.8,0.7067129,-0.0044855177,0.0,0,11.076097,5.3156161,-0.0003081864,8.9922504,11.076026,27.723261,-9.5075769
1.9,0.70359892,-0.0046022832,0.0,0,11.076097,5.6156173,-0.00028645436,8.9481106,11.075905,27.724627,-9.5072479
2.0,0.69706011,-0.0043248087,0.0,0,11.076097,5.9156165,-0.00025783319,8.87605,11.076014,27.69846,-9.5065975
2.1,0.6941781,-0.0043728505,0.0,0,11.076097,6.2156162,-0.0002605097,8.8355694,11.075121,27.739969,-9.5059032
2.2,0.69150257,-0.0044991048,0.0,0,11.076097,6.5156169,-0.00027704187,8.8048801,11.075651,27.748367,-9.5052614
2.3,0.68678302,-0.0045016999,0.0,0,11.076097,6.8156161,-0.00030184121,8.7436018,11.076287,27.75317,-9.504982
2.4,0.68930763,-0.0044353269,0.0,0,11.076097,7.1156168,-0.00034489424,8.7785149,11.075819,27.678762,-9.5045643
2.5,0.68686539,-0.0041691083,0.0,0,11.076097,7.415616,-0.00032386472,8.7416134,11.076229,27.723291,-9.5045452
2.6,0.6921972,-0.004398454,0.0,0,11.076097,7.7156153,-0.00033688493,8.8262129,11.075802,27.749779,-9.5048981
2.7,0.68853217,-0.0043416377,0.0,0,11.076097,8.0156174,-0.00032909104,8.7730417,11.075964,27.757961,-9.5043678
2.8,0.69589043,-0.0043590642,0.0,0,11.076097,8.3156147,-0.00031511634,8.8550339,11.07579,27.72798,-9.5045195
2.9,0.70447296,-0.00450033,0.0,0,11.076097,8.6156158,-0.00032070489,8.959609,11.075786,27.731346,-9.5050449
3.0,0.7041896,-0.0042875512,0.0,0,11.076097,8.915616,-0.00029927006,8.9588337,11.075959,27.675085,-9.5053129
3.1,0.70411468,-0.0044829594,0.0,0,11.076097,9.2156153,-0.00029928345,8.9707136,11.075788,27.679501,-9.5058556
3.2,0.70538247,-0.0044071521,0.0,0,11.076097,9.5156164,-0.00030498483,8.9836454,11.076339,27.725012,-9.506094
3.3,0.70210946,-0.0046904003,0.0,0,11.076097,9.8156157,-0.00032001254,8.9390697,11.076515,27.715742,-9.5060167
3.4,0.69429427,-0.0046921801,0.0,0,11.076097,10.115616,-0.00027943397,8.8398485,11.076468,27.749332,-9.5058622
3.5,0.68959266,-0.0046670712,0.0,0,11.076097,10.415615,-0.00027336643,8.7848539,11.076657,27.741278,-9.5056086
3.6,0.68806905,-0.0047835149,0.0,0,11.076097,10.715614,-0.00026492384,8.7647457,11.076647,27.674992,-9.5053682
3.7,0.68710035,-0.0046732579,0.0,0,11.076097,11.015617,-0.00024692298,8.7553921,11.07649,27.763466,-9.5049887
3.8,0.68313283,-0.0049974136,0.0,0,11.076097,11.315615,-0.00029837555,8.7096958,11.076587,27.776461,-9.5046053
3.9,0.68440533,-0.0044752783,0.0,0,11.076097,11.615615,-0.00027979919,8.7181807,11.076357,27.738983,-9.5044622
4.0,0.6801849,-0.0046158847,0.0,0,11.076097,11.915614,-0.00031048819,8.6644144,11.07575,27.78561,-9.5042658
4.1,0.67541713,-0.0044776918,0.0,0,11.076097,12.215615,-0.00034221998,8.5980234,11.075673,27.718519,-9.5035934
4.2,0.6730479,-0.0043848786,0.0,0,11.076097,12.515616,-0.00033338382,8.582242,11.075941,27.725508,-9.503479
4.3,0.6723029,-0.0043614241,0.0,0,11.076097,12.815613,-0.00031761988,8.5592766,11.075529,27.808054,-9.5033913
4.4,0.67255789,-0.0043323357,0.0,0,11.076097,13.115615,-0.00029517675,8.5593596,11.076354,27.656992,-9.5034409
4.5,0.67096508,-0.0046339119,0.0,0,11.076097,13.415616,-0.00028611979,8.5345774,11.075882,27.747217,-9.5032663
4.6,0.6704247,-0.0044158362,0.0,0,11.076097,13.715615,-0.00026562266,8.5317516,11.075746,27.743547,-9.5032816
4.7,0.67388707,-0.0045633856,0.0,0,11.076097,14.015616,-0.00026814983,8.5743771,11.076128,27.70446,-9.5032635
4.8,0.67165107,-0.0044664298,0.0,0,11.076097,14.315614,-0.00027779426,8.5518322,11.075997,27.701273,-9.5031738
4.9,0.67016613,-0.0044978787,0.0,0,11.076097,14.615615,-0.00030564761,8.5367088,11.076193,27.665359,-9.503335
5.0,0.66335273,-0.0043375934,0.0,0,11.076097,14.915614,-0.00034062244,8.4535112,11.076502,27.672691,-9.5028038
5.1,0.66818708,-0.0044064685,0.0,0,11.076097,15.215612,-0.00033937412,8.5058079,11.075665,27.730181,-9.5024624
5.2,0.66037405,-0.0044055576,0.0,0,11.076097,15.515615,-0.00033929359,8.4099531,11.076139,27.68775,-9.5022516
5.3,0.65718669,-0.0045131082,0.0,0,11.076097,15.815614,-0.00033680865,8.3736553,11.076324,27.699179,-9.5016613
5.4,0.6554758,-0.0044727917,0.0,0,11.076097,16.115614,-0.00032275383,8.3358898,11.075805,27.682774,-9.501195
5.5,0.65152907,-0.0044317348,0.0,0,11.076097,16.415617,-0.0003153682,8.2889423,11.07619,27.74608,-9.5010548
5.6,0.64971244,-0.0046182838,0.0,0,11.076097,16.715612,-0.00032099645,8.2724609,11.075715,27.758751,-9.5005894
