level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress,sampled strain,sampled stress,fitting strain,fitting stress,model strain,ramberg stress,ramberg plastic strain,ramberg accumulated plastic strain
2437,2437,212.0103,0.42579189,0.090491921,0.0,0,9.0922337,0.0,0.0060958923,5.157339761240268,10.140811,500.39365,-9.2089701,5.157339761240268,0.0060958923,5.157339761240268,0.0,5.157339761240268,0.0,0.0,0.0,0.0
2438,2438,212.0105,1.640931,0.11184091,0.0,0,9.0629702,0.0,0.0073444108,19.84523535964449,10.103209,500.45395,-9.2083368,19.84523535964449,0.068649739,59.72157816556096,0.0490142735,42.594026827909744,0.002168773163716814,36.414131213921934,0.0021679401451233085,0.0021679401451233085
2439,2439,212.0107,3.2889717,0.14669029,0.0,0,9.0337057,0.0,0.0091848122,39.67733831893395,10.07314,500.51422,-9.2084837,39.67733831893395,0.12594907,54.50744740142755,0.098028547,57.048162194851486,0.004337546327433628,37.6360204746758,0.0043366853566018165,0.0043366853566018165
2440,2440,212.0109,4.3338475,0.18381904,0.0,0,9.0044422,0.0,0.011890721,52.14330603404753,10.046939,500.57449,-9.2077169,52.14330603404753,0.16527732,53.14167199246988,0.1470428205,53.77491224627601,0.006506319491150442,38.455920732401204,0.0065054397640793155,0.0065054397640793155
2441,2441,212.0111,4.7077785,0.21328419,0.0,0,8.9751778,0.0,0.014155177,56.522343737244206,10.013556,500.6348,-9.2060976,56.522343737244206,0.20378716,53.565370066393456,0.196057094,53.48032130806306,0.008675092654867256,39.0904728210406,0.008674198411626973,0.008674198411626973
2442,2442,212.0113,4.7515926,0.24676077,0.0,0,8.9459143,0.0,0.015957301,56.910808687744485,9.971734,500.69507,-9.203784,56.910808687744485,0.24569985,54.00867669715622,0.24507136749999997,54.00202929610493,0.01084386581858407,39.61526918035678,0.010842959569973602,0.010842959569973602
2443,2443,212.0115,4.7625852,0.30824369,0.0,0,8.9166498,0.0,0.019780027,56.78919829079378,9.9260597,500.75534,-9.2020216,56.78919829079378,0.29242918,53.55592327473816,0.294085641,53.54093078993787,0.013012638982300885,40.06646399438802,0.01301172241204723,0.01301172241204723
2444,2444,212.0117,4.632462,0.39446646,0.0,0,8.8873854,0.0,0.025656467,54.89208672736002,9.8761816,500.81561,-9.2019873,54.89208672736002,0.34191543,53.108027519300194,0.3430999145,53.09160511614871,0.0151814121460177,40.464417979529955,0.015180486472071113,0.015180486472071113
2445,2445,212.0119,4.3270526,0.47480282,0.0,0,8.8581219,0.0,0.031043185,50.972410640145554,9.8234386,500.87592,-9.202713,50.972410640145554,0.39160225,52.41913966187785,0.392114188,52.4080253965151,0.017350185309734513,40.821832782067524,0.017349251459479274,0.017349251459479274
2446,2446,212.0121,4.2640038,0.52533001,0.0,0,8.8288574,0.0,0.034938399,50.04328415059975,9.7673416,500.93619,-9.2039661,50.04328415059975,0.44119102,51.34255861340626,0.44112846149999996,51.34391676960818,0.019518958473451326,41.14721240933744,0.019518017179731957,0.019518017179731957
2447,2447,212.0123,4.6089058,0.56114042,0.0,0,8.7995939,0.0,0.037822299,53.94831387763282,9.7069063,500.99646,-9.204917,53.94831387763282,0.48859152,50.52550812284684,0.49014273499999994,50.50623379006454,0.02168773163716814,41.446554117922766,0.021686783495634455,0.021686783495634455
2448,2448,212.0125,4.764317,0.61606091,0.0,0,8.7703295,0.0,0.040981539,55.54100717984034,9.6490374,501.05676,-9.2053814,55.54100717984034,0.53696948,49.92439680019431,0.5391570084999999,49.91466173259063,0.023856504800884956,41.72425944931823,0.023855550306496023,0.023855550306496023
