level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress,sampled strain,sampled stress,fitting strain,fitting stress,model strain,ramberg stress,ramberg plastic strain,ramberg accumulated plastic strain
1982,1982,165.3457,6.9407258,0.37495244,0.0,0,8.7703018,0.0,0.025029739,82.36089207491317,9.7065926,363.42764,-9.2840738,82.36089207491317,0.47381309,94.4756476172453,0.475782395,94.45145644921911,0.020913511868131868,92.30208221122356,0.02090863105477188,0.02090863105477188
1983,1983,165.3459,7.2935557,0.42175952,0.0,0,8.7416267,0.0,0.027708059,86.25234661149562,9.6549225,363.51288,-9.2840691,86.25234661149562,0.5212158,93.89334730190204,0.5233606345,93.88181472707392,0.023004863054945056,92.3921629349265,0.022999977478234238,0.022999977478234238
1984,1984,165.3461,7.4629827,0.46529588,0.0,0,8.7136612,0.0,0.030638635,87.9748586449586,9.606493,363.59811,-9.2840986,87.9748586449586,0.56715256,93.64634963282252,0.570938874,93.61813658767998,0.025096214241758244,92.47466920653993,0.025091324302223716,0.025091324302223716
1985,1985,165.3463,7.5317626,0.51101309,0.0,0,8.6858225,0.0,0.034294948,88.48772193005645,9.5601206,363.68335,-9.2841034,88.48772193005645,0.61477214,93.29152080451917,0.6185171135,93.2855483962831,0.02718756542857143,92.55079518282615,0.02718267146359486,0.02718267146359486
1986,1986,165.3465,7.8228846,0.54433584,0.0,0,8.6579905,0.0,0.036522839,91.68243788758,9.5139418,363.76859,-9.2840757,91.68243788758,0.66249794,93.21540866087054,0.666095353,93.22299089401919,0.029278916615384617,92.62147188334454,0.02927401891311658,0.02927401891311658
1987,1987,165.3467,8.0751944,0.55054474,0.0,0,8.6301584,0.0,0.037060477,94.59606665368334,9.4730787,363.85382,-9.2834082,94.59606665368334,0.71072632,93.3170591584758,0.7136735925000001,93.35151017771511,0.0313702678021978,92.68743939986497,0.03136536661165379,0.03136536661165379
1988,1988,165.3469,7.9609499,0.56655842,0.0,0,8.6023264,0.0,0.038411759,93.14744542903192,9.4393501,363.93906,-9.2827959,93.14744542903192,0.75846589,93.87509267744858,0.761251832,93.90387212284445,0.03346161898901099,92.74929588986761,0.0334567145275767,0.0334567145275767
1989,1989,165.3471,7.6877217,0.60741675,0.0,0,8.5744953,0.0,0.040758841,89.67870906797127,9.4066734,364.02432,-9.2829733,89.67870906797127,0.80694735,94.37591772362032,0.8088300715,94.40296863185179,0.03555297017582418,92.80753177870193,0.03554806263495228,0.03554806263495228
1990,1990,165.3473,7.71205,0.64359951,0.0,0,8.5466623,0.0,0.043118067,89.72101389323467,9.3742037,364.10956,-9.2832355,89.72101389323467,0.85458928,95.06043610639772,0.856408311,95.0983611931921,0.037644321362637366,92.86255422965824,0.03763941091225024,0.03763941091225024
1991,1991,165.3475,7.9884343,0.67302883,0.0,0,8.5188303,0.0,0.045712087,92.73296811817634,9.3449717,364.19479,-9.2831774,92.73296811817634,0.90389919,96.0885013876234,0.9039865505,96.09115506350561,0.03973567254945055,92.91470502937023,0.03973075934139735,0.03973075934139735
1992,1992,165.3477,8.2013712,0.70056087,0.0,0,8.4909992,0.0,0.04763839,95.00939417060904,9.3145542,364.26282,-9.2834988,95.00939417060904,0.95156479,97.5363989286328,0.95156479,97.5363989286328,0.041827023736263735,92.96427390818353,0.041822107907073074,0.041822107907073074
1993,1993,165.3479,8.297472,0.72593355,0.0,0,8.4631662,0.0,0.048956331,95.94045925798616,9.2828283,364.30518,-9.2833261,95.94045925798616,,,,,0.043918374923076924,93.01150862756379,0.04391345659617609,0.04391345659617609
1994,1994,165.3481,8.4234905,0.76524359,0.0,0,8.4353342,0.0,0.051814888,97.110942342259,9.245801,364.3475,-9.2831326,97.110942342259,,,,,0.04600972610989011,93.0566227331448,0.046004805397414396,0.046004805397414396
1995,1995,165.3483,8.5400314,0.81935084,0.0,0,8.4075031,0.0,0.055666558,98.05449492626204,9.2057686,364.38986,-9.2830782,98.05449492626204,,,,,0.0481010772967033,93.09980159387614,0.04809615430098591,0.04809615430098591
1996,1996,165.3485,8.4266939,0.86982626,0.0,0,8.3796701,0.0,0.058823511,96.38495241773693,9.1670876,364.43219,-9.2828646,96.38495241773693,,,,,0.05019242848351649,93.14120716301868,0.05018750329832677,0.05018750329832677
1997,1997,165.3487,8.1696205,0.91261995,0.0,0,8.3518381,0.0,0.062171876,93.141844554813,9.1267147,364.47455,-9.2828989,93.141844554813,,,,,0.05228377967032967,93.1809817727116,0.05227885238191062,0.05227885238191062
1998,1998,165.3489,8.1389208,0.95276463,0.0,0,8.324007,0.0,0.065346576,92.50893248345936,9.0815506,364.51688,-9.282979,92.50893248345936,,,,,0.05437513085714286,93.21925118882635,0.05437020154508715,0.05437020154508715
1999,1999,165.3491,8.3710546,0.99207664,0.0,0,8.296175,0.0,0.067695007,94.8624637757923,9.0403881,364.55923,-9.2829418,94.8624637757923,,,,,0.056466482043956046,93.25612709246973,0.056461550781950795,0.056461550781950795
2000,2000,165.3493,8.524291,1.0306028,0.0,0,8.268343,0.0,0.070602126,96.31457758142226,9.0033627,364.60156,-9.2830572,96.31457758142226,,,,,0.058557833230769234,93.29170911296598,0.05855290008723329,0.05855290008723329
2001,2001,165.3495,8.4914522,1.0621005,0.0,0,8.2405109,0.0,0.07338158,95.71191014710196,8.9634151,364.64392,-9.2830515,95.71191014710196,,,,,0.06064918441758242,93.32608650627573,0.06064424945621488,0.06064424945621488
2002,2002,165.3497,8.4880257,1.0846555,0.0,0,8.2126789,0.0,0.074712612,95.5074829353212,8.9297323,364.68625,-9.2831011,95.5074829353212,,,,,0.0627405356043956,93.35933955064012,0.06273559888465058,0.06273559888465058
2003,2003,165.3499,8.6454821,1.1013023,0.0,0,8.1848469,0.0,0.075852521,97.15453900507347,8.8988314,364.72861,-9.2836523,97.15453900507347,,,,,0.0648318867912088,93.39154071461016,0.06482694836870835,0.06482694836870835
2004,2004,165.3501,8.7481346,1.1216658,0.0,0,8.1570148,0.0,0.077657342,98.15381506370726,8.8665361,364.77094,-9.2838411,98.15381506370726,,,,,0.06692323797802198,93.42275564101695,0.06691829790491706,0.06691829790491706
2005,2005,165.3503,8.6181717,1.156823,0.0,0,8.1291828,0.0,0.079656318,96.43319692424632,8.8381147,364.81329,-9.2837543,96.43319692424632,,,,,0.06901458916483516,93.45304398034285,0.06900964749012248,0.06900964749012248
2006,2006,165.3505,8.4462013,1.1906265,0.0,0,8.1013508,0.0,0.081993423,94.26161810072132,8.8139572,364.85562,-9.2836733,94.26161810072132,,,,,0.07110594035164836,93.48246010045139,0.07110099712144972,0.07110099712144972
2007,2007,165.3507,8.5396128,1.2115593,0.0,0,8.0735188,0.0,0.084220953,95.14926331415128,8.7859545,364.89798,-9.2834129,95.14926331415128,,,,,0.07319729153846154,93.5110536942467,0.07319234679627107,0.07319234679627107
2008,2008,165.3509,8.8192949,1.2374334,0.0,0,8.0462427,0.0,0.08576563,98.0678315923785,8.755827,364.94031,-9.2828321,98.0678315923785,,,,,0.07528864272527473,93.53887030205061,0.07528369651217844,0.07528369651217844
2009,2009,165.3511,8.9722433,1.2698643,0.0,0,8.0196371,0.0,0.0876875,99.51648743694705,8.7257824,364.98267,-9.2831554,99.51648743694705,,,,,0.07737999391208791,93.56595176310664,0.07737504626695939,0.07737504626695939
2010,2010,165.3513,8.9373493,1.3048011,0.0,0,7.9931507,0.0,0.090645507,98.8589362959897,8.6939907,365.02499,-9.2830687,98.8589362959897,,,,,0.0794713450989011,93.59233660701314,0.07946639605857653,0.07946639605857653
2011,2011,165.3515,8.8894625,1.3513713,0.0,0,7.96667,0.0,0.093844526,97.97055098711128,8.6617651,365.06735,-9.2823486,97.97055098711128,,,,,0.08156269628571429,93.61806039486807,0.08155774588514948,0.08155774588514948
2012,2012,165.3517,8.9198666,1.3934797,0.0,0,7.9401903,0.0,0.096616209,97.9801710473496,8.6288719,365.10968,-9.2823191,97.9801710473496,,,,,0.08365404747252747,93.64315601740445,0.08364909574493896,0.08364909574493896
2013,2013,165.3519,8.9151058,1.4201484,0.0,0,7.9137106,0.0,0.099120297,97.7218467501554,8.5900688,365.15204,-9.282567,97.7218467501554,,,,,0.08574539865934067,93.66765395648663,0.08574044563633319,0.08574044563633319
2014,2014,165.3521,8.813386,1.4569892,0.0,0,7.8872304,0.0,0.10169546,96.32547500488133,8.5531673,365.19437,-9.2831802,96.32547500488133,,,,,0.08783674984615385,93.6915825154702,0.08783179555783548,0.08783179555783548
2015,2015,165.3523,8.7471809,1.4981666,0.0,0,7.8607502,0.0,0.10422719,95.28972569013855,8.5214405,365.23672,-9.2836781,95.28972569013855,,,,,0.08992810103296703,93.71496802242426,0.08992314550805365,0.08992314550805365
2016,2016,165.3525,8.8447132,1.5205263,0.0,0,7.8342705,0.0,0.10652275,96.18081193263168,8.4878016,365.27905,-9.283843,96.18081193263168,,,,,0.09201945221978022,93.73783501036696,0.09201449548569043,0.09201449548569043
2017,2017,165.3527,8.9902868,1.5423516,0.0,0,7.8077903,0.0,0.10845018,97.59376374508888,8.4554443,365.32141,-9.2840071,97.59376374508888,,,,,0.0941108034065934,93.76020637722088,0.094105845489535,0.094105845489535
2018,2018,165.3529,9.0381498,1.5661951,0.0,0,7.7813101,0.0,0.10970087,97.92654398715116,8.4262524,365.36374,-9.2834253,97.92654398715116,,,,,0.0962021545934066,93.78210352835019,0.09619719551845549,0.09619719551845549
2019,2019,165.3531,9.0498848,1.580395,0.0,0,7.7548299,0.0,0.11099271,97.9422970827917,8.397974,365.4061,-9.282896,97.9422970827917,,,,,0.09829350578021978,93.80354650387785,0.09828854557139217,0.09828854557139217
2020,2020,165.3533,9.0898952,1.6090285,0.0,0,7.7283502,0.0,0.11328877,98.14968756694849,8.3711777,365.44843,-9.2827206,98.14968756694849,,,,,0.10038485696703298,93.82455409276058,0.10037989564735154,0.10037989564735154
2021,2021,165.3535,9.0982656,1.6485919,0.0,0,7.70187,0.0,0.11565929,97.92801648799076,8.345067,365.49078,-9.2832222,97.92801648799076,,,,,0.10247620815384616,93.84514393500172,0.10247124574540081,0.10247124574540081
2022,2022,165.3537,9.0352116,1.6708652,0.0,0,7.6753898,0.0,0.11758974,97.07487229463575,8.3171129,365.53314,-9.2831879,97.07487229463575,,,,,0.10456755934065934,93.86533261378437,0.10456259586466307,0.10456259586466307
2023,2023,165.3539,9.0094967,1.6938009,0.0,0,7.6489096,0.0,0.11976926,96.6194344629379,8.2913857,365.57547,-9.2824755,96.6194344629379,,,,,0.10665891052747253,93.88513573845475,0.10665394600431294,0.10665394600431294
2024,2024,165.3541,9.1194754,1.7237386,0.0,0,7.6224298,0.0,0.12146928,97.56214995174015,8.2653189,365.61783,-9.2822351,97.56214995174015,,,,,0.10875026171428571,93.90456801953367,0.10874529616357251,0.10874529616357251
2025,2025,165.3543,9.2617769,1.7456301,0.0,0,7.5959501,0.0,0.12306694,98.90871849361984,8.2360935,365.66016,-9.2827854,98.90871849361984,,,,,0.11084161290109891,93.92364333658765,0.1108366463417079,0.1108366463417079
2026,2026,165.3545,9.2821722,1.7773423,0.0,0,7.5694699,0.0,0.12588696,98.87127995998353,8.2070417,365.70251,-9.2830687,98.87127995998353,,,,,0.11293296408791209,93.94237479986775,0.11292799653802581,0.11292799653802581
2027,2027,165.3547,9.223546,1.8163228,0.0,0,7.5429897,0.0,0.12846763,97.93502421581528,8.17974,365.74484,-9.283061,97.93502421581528,,,,,0.11502431527472527,93.96077480623515,0.11501934675187071,0.11501934675187071
2028,2028,165.3549,9.236762,1.8407034,0.0,0,7.51651,0.0,0.13025147,97.88005212713692,8.1506901,365.7872,-9.2836027,97.88005212713692,,,,,0.11711566646153847,93.97885509026155,0.11711069698262215,0.11711069698262215
2029,2029,165.3551,9.3143721,1.8666346,0.0,0,7.4900303,0.0,0.13275081,98.49299535399672,8.1198273,365.82953,-9.2831392,98.49299535399672,,,,,0.11920701764835165,93.9966267705438,0.11920204722969212,0.11920204722969212
2030,2030,165.3553,9.3156147,1.9031997,0.0,0,7.4635501,0.0,0.13529457,98.21070150422156,8.0918713,365.87189,-9.2831211,98.21070150422156,,,,,0.12129836883516484,94.01410039235537,0.12129339749252306,0.12129339749252306
2031,2031,165.3555,9.2265835,1.9311939,0.0,0,7.4370699,0.0,0.13711697,97.04804655377724,8.063736,365.91422,-9.2835369,97.04804655377724,,,,,0.12338972002197802,94.03128596640647,0.12338474777058556,0.12338474777058556
2032,2032,165.3557,9.2057114,1.9535009,0.0,0,7.4105897,0.0,0.13936977,96.65038140004349,8.0358095,365.95657,-9.2835531,96.65038140004349,,,,,0.1254810712087912,94.0481930044762,0.1254760980633767,0.1254760980633767
2033,2033,165.3559,9.3035555,1.9768072,0.0,0,7.3846421,0.0,0.14126563,97.48955071758884,8.0082111,365.9989,-9.2837257,97.48955071758884,,,,,0.1275724223956044,94.06483055223431,0.1275674483704181,0.1275674483704181
2034,2034,165.3561,9.4069576,1.9955343,0.0,0,7.3593369,0.0,0.14226459,98.42025294783174,7.9807391,366.04126,-9.2831821,98.42025294783174,,,,,0.1296637735824176,94.08120721911908,0.1296587986912546,0.1296587986912546
2035,2035,165.3563,9.418582,2.0182705,0.0,0,7.3341479,0.0,0.14426231,98.35609883213353,7.9549265,366.08359,-9.2830572,98.35609883213353,,,,,0.13175512476923076,94.09733120616741,0.13175014902545243,0.13175014902545243
2036,2036,165.3565,9.3902264,2.0489485,0.0,0,7.3089638,0.0,0.14673793,97.81006389835557,7.9289131,366.12595,-9.2830954,97.81006389835557,,,,,0.13384647595604396,94.1132103314593,0.13384149937259823,0.13384149937259823
2037,2037,165.3567,9.4018087,2.0766191,0.0,0,7.2837796,0.0,0.14837739,97.70499263045,7.9032664,366.16827,-9.2832575,97.70499263045,,,,,0.13593782714285715,94.12885205362446,0.13593284973229763,0.13593284973229763
2038,2038,165.3569,9.4385624,2.0985575,0.0,0,7.2585959,0.0,0.1503718,97.90727865898226,7.8789687,366.21063,-9.2833738,97.90727865898226,,,,,0.13802917832967032,94.14426349368841,0.13802420010417402,0.13802420010417402
2039,2039,165.3571,9.45539,2.1217515,0.0,0,7.2334118,0.0,0.15249431,97.89153969189528,7.8539696,366.25296,-9.2829714,97.89153969189528,,,,,0.14012052951648352,94.1594514551551,0.14011555048786767,0.14011555048786767
2040,2040,165.3573,9.4719496,2.1479578,0.0,0,7.2082276,0.0,0.15391921,97.8475863348004,7.8294449,366.29532,-9.2835398,97.8475863348004,,,,,0.1422118807032967,94.17442244265821,0.14220690088303464,0.14220690088303464
2041,2041,165.3575,9.5342274,2.1741765,0.0,0,7.1830435,0.0,0.15599103,98.27400682299798,7.8044963,366.33765,-9.2841682,98.27400682299798,,,,,0.1443032318901099,94.18918267927762,0.1442982512893458,0.1442982512893458
2042,2042,165.3577,9.6092548,2.2003059,0.0,0,7.1578593,0.0,0.15854424,98.829453225995,7.7759266,366.30789,-9.2841663,98.829453225995,,,,,0.14639458307692307,94.20373812260296,0.14638960170648618,0.14638960170648618
2043,2043,165.3579,9.6234932,2.2286625,0.0,0,7.1326752,0.0,0.16032347,98.73905826506164,7.7484546,366.11069,-9.2839518,98.73905826506164,,,,,0.14848593426373627,94.21809447967999,0.148480952134154,0.148480952134154
2044,2044,165.3581,9.5873289,2.2534966,0.0,0,7.107491,0.0,0.16219933,98.16135913854282,7.722373,365.91348,-9.2839756,98.16135913854282,,,,,0.15057728545054946,94.23225722082667,0.15057230257205997,0.15057230257205997
2045,2045,165.3583,9.5678329,2.2769196,0.0,0,7.0823073,0.0,0.1645993,97.7672293588336,7.6957135,365.71628,-9.2837791,97.7672293588336,,,,,0.15266863663736263,94.24623159273249,0.15266365301992663,0.15266365301992663
2046,2046,165.3585,9.5757141,2.3094473,0.0,0,7.0571237,0.0,0.16669196,97.57739729385008,7.6681747,365.51907,-9.283865,97.57739729385008,,,,,0.15475998782417583,94.26002263038586,0.1547550034774878,0.1547550034774878
2047,2047,165.3587,9.5894308,2.3369281,0.0,0,7.0319395,0.0,0.16869408,97.48841506999928,7.6426868,365.3219,-9.2833948,97.48841506999928,,,,,0.15685133901098902,94.27363516837804,0.1568463539444878,0.1568463539444878
2048,2048,165.3589,9.6069336,2.3522658,0.0,0,7.0067549,0.0,0.17067081,97.5384395228231,7.618618,365.12469,-9.2832251,97.5384395228231,,,,,0.1589426901978022,94.28707385147507,0.15893770442068098,0.15893770442068098
2049,2049,165.3591,9.659236,2.3743179,0.0,0,6.9815712,0.0,0.17203733,97.8845436774841,7.5950727,364.92749,-9.2831125,97.8845436774841,,,,,0.16103404138461538,94.30034314441535,0.16102905490583133,0.16102905490583133
2050,2050,165.3593,9.7459536,2.398993,0.0,0,6.9563875,0.0,0.17346089,98.55453990880213,7.5714412,364.73029,-9.282444,98.55453990880213,,,,,0.16312539257142858,94.31344734112808,0.16312040539971173,0.16312040539971173
2051,2051,165.3595,9.7914553,2.4180999,0.0,0,6.9312034,0.0,0.17562371,98.85224025554966,7.547441,364.53308,-9.2823648,98.85224025554966,,,,,0.16521674375824177,94.32639057334127,0.16521175590210374,0.16521175590210374
2052,2052,165.3597,9.761548,2.4474723,0.0,0,6.9060192,0.0,0.17784378,98.30135695842915,7.5234857,364.33588,-9.2822647,98.30135695842915,,,,,0.16730809494505494,94.33917681872651,0.16730310641279697,0.16730310641279697
2053,2053,165.3599,9.7190466,2.4762559,0.0,0,6.8808351,0.0,0.17957656,97.63044868431544,7.4981799,364.13867,-9.2829456,97.63044868431544,,,,,0.16939944613186814,94.35180990845377,0.16939445693158892,0.16939445693158892
2054,2054,165.3601,9.7169628,2.490206,0.0,0,6.8556519,0.0,0.18130945,97.49181002457657,7.4744096,363.94147,-9.2837648,97.49181002457657,,,,,0.17149079731868133,94.36429353428143,0.17148580745828432,0.17148580745828432
2055,2055,165.3603,9.7447233,2.5151591,0.0,0,6.8304677,0.0,0.18331282,97.55917956595324,7.448132,363.74426,-9.284009,97.55917956595324,,,,,0.1735821485054945,94.37663125532198,0.17357715799269494,0.17357715799269494
2056,2056,165.3605,9.7862492,2.5480623,0.0,0,6.8052835,0.0,0.18527085,97.6952819968624,7.4214625,363.54706,-9.2840643,97.6952819968624,,,,,0.1756734996923077,94.38882650432726,0.1756685085346393,0.1756685085346393
2057,2057,165.3607,9.8467779,2.5668082,0.0,0,6.7800994,0.0,0.18731618,98.13922557835498,7.3986397,363.34985,-9.2839928,98.13922557835498,,,,,0.1777648508791209,94.40088259358046,0.1777598590839423,0.1777598590839423
2058,2058,165.3609,9.9122419,2.5921414,0.0,0,6.7554183,0.0,0.18957418,98.57358926560872,7.3747916,363.15265,-9.2839355,98.57358926560872,,,,,0.17985620206593406,94.41280272050919,0.17985120964043472,0.17985120964043472
2059,2059,165.3611,9.9499254,2.6226475,0.0,0,6.7313442,0.0,0.19137186,98.68469891832476,7.3503571,362.95547,-9.2835855,98.68469891832476,,,,,0.18194755325274725,94.42458997296445,0.18194256020395344,0.18194256020395344
2060,2060,165.3613,9.9441032,2.6397099,0.0,0,6.7073793,0.0,0.19307476,98.4795764247036,7.3252101,362.75827,-9.2830238,98.4795764247036,,,,,0.18403890443956045,94.43624733416621,0.18403391077434061,0.18403391077434061
2061,2061,165.3615,9.916132,2.666115,0.0,0,6.6834188,0.0,0.19564548,97.9751250301025,7.3011961,362.56107,-9.2826042,97.9751250301025,,,,,0.18613025562637364,94.44777768736611,0.18612526135144383,0.18612526135144383
2062,2062,165.3617,9.8918209,2.7002828,0.0,0,6.6594586,0.0,0.19776779,97.44131629034683,7.2780228,362.36386,-9.2824373,97.44131629034683,,,,,0.1882216068131868,94.45918382035426,0.1882166119351156,0.1882166119351156
2063,2063,165.3619,9.8959179,2.7172642,0.0,0,6.635499,0.0,0.19924939,97.33568415934904,7.2535586,362.16666,-9.2825136,97.33568415934904,,,,,0.190312958,94.47046842958066,0.19030796252521343,0.19030796252521343
2064,2064,165.3621,9.9269533,2.7356856,0.0,0,6.6115384,0.0,0.20132951,97.48207376611336,7.2301779,361.96945,-9.2825098,97.48207376611336,,,,,0.1924043091868132,94.48163412406537,0.1923993131215993,0.1923993131215993
2065,2065,165.3623,9.9715605,2.7625403,0.0,0,6.5875788,0.0,0.20301259,97.6874572567468,7.2053075,361.77225,-9.2831659,97.6874572567468,,,,,0.19449566037362637,94.4926834293018,0.19449066372413965,0.19449066372413965
2066,2066,165.3625,10.031512,2.7802339,0.0,0,6.5636187,0.0,0.204382,98.12056062796944,7.1796041,361.57504,-9.2839403,98.12056062796944,,,,,0.19658701156043956,94.50361879063553,0.19658201433270525,0.19658201433270525
2067,2067,165.3627,10.085981,2.802767,0.0,0,6.539659,0.0,0.20680751,98.45586068728744,7.1550274,361.37784,-9.2841396,98.45586068728744,,,,,0.19867836274725276,94.5144425767126,0.1986733649471708,0.1986733649471708
2068,2068,165.3629,10.108747,2.8335557,0.0,0,6.5156989,0.0,0.20894687,98.4076463544443,7.1328602,361.18063,-9.2846851,98.4076463544443,,,,,0.20076971393406595,94.52515708267147,0.20076471556741493,0.20076471556741493
2069,2069,165.3631,10.10529,2.8530073,0.0,0,6.4917393,0.0,0.21021897,98.203179087352,7.1101065,360.98343,-9.2846231,98.203179087352,,,,,0.20286106512087912,94.53576453308648,0.20285606619332,0.20285606619332
2070,2070,165.3633,10.109157,2.8744314,0.0,0,6.4677792,0.0,0.21251687,98.05254318069775,7.0842848,360.78622,-9.283391,98.05254318069775,,,,,0.20495241630769231,94.54626708493922,0.204947416824772,0.204947416824772
2071,2071,165.3635,10.124538,2.9058416,0.0,0,6.443819,0.0,0.21497397,97.92534832683552,7.059752,360.58905,-9.2825861,97.92534832683552,,,,,0.2070437674945055,94.55666683026206,0.20703876746166025,0.20703876746166025
2072,2072,165.3637,10.142405,2.9295084,0.0,0,6.4198589,0.0,0.21651204,97.88953334902806,7.0364084,360.39185,-9.2822304,97.88953334902806,,,,,0.20913511868131868,94.56696579876751,0.20913011810387744,0.20913011810387744
2073,2073,165.3639,10.160804,2.9514945,0.0,0,6.3958983,0.0,0.21887074,97.87293988940682,7.0131774,360.19464,-9.2821655,97.87293988940682,,,,,0.21122646986813187,94.5771659602912,0.21122146875131945,0.21122146875131945
2074,2074,165.3641,10.200469,2.9780786,0.0,0,6.3719387,0.0,0.22123326,98.01930102250094,6.9886065,359.99744,-9.2827072,98.01930102250094,,,,,0.21331782105494507,94.58726922710875,0.2133128194038851,0.2133128194038851
2075,2075,165.3643,10.244067,3.0004475,0.0,0,6.3479786,0.0,0.22253911,98.23905473237188,6.9631071,359.80023,-9.2827044,98.23905473237188,,,,,0.21540917224175823,94.59727745621852,0.21540417006147622,0.21540417006147622
2076,2076,165.3645,10.261048,3.0228174,0.0,0,6.324019,0.0,0.22473121,98.20235884053557,6.9379644,359.60303,-9.282814,98.20235884053557,,,,,0.21750052342857143,94.60719245141696,0.21749552072399742,0.21749552072399742
2077,2077,165.3647,10.26729,3.0506828,0.0,0,6.3000588,0.0,0.22728479,98.01337104695244,6.9118099,359.40582,-9.2837782,98.01337104695244,,,,,0.21959187461538462,94.61701596531736,0.21958687139135605,0.21958687139135605
2078,2078,165.3649,10.273978,3.0762265,0.0,0,6.2760992,0.0,0.22878152,97.8490512099162,6.8893237,359.20862,-9.284153,97.8490512099162,,,,,0.22168322580219782,94.62674970129632,0.22167822206346202,0.22167822206346202
2079,2079,165.3651,10.298074,3.0970309,0.0,0,6.2521391,0.0,0.23077329,97.89226373408492,6.8668733,359.01141,-9.2840319,97.89226373408492,,,,,0.223774576989011,94.63639531531196,0.22376957274022774,0.22376957274022774
2080,2080,165.3653,10.332596,3.1185398,0.0,0,6.228179,0.0,0.23306149,98.0271861782953,6.8409204,358.81421,-9.2840567,98.0271861782953,,,,,0.22586592817582418,94.64595441763217,0.2258609234215681,0.2258609234215681
2081,2081,165.3655,10.356764,3.143652,0.0,0,6.2042193,0.0,0.23454665,98.03032070774697,6.8156052,358.617,-9.2846975,98.03032070774697,,,,,0.22795727936263738,94.65542857455671,0.2279522741074003,0.2279522741074003
2082,2082,165.3657,10.37124,3.1667886,0.0,0,6.1802592,0.0,0.23656249,97.95867854240944,6.7921948,358.4198,-9.2846756,97.95867854240944,,,,,0.23004863054945054,94.66481930997566,0.23004362479764365,0.23004362479764365
2083,2083,165.3659,10.391015,3.1869919,0.0,0,6.1567807,0.0,0.23896019,97.96289374107263,6.7691555,358.22263,-9.2843075,97.96289374107263,,,,,0.23213998173626374,94.67412810686136,0.23213497549221984,0.23213497549221984
