level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress,sampled strain,sampled stress,fitting strain,fitting stress,model strain,ramberg stress,ramberg plastic strain,ramberg accumulated plastic strain
1774,1774,145.3503,0.52556747,0.050097056,0.0,0,9.0044422,0.0,0.0032141537,6.384213538472041,10.00265,303.39368,-9.3250828,6.384213538472041,0.0032141537,6.384213538472041,0.0,6.384213538472041,0.0,0.0,0.0,0.0
1775,1775,145.3505,1.6479946,0.072328135,0.0,0,8.9751787,0.0,0.0042250683,19.9869682912034,9.9712782,303.45978,-9.3242054,19.9869682912034,0.051014557,120.78420974878286,0.047022164,111.22927479972832,0.0020533696069868997,119.46900486648505,0.002047160745236971,0.002047160745236971
1776,1776,145.3507,3.2693472,0.098543696,0.0,0,8.9459143,0.0,0.0063455738,39.576710168858206,9.9455481,303.52588,-9.323905,39.576710168858206,0.10370342,126.22964525446882,0.094044328,125.2313704856721,0.0041067392139737995,120.07336198752238,0.004100498943493076,0.004100498943493076
1777,1777,145.3509,4.7011647,0.12949336,0.0,0,8.9166508,0.0,0.0083984258,56.78359625436036,9.9236908,303.59198,-9.3231831,56.78359625436036,0.14934053,128.32204603680574,0.141066492,127.94269240147946,0.0061601088209607,120.43351615260384,0.006153849833094475,0.006153849833094475
1778,1778,145.3511,5.6602211,0.15143561,0.0,0,8.8873863,0.0,0.0096986722,68.26027510628477,9.8943682,303.65805,-9.3226986,68.26027510628477,0.19429992,129.31424599365766,0.188088656,129.1771708270952,0.008213478427947599,120.69211852760041,0.008207206000391336,0.008207206000391336
1779,1779,145.3513,6.1930742,0.1684386,0.0,0,8.8581219,0.0,0.011092574,74.59523307281225,9.8576355,303.72415,-9.3218269,74.59523307281225,0.23910603,129.8736614107281,0.23511082,129.82378022112172,0.010266848034934498,120.89449287034063,0.010260565089886127,0.010260565089886127
1780,1780,145.3515,6.6184416,0.21798514,0.0,0,8.8288584,0.0,0.013947632,79.43516292907294,9.8221865,303.79025,-9.3203363,79.43516292907294,0.28454873,128.9237738065899,0.282132984,128.974270083883,0.0123202176419214,121.06101805942818,0.01231392604247871,0.01231392604247871
1781,1781,145.3517,6.9908075,0.29130021,0.0,0,8.7995939,0.0,0.018343462,83.46103792843076,9.7870302,303.85635,-9.3197489,83.46103792843076,0.33077696,127.933629399194,0.329155148,127.96836635714476,0.014373587248908299,121.20264409045096,0.014367288289092534,0.014367288289092534
1782,1782,145.3519,7.2970009,0.34239709,0.0,0,8.7703304,0.0,0.022501944,86.79406636338932,9.7477865,303.92242,-9.3193521,86.79406636338932,0.37693501,126.99536234763688,0.376177312,127.01076427792707,0.016426956855895198,121.32594623627585,0.0164206514880075,0.0164206514880075
1783,1783,145.3521,7.6919594,0.37193671,0.0,0,8.7416534,0.0,0.024935033,91.29533938636408,9.703846,303.98853,-9.3187199,91.29533938636408,0.42443106,125.83998684715952,0.42319947599999996,125.86994601177173,0.0184803264628821,121.43518725135901,0.01847401541768621,0.01847401541768621
1784,1784,145.3523,8.1640196,0.39457124,0.0,0,8.7136879,0.0,0.026089035,96.73833131578012,9.6597433,304.05463,-9.3184633,96.73833131578012,0.47155198,124.60419100664537,0.47022164,124.6390805766807,0.020533696069868997,121.53329060598617,0.020527379926194494,0.020527379926194494
