level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress,sampled strain,sampled stress,fitting strain,fitting stress,model strain,ramberg stress,ramberg plastic strain,ramberg accumulated plastic strain
1972,1972,165.3437,0.48988101,0.038960356,0.0,0,9.0629654,0.0,0.0026651777,5.955437402151924,10.05454,360.74109,-9.287818,5.955437402151924,0.0026651777,5.955437402151924,0.0,5.955437402151924,0.0,0.0,0.0,0.0
1973,1973,165.3439,2.0841534,0.063655585,0.0,0,9.0337019,0.0,0.0038941121,25.292354804146427,10.016984,360.83261,-9.2874231,25.292354804146427,0.056059334,101.29939335372352,0.0476954995,86.3644056432007,0.0020965054725274727,91.50017758800136,0.0020914883288584165,0.0020914883288584165
1974,1974,165.3441,4.1785111,0.10166378,0.0,0,9.0044374,0.0,0.0060520191,50.57121671432526,9.9893322,360.92413,-9.2873917,50.57121671432526,0.10926408,99.40156749327512,0.095390999,99.89642357032312,0.004193010945054945,92.10581660297588,0.0041879605929481594,0.0041879605929481594
1975,1975,165.3443,5.6224117,0.12477165,0.0,0,8.975174,0.0,0.0081809703,67.93394824791001,9.9656525,361.01566,-9.2863445,67.93394824791001,0.15171768,99.31110921924956,0.1430864985,99.3295001632753,0.0062895164175824185,92.46686724677969,0.006284446268323326,0.006284446268323326
1976,1976,165.3445,6.2359042,0.143987,0.0,0,8.9459095,0.0,0.0094992639,75.24297843807358,9.9335051,361.10718,-9.2851009,75.24297843807358,0.19436148,100.12404602220504,0.190781998,100.0558088422793,0.00838602189010989,92.72616163533559,0.008380937523204075,0.008380937523204075
1977,1977,165.3447,6.4525852,0.17734182,0.0,0,8.916646,0.0,0.011086455,77.67134652819162,9.8935404,361.1987,-9.2838039,77.67134652819162,0.23786992,100.4480488376603,0.23847749750000002,100.43856227410011,0.010482527362637363,92.92910244166556,0.0104774318680681,0.0104774318680681
1978,1978,165.3449,6.7424273,0.23419167,0.0,0,8.8873816,0.0,0.0147804,80.82874484751883,9.8504953,361.29022,-9.2831631,80.82874484751883,0.28321919,99.73997664561404,0.286172997,99.68560260767319,0.012579032835164837,93.09610892088781,0.012573928183285479,0.012573928183285479
1979,1979,165.3451,6.9609985,0.31947514,0.0,0,8.8581171,0.0,0.020493684,82.93551259154216,9.808465,361.38174,-9.2829857,82.93551259154216,0.33030972,98.8731284511062,0.3338684965,98.8018296516344,0.01467553830769231,93.23815447958081,0.01467042586716167,0.01467042586716167
1980,1980,165.3453,6.9424734,0.39043668,0.0,0,8.8288536,0.0,0.025315521,82.28863386878265,9.7645473,361.47327,-9.2825356,82.28863386878265,0.37823701,97.91292253794008,0.381563996,97.8573602086413,0.01677204378021978,93.36182920110822,0.016766924558348793,0.016766924558348793
1981,1981,165.3455,7.0816555,0.41349995,0.0,0,8.7995892,0.0,0.027686557,83.79705383355677,9.7138071,361.56476,-9.2829361,83.79705383355677,0.42585137,97.11773892440202,0.42925949550000003,97.03609366488705,0.018868549252747256,93.47140582214332,0.018863424022563878,0.018863424022563878
1982,1982,165.3457,7.5262156,0.43537864,0.0,0,8.7703257,0.0,0.029317416,88.91506489430515,9.6610699,361.65628,-9.2829514,88.91506489430515,0.47404271,95.96326428411248,0.47695499500000005,95.91660520506785,0.020965054725274726,93.56981487158016,0.02095992409911997,0.02095992409911997
1983,1983,165.3459,7.8066635,0.48720321,0.0,0,8.7416487,0.0,0.032005094,91.87825258358498,9.613306,361.7478,-9.2826853,91.87825258358498,0.52228218,95.19039719047257,0.5246504945,95.16478600290509,0.0230615601978022,93.65915491107558,0.02305642467294861,0.02305642467294861
1984,1984,165.3461,7.9085369,0.54334193,0.0,0,8.7136831,0.0,0.035983499,92.6930650950142,9.5701656,361.79779,-9.2820959,92.6930650950142,0.57016802,94.6725549739653,0.572345994,94.66175947915782,0.025158065670329674,93.74098098864397,0.02515292565878329,0.02515292565878329
1985,1985,165.3463,8.2206202,0.58485693,0.0,0,8.6858444,0.0,0.039556287,96.05555889303297,9.5277262,361.80627,-9.2811699,96.05555889303297,0.61729127,94.43898065182604,0.6200414935,94.43807738385694,0.027254571142857145,93.81647786264612,0.027249426991661274,0.027249426991661274
1986,1986,165.3465,8.5026789,0.59598184,0.0,0,8.6580124,0.0,0.04035588,99.26947616387784,9.4851303,361.81476,-9.2809668,99.26947616387784,0.6645112,94.42347200306618,0.667736993,94.42532573999442,0.02935107661538462,93.88656920507468,0.029345928620935716,0.029345928620935716
1987,1987,165.3467,8.3300734,0.5886516,0.0,0,8.6301804,0.0,0.039871171,97.30713365068824,9.4457941,361.82324,-9.2814798,97.30713365068824,0.71183449,94.4506668448426,0.7154324925000001,94.47114802455646,0.03144758208791209,93.95198925232917,0.031442430506346916,0.031442430506346916
1988,1988,165.3469,7.8667517,0.61699843,0.0,0,8.6023483,0.0,0.041656833,91.70189641592354,9.4132805,361.83173,-9.281662,91.70189641592354,0.76020855,94.72603013776651,0.763127992,94.77391241227969,0.03354408756043956,94.01333141858105,0.03353893261535675,0.03353893261535675
