level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress,sampled strain,sampled stress,fitting strain,fitting stress,model strain,ramberg stress,ramberg plastic strain,ramberg accumulated plastic strain
1773,1773,145.347,0.21278074,0.032323588,0.0,0,9.0337067,0.0,0.0022823047,2.587976465950603,10.074883,294.54654,-9.3237391,2.587976465950603,0.0022823047,2.587976465950603,0.0,2.587976465950603,0.0,0.0,0.0,0.0
1774,1774,145.3472,0.73173356,0.045758482,0.0,0,9.0044422,0.0,0.0025705949,8.891315066309216,10.037155,294.78976,-9.3232422,8.891315066309216,0.058548894,118.88351058424524,0.04931956210526316,99.807712750993,0.0020415505010893246,106.19332062622982,0.0020396621943409117,0.0020396621943409117
1775,1775,145.3474,2.4359467,0.060379427,0.0,0,8.9751787,0.0,0.0037557527,29.56846163740837,10.006702,295.03302,-9.3232327,29.56846163740837,0.11486384,121.7131616475987,0.09863912421052631,120.89792009012136,0.004083101002178649,107.65094197458193,0.004081186776321459,0.004081186776321459
1776,1776,145.3476,4.4924927,0.093186229,0.0,0,8.9459143,0.0,0.0059624389,54.40417076257257,9.9801044,295.27628,-9.3233767,54.40417076257257,0.15932438,121.82954229472573,0.14795868631578946,121.79979126637528,0.006124651503267974,108.53453679825454,0.006122721565517996,0.006122721565517996
1777,1777,145.3478,5.7853661,0.12646425,0.0,0,8.9166508,0.0,0.0078554461,69.89441053206373,9.9525833,295.51953,-9.3232574,69.89441053206373,0.20406055,121.88935259530682,0.19727824842105263,121.88028495504909,0.008166202004357298,109.17576872955094,0.00816426066435927,0.00816426066435927
1778,1778,145.348,6.320971,0.13965003,0.0,0,8.8873863,0.0,0.0091227079,76.2931086172394,9.9183083,295.76279,-9.3221493,76.2931086172394,0.24788721,122.25970031397549,0.2465978105263158,122.24880452238352,0.010207752505446623,109.68150210454955,0.010205802172606679,0.010205802172606679
1779,1779,145.3482,6.6644325,0.17576744,0.0,0,8.8581219,0.0,0.011389344,80.23047819911314,9.8775597,296.00604,-9.3205166,80.23047819911314,0.2960535,121.52904867226678,0.2959173726315789,121.53111363689699,0.012249303006535948,110.10022109460596,0.012247345228125135,0.012247345228125135
1780,1780,145.3484,7.2286091,0.24679604,0.0,0,8.8288584,0.0,0.015280527,86.57832782122703,9.8348055,296.24927,-9.3189554,86.57832782122703,0.34459853,121.29447290838938,0.3452369347368421,121.28151779612732,0.014290853507625273,110.45815426948516,0.014288889364523858,0.014288889364523858
1781,1781,145.3486,7.6427975,0.31811184,0.0,0,8.7995939,0.0,0.020336781,91.06769185353984,9.790163,296.49252,-9.3177938,91.06769185353984,0.39443922,120.28305852358598,0.39455649684210525,120.28081152892912,0.016332404008714597,110.77113764678938,0.0163304343002102,0.0163304343002102
1782,1782,145.3488,7.7337279,0.3784554,0.0,0,8.7703304,0.0,0.025113115,91.74747512323484,9.7404509,296.73578,-9.3177395,91.74747512323484,0.44528168,119.30892983875388,0.4438760589473684,119.33586118289759,0.018373954509803923,111.04948494351817,0.018371979851787863,0.018371979851787863
